governorate,constituency,imada,total_voters,sibling_cliques_count,sibling_voters_count,sibling_voters_pct,parental_ties_count,max_sibling_set_size
جندوبة,بوسالم - بلطة بوعوان,المرجى,3086,583,1492,48.35,460,7
جندوبة,بوسالم - بلطة بوعوان,المنقوش,3235,470,1099,33.97,392,8
جندوبة,بوسالم - بلطة بوعوان,بلطة,2965,461,1102,37.17,389,5
تونس,قرطاج - المرسى,سيدي داود,9256,893,2143,23.15,845,9
تونس,قرطاج - المرسى,قرطاج الشاطىء,3689,338,763,20.68,310,6
تونس,قرطاج - المرسى,قرطاج بيرصا,10218,913,2081,20.37,758,6
تونس,قرطاج - المرسى,قمرت,9179,1016,2466,26.87,947,10
جندوبة,بوسالم - بلطة بوعوان,غزالة,1764,216,495,28.06,156,5
جندوبة,بوسالم - بلطة بوعوان,وادي كساب,1042,129,293,28.12,132,5
جندوبة,جندوبة,التطور,7248,858,2113,29.15,776,7
جندوبة,جندوبة,الجريف,3494,399,962,27.53,331,7
جندوبة,جندوبة,عين كريمة,1503,164,388,25.82,139,6
جندوبة,جندوبة,معلة,785,145,374,47.64,160,6
جندوبة,جندوبة الشمالية - فرنانة,أولاد مفدة,2936,297,756,25.75,304,7
جندوبة,جندوبة الشمالية - فرنانة,الجواودة,2664,363,908,34.08,366,7
جندوبة,جندوبة الشمالية - فرنانة,الخضراء,2307,403,1029,44.6,373,8
جندوبة,جندوبة الشمالية - فرنانة,الدير,1872,106,250,13.35,90,5
جندوبة,جندوبة الشمالية - فرنانة,الزهور,1654,280,720,43.53,316,9
جندوبة,جندوبة الشمالية - فرنانة,السواني,2828,383,926,32.74,299,7
جندوبة,جندوبة,الزغادية,8048,874,1995,24.79,619,6
جندوبة,جندوبة,السعادة,2791,348,842,30.17,310,7
جندوبة,جندوبة,العزيمة,2761,375,888,32.16,319,8
جندوبة,جندوبة,العيثة,3571,522,1368,38.31,463,6
جندوبة,بوسالم - بلطة بوعوان,بني محمد,1417,158,364,25.69,108,5
جندوبة,بوسالم - بلطة بوعوان,بوسالم الجنوبية,2350,283,663,28.21,167,5
جندوبة,بوسالم - بلطة بوعوان,بوسالم الشمالية,13790,1226,2753,19.96,858,5
جندوبة,بوسالم - بلطة بوعوان,بوعوان,4686,563,1299,27.72,411,6
جندوبة,جندوبة الشمالية - فرنانة,بلاريجيا,3969,632,1573,39.63,619,6
جندوبة,جندوبة الشمالية - فرنانة,بني مطير,823,133,352,42.77,154,7
جندوبة,جندوبة الشمالية - فرنانة,بوهرتمة,2076,367,939,45.23,330,6
جندوبة,جندوبة الشمالية - فرنانة,حليمة,3241,340,839,25.89,268,11
جندوبة,جندوبة الشمالية - فرنانة,ربيعة,1860,277,651,35.0,198,5
جندوبة,جندوبة الشمالية - فرنانة,زطفورة,3652,506,1192,32.64,428,6
جندوبة,جندوبة الشمالية - فرنانة,سوق الجمعة,2663,236,620,23.28,228,6
جندوبة,جندوبة الشمالية - فرنانة,سيدي عمار,1677,301,750,44.72,295,6
تونس,قرطاج - المرسى,المرسى الحدائق,4089,387,952,23.28,380,10
تونس,قرطاج - المرسى,المرسى الرياض,18125,2000,4669,25.76,1447,9
تونس,قرطاج - المرسى,المرسى الشاطئ,5727,432,944,16.48,360,6
تونس,قرطاج - المرسى,المرسى المدينة,22434,1402,3013,13.43,960,5
جندوبة,جندوبة الشمالية - فرنانة,قلوب الثيران الشمالية,1939,301,747,38.53,291,8
جندوبة,جندوبة الشمالية - فرنانة,هذيل,1868,140,321,17.18,65,6
جندوبة,جندوبة الشمالية - فرنانة,وادي غريب,4213,165,394,9.35,128,5
جندوبة,طبرقة - عين دراهم,أولاد سدرة,2559,459,1207,47.17,419,9
جندوبة,جندوبة الشمالية - فرنانة,العاذر,1944,166,396,20.37,141,5
جندوبة,جندوبة الشمالية - فرنانة,الفردوس,10911,1178,2745,25.16,1042,6
جندوبة,جندوبة الشمالية - فرنانة,القوايدية,2246,392,998,44.43,358,8
جندوبة,جندوبة الشمالية - فرنانة,الهادي بن حسين,4494,514,1232,27.41,469,5
جندوبة,طبرقة - عين دراهم,التباينية,2162,412,1071,49.54,408,8
جندوبة,طبرقة - عين دراهم,الحامدية,7061,1077,2764,39.14,1072,9
جندوبة,طبرقة - عين دراهم,الحمام,2392,324,778,32.53,330,6
جندوبة,طبرقة - عين دراهم,الحمران,1062,174,429,40.4,167,5
جندوبة,جندوبة الشمالية - فرنانة,شمتو,2511,327,762,30.35,244,5
جندوبة,جندوبة الشمالية - فرنانة,عين البية,2779,390,967,34.8,362,7
جندوبة,جندوبة الشمالية - فرنانة,فرنانة,10318,1360,3348,32.45,1051,8
جندوبة,جندوبة الشمالية - فرنانة,قلوب الثيران,2393,493,1265,52.86,351,9
جندوبة,طبرقة - عين دراهم,عين سلام,1007,135,334,33.17,98,6
جندوبة,طبرقة - عين دراهم,ملولة,1001,201,551,55.04,190,6
جندوبة,طبرقة - عين دراهم,وادي الزان,825,94,240,29.09,69,6
جندوبة,غار الدماء - وادي مليز,الدخايلية,3707,636,1619,43.67,578,8
جندوبة,جندوبة,الملقى,3027,390,916,30.26,271,10
جندوبة,جندوبة,النور,14070,1215,2723,19.35,989,6
جندوبة,جندوبة,جندوبة الجنوبية,12560,761,1711,13.62,621,5
جندوبة,جندوبة,سوق السبت,4141,674,1801,43.49,702,9
جندوبة,طبرقة - عين دراهم,الخمايرية,3869,623,1699,43.91,774,10
جندوبة,طبرقة - عين دراهم,الرويعي,2578,278,707,27.42,217,11
جندوبة,طبرقة - عين دراهم,الريحان,6866,956,2390,34.81,851,7
جندوبة,طبرقة - عين دراهم,العطاطفة,2285,232,573,25.08,139,8
جندوبة,طبرقة - عين دراهم,عين السنوسي,1574,211,496,31.51,224,6
جندوبة,طبرقة - عين دراهم,عين الصبح,5615,941,2347,41.8,1010,7
جندوبة,طبرقة - عين دراهم,عين دراهم الأحواز,2028,279,697,34.37,254,7
جندوبة,طبرقة - عين دراهم,عين دراهم المدينة,8981,938,2143,23.86,641,6
جندوبة,غار الدماء - وادي مليز,المراسن,4038,617,1463,36.23,448,7
جندوبة,غار الدماء - وادي مليز,المعدن,3257,477,1157,35.52,386,7
جندوبة,غار الدماء - وادي مليز,حكيم الجنوبية,3581,603,1446,40.38,491,7
جندوبة,غار الدماء - وادي مليز,حكيم الشمالية,674,109,266,39.47,93,5
جندوبة,طبرقة - عين دراهم,الناظور,3399,490,1184,34.83,562,7
جندوبة,طبرقة - عين دراهم,تاقمة,1935,224,565,29.2,177,6
جندوبة,طبرقة - عين دراهم,سلول,2254,356,929,41.22,390,7
جندوبة,طبرقة - عين دراهم,طبرقة,14888,1508,3550,23.84,1212,8
جندوبة,غار الدماء - وادي مليز,فرقصان,2624,446,1125,42.87,460,8
جندوبة,غار الدماء - وادي مليز,وادي مليز الشرقية,6249,681,1587,25.4,533,9
جندوبة,غار الدماء - وادي مليز,وادي مليز الغربية,1444,204,489,33.86,182,5
جندوبة,غار الدماء - وادي مليز,وشتاتة,3050,534,1338,43.87,644,8
جندوبة,غار الدماء - وادي مليز,الدورة,5275,685,1610,30.52,558,6
جندوبة,غار الدماء - وادي مليز,الرخاء,2776,344,808,29.11,228,5
جندوبة,غار الدماء - وادي مليز,الصرية,4660,634,1487,31.91,620,7
جندوبة,غار الدماء - وادي مليز,القلعة,5986,865,2093,34.96,731,10
زغوان,الناظور - صواف,بئر الشاوش,4863,825,2509,51.59,1086,10
زغوان,الناظور - صواف,سوغاس,3917,732,2115,54.0,889,9
زغوان,الناظور - صواف,صوار,1561,261,676,43.31,232,8
زغوان,الناظور - صواف,صواف الشرقية,3036,423,1139,37.52,421,9
زغوان,الناظور - صواف,الحميرة,1429,252,705,49.34,306,6
زغوان,الناظور - صواف,الدغافلة الشرقية,2092,367,946,45.22,377,10
زغوان,الناظور - صواف,الدغافلة الغربية,1043,182,486,46.6,175,7
زغوان,الناظور - صواف,الناظور,10429,1560,4149,39.78,1510,10
زغوان,بئر مشارقة - الفحص,أولاد الزوابي,317,38,94,29.65,23,5
زغوان,بئر مشارقة - الفحص,الدروع,1725,271,669,38.78,244,7
زغوان,بئر مشارقة - الفحص,العمايم الجنوبية,2568,368,955,37.19,386,7
زغوان,بئر مشارقة - الفحص,العمايم الشمالية,2301,389,1030,44.76,366,7
زغوان,بئر مشارقة - الفحص,بئر مقرة,972,180,524,53.91,222,8
زغوان,بئر مشارقة - الفحص,بنت سعيدان,1601,244,593,37.04,208,6
زغوان,بئر مشارقة - الفحص,بوشة,794,147,399,50.25,157,8
زغوان,بئر مشارقة - الفحص,تليل الصالحي,930,116,287,30.86,112,7
زغوان,بئر مشارقة - الفحص,عين الصفصاف,1060,188,540,50.94,239,10
زغوان,بئر مشارقة - الفحص,عين عسكر,1544,221,608,39.38,227,7
زغوان,بئر مشارقة - الفحص,وادي الخضراء,1660,316,825,49.7,288,7
زغوان,زغوان - الزريبة,الجوف الشرقية,3769,660,1827,48.47,740,8
زغوان,بئر مشارقة - الفحص,جبل الوسط,4596,728,2021,43.97,825,11
زغوان,بئر مشارقة - الفحص,جوقار,1421,218,575,40.46,235,7
زغوان,بئر مشارقة - الفحص,دلائل العروس,713,117,292,40.95,104,5
زغوان,بئر مشارقة - الفحص,سمنجة,2652,454,1235,46.57,456,7
جندوبة,غار الدماء - وادي مليز,عين سلطان,2845,400,962,33.81,382,7
جندوبة,غار الدماء - وادي مليز,غار الدماء,19151,1821,4096,21.39,1193,6
جندوبة,غار الدماء - وادي مليز,غار الدماء الشمالية,1870,175,387,20.7,149,4
جندوبة,غار الدماء - وادي مليز,فج حسين,1355,251,650,47.97,270,8
زغوان,زغوان - الزريبة,العيثة,2217,379,974,43.93,407,7
زغوان,زغوان - الزريبة,بئر حليمة,2652,524,1450,54.68,565,7
زغوان,زغوان - الزريبة,بوعشير,1161,218,607,52.28,241,8
زغوان,زغوان - الزريبة,جرادو,1186,251,722,60.88,335,8
زغوان,زغوان - الزريبة,الجوف الغربية,1595,296,863,54.11,320,8
زغوان,زغوان - الزريبة,الزريبة الحمام الجنوبية,6176,981,2415,39.1,835,8
زغوان,زغوان - الزريبة,الزريبة الحمام الشمالية,1227,142,324,26.41,114,4
زغوان,زغوان - الزريبة,الزريبة القرية,2073,352,946,45.63,395,8
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,أحواز بوعرادة,1479,193,459,31.03,207,7
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الأحواز الجنوبية,318,30,73,22.96,22,7
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الأحواز الشمالية,294,22,52,17.69,7,4
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الاخوات,1584,214,506,31.94,163,6
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الاقصاب,1201,98,243,20.23,84,7
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,التريشة,556,86,221,39.75,68,5
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الدخانية,1832,320,813,44.38,301,6
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الرميل,911,168,442,48.52,145,7
زغوان,بئر مشارقة - الفحص,الغريفات,2664,396,977,36.67,343,8
زغوان,بئر مشارقة - الفحص,الفحص,9269,971,2259,24.37,687,6
زغوان,بئر مشارقة - الفحص,بئر مشارقة,5629,874,2175,38.64,708,8
زغوان,بئر مشارقة - الفحص,بئر مشارقة المحطة,1846,347,993,53.79,443,8
زغوان,الناظور - صواف,صواف الغربية,2510,443,1122,44.7,392,9
زغوان,الناظور - صواف,عين البطوم,5128,985,3045,59.38,1144,11
زغوان,بئر مشارقة - الفحص,أحواز الفحص,13201,1610,3797,28.76,1260,8
زغوان,بئر مشارقة - الفحص,أم الأبواب,1385,177,478,34.51,187,8
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,سيدي عبد النور,693,28,65,9.38,26,4
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,سيدي عياد,634,65,162,25.55,34,6
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,طرف الشناء,1257,163,423,33.65,182,8
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,عين زريق,1439,162,400,27.8,141,5
زغوان,زغوان - الزريبة,عين الباطرية,1947,362,1018,52.29,369,8
زغوان,زغوان - الزريبة,مقرن,4466,699,1889,42.3,780,9
زغوان,زغوان - الزريبة,وادي الرمل,1988,293,718,36.12,239,7
زغوان,زغوان - الزريبة,وادي الزيت,1721,297,829,48.17,359,9
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,محطة الكريب,789,120,284,35.99,103,5
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,مسراطة,406,62,159,39.16,52,6
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,هنشير الرومان,1023,134,329,32.16,84,6
سليانة,سليانة - برقو,أحواز برقو,480,63,154,32.08,57,5
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,برج المسعودي الجنوبية,1876,282,689,36.73,261,7
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,برج المسعودي الشمالية,1783,272,745,41.78,284,9
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,بوجليدة,1260,190,472,37.46,185,8
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,بورويس الجنوبية,974,106,235,24.13,81,4
سليانة,سليانة - برقو,أولاد زناق,1730,295,733,42.37,317,6
سليانة,سليانة - برقو,أولاد فرج,752,121,295,39.23,109,5
سليانة,سليانة - برقو,البحيرين,814,139,348,42.75,119,6
سليانة,سليانة - برقو,الجوي,1294,192,467,36.09,202,7
زغوان,زغوان - الزريبة,جيملة,1466,211,535,36.49,198,10
زغوان,زغوان - الزريبة,زغوان الجنوبية,4653,501,1187,25.51,436,6
زغوان,زغوان - الزريبة,زغوان الشمالية,10706,1229,2990,27.93,1290,8
زغوان,زغوان - الزريبة,زغوان المدينة,4637,510,1202,25.92,322,6
سليانة,سليانة - برقو,الخلصة,682,93,217,31.82,93,4
سليانة,سليانة - برقو,الدريجة,1052,116,297,28.23,95,6
سليانة,سليانة - برقو,السفينة,1688,229,537,31.81,248,5
سليانة,سليانة - برقو,العرب,2152,267,630,29.28,230,7
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,العباسي,1515,256,624,41.19,106,6
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,العروسة,4581,693,1712,37.37,655,10
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الكريب الجنوبية,3547,510,1295,36.51,493,7
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,الكريب الشمالية,4142,549,1299,31.36,350,6
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,عين عاشور,2061,266,615,29.84,167,5
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,فطيس,622,114,306,49.2,82,6
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,قعفور الشرقية,4714,584,1327,28.15,340,5
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,قعفور الغربية,3373,618,1601,47.47,483,9
سليانة,سليانة - برقو,عين ديسة,364,54,135,37.09,70,6
سليانة,سليانة - برقو,عين فرنة,992,186,514,51.81,203,8
سليانة,سليانة - برقو,مرج مقدم,1031,184,462,44.81,198,7
سليانة,سليانة - برقو,مصوج,1005,184,521,51.84,253,6
سليانة,سليانة - برقو,القابل,3125,533,1341,42.91,582,7
سليانة,سليانة - برقو,برقو,4941,806,1941,39.28,658,7
سليانة,سليانة - برقو,جامة,1675,211,534,31.88,214,5
سليانة,سليانة - برقو,سجة,1939,323,879,45.33,405,8
سليانة,مكثر - الروحية - كسرى,الجميلات,1142,160,394,34.5,180,6
سليانة,مكثر - الروحية - كسرى,الحبابسة الجنوبية,2185,371,956,43.75,373,10
سليانة,مكثر - الروحية - كسرى,الحبابسة الشمالية,2244,374,989,44.07,361,7
سليانة,مكثر - الروحية - كسرى,الحمام,777,130,354,45.56,203,7
سليانة,سليانة - برقو,سيدي سعيد,1122,192,493,43.94,213,6
سليانة,سليانة - برقو,سيدي مرشد,4594,823,2218,48.28,901,8
سليانة,سليانة - برقو,سيدي منصور,1378,198,511,37.08,195,6
سليانة,سليانة - برقو,عين بوسعدية,760,115,285,37.5,122,6
سليانة,مكثر - الروحية - كسرى,السوالم,2089,323,822,39.35,357,7
سليانة,مكثر - الروحية - كسرى,الشوارنية,834,157,455,54.56,234,7
سليانة,مكثر - الروحية - كسرى,الفضول,1698,328,882,51.94,393,8
سليانة,مكثر - الروحية - كسرى,القرعة,1124,183,457,40.66,203,12
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,بورويس الشمالية,3850,575,1374,35.69,370,8
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,بوعرادة,11683,1664,4031,34.5,1435,9
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,حمام بياضة الجنوبية,1796,279,697,38.81,231,6
سليانة,بوعرادة - قعفور - الكريب - بورويس - العروسة,حمام بياضة الشمالية,766,123,295,38.51,99,5
سليانة,مكثر - الروحية - كسرى,القرية الجنوبية,1461,260,763,52.22,318,9
سليانة,مكثر - الروحية - كسرى,القرية الشمالية,1469,307,1066,72.57,574,9
سليانة,مكثر - الروحية - كسرى,اللوزة,942,182,459,48.73,163,6
سليانة,مكثر - الروحية - كسرى,المساحلة,861,167,465,54.01,212,9
سليانة,مكثر - الروحية - كسرى,المنصورة الجنوبية,1313,250,690,52.55,295,10
سليانة,مكثر - الروحية - كسرى,المنصورة الشمالية,1107,171,443,40.02,175,6
سليانة,مكثر - الروحية - كسرى,الهرية,935,139,334,35.72,137,5
سليانة,مكثر - الروحية - كسرى,باز,1530,243,576,37.65,214,7
سليانة,مكثر - الروحية - كسرى,الحميمة,1316,216,634,48.18,260,8
سليانة,مكثر - الروحية - كسرى,الروحية,8992,1167,2856,31.76,1084,7
سليانة,مكثر - الروحية - كسرى,السميرات الجنوبية,623,121,313,50.24,142,6
سليانة,مكثر - الروحية - كسرى,السميرات الشمالية,1113,194,517,46.45,215,7
سليانة,مكثر - الروحية - كسرى,بني حازم,1221,210,524,42.92,284,7
سليانة,مكثر - الروحية - كسرى,بوعبد اللّه,1292,259,735,56.89,364,8
سليانة,مكثر - الروحية - كسرى,بوعجيلة,2709,512,1494,55.15,625,10
سليانة,مكثر - الروحية - كسرى,راس الوادي,1200,210,563,46.92,238,6
سليانة,مكثر - الروحية - كسرى,سند الحداد,1582,210,547,34.58,267,7
سليانة,مكثر - الروحية - كسرى,صدّين,1409,267,719,51.03,279,8
سليانة,مكثر - الروحية - كسرى,صيار,2225,382,990,44.49,341,8
سليانة,مكثر - الروحية - كسرى,كسرى,3456,488,1183,34.23,550,9
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,السد القبلي,1122,221,572,50.98,237,6
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,الشويشة,656,126,336,51.22,133,8
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,القماطة,514,111,304,59.14,96,5
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,المهاذبة,1082,212,645,59.61,333,7
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,البئر الجديد,566,117,322,56.89,146,5
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,البشاشمة,1494,289,1078,72.16,546,13
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,البلالمة,963,196,667,69.26,292,11
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,الجرابعة,8168,1278,3272,40.06,1396,9
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,وريمة,933,203,571,61.2,279,7
سوسة,النفيضة - بوفيشة - هرقلة,أولاد عبد الله,2251,464,1316,58.46,529,8
سوسة,النفيضة - بوفيشة - هرقلة,السلوم,1391,277,848,60.96,390,10
سوسة,النفيضة - بوفيشة - هرقلة,السويح,1094,227,635,58.04,323,9
سوسة,النفيضة - بوفيشة - هرقلة,الشقارنية,3303,667,1874,56.74,821,8
سوسة,النفيضة - بوفيشة - هرقلة,الصفحة,2718,551,1816,66.81,971,11
سوسة,النفيضة - بوفيشة - هرقلة,العريبات,1220,267,916,75.08,520,7
سوسة,النفيضة - بوفيشة - هرقلة,الفرادة,2093,410,1237,59.1,496,9
سوسة,الزاوية - القصيبة - الثريات,قصيبة سوسة,7798,1236,3242,41.57,1389,10
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,أولاد العابد,832,155,440,52.88,98,6
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,أولاد عامر,1652,359,995,60.23,400,9
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,أولاد محمد,7137,1086,2761,38.69,1057,8
سوسة,النفيضة - بوفيشة - هرقلة,تكرونة,559,110,296,52.95,117,6
سوسة,النفيضة - بوفيشة - هرقلة,سيدي خليفة,1898,190,511,26.92,219,8
سوسة,النفيضة - بوفيشة - هرقلة,سيدي سعيد,2006,222,592,29.51,223,7
سوسة,النفيضة - بوفيشة - هرقلة,سيدي مطير,2170,420,1195,55.07,473,11
سليانة,سليانة - برقو,سليانة الجنوبية,10764,1108,2752,25.57,1214,8
سليانة,سليانة - برقو,سليانة الشمالية,5185,570,1349,26.02,612,6
سليانة,سليانة - برقو,سليانة المدينة,15717,1364,3204,20.39,1238,7
سليانة,سليانة - برقو,سيدي حمادة,925,120,308,33.3,140,8
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,بلعوم,1894,317,870,45.93,342,9
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,سيدي بوعلي,9727,1773,4746,48.79,1791,9
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,كندار,4420,849,2502,56.61,905,16
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,منزل المحطة,1510,296,971,64.3,486,9
سليانة,مكثر - الروحية - كسرى,مكثر الجنوبية,6934,739,1671,24.1,562,5
سليانة,مكثر - الروحية - كسرى,مكثر الشمالية,2268,288,645,28.44,244,4
سوسة,الزاوية - القصيبة - الثريات,الثريات,1934,399,1115,57.65,527,11
سوسة,الزاوية - القصيبة - الثريات,زاوية سوسة,15469,2348,6302,40.74,2702,9
سوسة,النفيضة - بوفيشة - هرقلة,مرابط حشاد,1953,341,1014,51.92,484,9
سوسة,النفيضة - بوفيشة - هرقلة,منزل دار بلواعر,2320,470,1415,60.99,644,10
سوسة,النفيضة - بوفيشة - هرقلة,منزل فاتح,1202,246,771,64.14,325,9
سوسة,النفيضة - بوفيشة - هرقلة,هرقلة,5444,935,2635,48.4,1036,9
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,الزعارنة الشرقية,14513,2247,5559,38.3,2395,8
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,الزعارنة الغربية,5180,914,2389,46.12,1047,9
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,السد الجوفي,1265,232,650,51.38,242,8
سوسة,القلعة الكبرى - سيدي بوعلي - كندار,السد الغربي,2123,388,1035,48.75,401,8
سوسة,النفيضة - بوفيشة - هرقلة,عين الرحمة,2247,487,1391,61.9,619,9
سوسة,النفيضة - بوفيشة - هرقلة,عين مذاكر,2861,567,1953,68.26,917,12
سوسة,النفيضة - بوفيشة - هرقلة,قريميط الشرقية,1815,384,1115,61.43,471,8
سوسة,النفيضة - بوفيشة - هرقلة,قريميط الغربية,4469,687,1857,41.55,710,8
سوسة,حمام سوسة - اكودة,الطنطانة,2316,276,657,28.37,320,8
سوسة,حمام سوسة - اكودة,الغرابى,3324,404,977,29.39,429,6
سوسة,حمام سوسة - اكودة,الفقاعية,784,122,334,42.6,180,6
سوسة,حمام سوسة - اكودة,القنطاوي,3939,325,731,18.56,394,5
سوسة,النفيضة - بوفيشة - هرقلة,القارصي,1928,407,1279,66.34,548,8
سوسة,النفيضة - بوفيشة - هرقلة,المثاليث,917,186,526,57.36,269,8
سوسة,النفيضة - بوفيشة - هرقلة,النفيضة,11447,1771,4597,40.16,1762,8
سوسة,النفيضة - بوفيشة - هرقلة,بوفيشة,6878,1044,2742,39.87,1085,10
سوسة,النفيضة - بوفيشة - هرقلة,هيشر,3843,748,2145,55.82,902,11
سوسة,النفيضة - بوفيشة - هرقلة,وادي الخروب,1178,210,584,49.58,301,13
سوسة,حمام سوسة - اكودة,أكودة الشرقية,11756,1513,3642,30.98,1445,8
سوسة,حمام سوسة - اكودة,أكودة الغربية,7106,955,2250,31.66,922,7
سوسة,سيدي الهاني - القلعة الصغرى,سيدي الهاني الجنوبية,1457,284,788,54.08,311,7
سوسة,سيدي الهاني - القلعة الصغرى,سيدي الهاني الغربية,1718,327,989,57.57,441,9
سوسة,سيدي الهاني - القلعة الصغرى,سيدي الهاني المركزية,3969,757,1897,47.8,587,8
سوسة,سيدي الهاني - القلعة الصغرى,كروسية الغربية,1233,223,602,48.82,236,6
سوسة,سيدي الهاني - القلعة الصغرى,كروسية المركزية,1837,371,991,53.95,388,7
سوسة,سيدي الهاني - القلعة الصغرى,وادي لاية,468,77,227,48.5,99,6
سوسة,مساكن,البرجين,4108,792,2431,59.18,1131,10
سوسة,مساكن,التوارة الجنوبية,2000,206,481,24.05,101,6
سوسة,سوسة جوهرة,سهلول جوهرة,11775,932,2082,17.68,1252,8
سوسة,سوسة جوهرة,محمد القروي,12762,1284,3113,24.39,1336,8
سوسة,سوسة جوهرة,وادي بليبان,5024,470,1090,21.7,483,6
سوسة,سيدي الهاني - القلعة الصغرى,أولاد علي بلهاني,992,199,536,54.03,204,7
سوسة,سوسة المدينة - سوسة سيدي عبد الحميد,خزامة,15587,1397,3132,20.09,1094,8
سوسة,سوسة المدينة - سوسة سيدي عبد الحميد,سيدي عبد الحميد,4755,392,1007,21.18,458,7
سوسة,سوسة المدينة - سوسة سيدي عبد الحميد,علي البلهوان,7258,785,1887,26.0,765,8
سوسة,سوسة المدينة - سوسة سيدي عبد الحميد,قصيبة الشط,6372,858,2118,33.24,712,9
سوسة,سيدي الهاني - القلعة الصغرى,القلعة الصغرى الشرقية,5713,632,1518,26.57,719,7
سوسة,سيدي الهاني - القلعة الصغرى,القلعة الصغرى المدينة,16015,2667,6679,41.7,2073,9
سوسة,سيدي الهاني - القلعة الصغرى,القلعة الصغرى حشاد,4845,783,2052,42.35,810,9
سوسة,سيدي الهاني - القلعة الصغرى,النقر,2110,424,1293,61.28,628,9
سوسة,حمام سوسة - اكودة,المدينة,12994,1497,3573,27.5,1236,7
سوسة,حمام سوسة - اكودة,بئر موسى,13328,1424,3404,25.54,1062,8
سوسة,حمام سوسة - اكودة,سهلول,16270,1686,3950,24.28,1404,9
سوسة,حمام سوسة - اكودة,شط الرمان,1343,183,445,33.13,206,6
سوسة,سوسة المدينة - سوسة سيدي عبد الحميد,إبن خلدون,9787,1350,3519,35.96,1512,30
سوسة,سوسة المدينة - سوسة سيدي عبد الحميد,الطيب المهيري,20308,1982,4656,22.93,1456,7
سوسة,سوسة المدينة - سوسة سيدي عبد الحميد,المدينة,3821,366,839,21.96,334,6
سوسة,سوسة المدينة - سوسة سيدي عبد الحميد,بوجعفر,5005,490,1167,23.32,557,8
سوسة,سوسة المدينة - سوسة سيدي عبد الحميد,محمد معروف,5772,416,955,16.55,338,6
سوسة,سوسة جوهرة,الهادي شاكر,11407,1096,2590,22.71,1181,8
سوسة,سوسة جوهرة,بوحسينة,18458,1903,4415,23.92,1443,10
سوسة,سوسة جوهرة,حشاد,5583,358,870,15.58,384,8
سوسة,مساكن,الغربيين,3896,670,1707,43.81,729,11
سوسة,مساكن,الفرداي,1173,180,475,40.49,173,8
سوسة,مساكن,القبليين,2173,340,848,39.02,403,6
سوسة,مساكن,الكنائس,4267,860,2611,61.19,1226,13
