governorate,constituency,imada,total_voters,sibling_cliques_count,sibling_voters_count,sibling_voters_pct,parental_ties_count,max_sibling_set_size
نابل,الهوارية - تاكلسة,تاكلسة الجوفية,3216,637,1751,54.45,756,8
نابل,الحمامات,سيدي الجديدي,6881,1054,2890,42.0,1147,16
نابل,الحمامات,ياسمين الحمامات,3235,365,932,28.81,413,7
نابل,الهوارية - تاكلسة,العريمة,3613,687,1971,54.55,869,9
نابل,الهوارية - تاكلسة,الهوارية الجوفية,11628,1817,4743,40.79,1758,11
نابل,الحمامات,الحمامات الغربية,1882,189,440,23.38,139,5
نابل,الحمامات,المرازقة,6429,714,1850,28.78,890,9
نابل,الحمامات,بئر بورقبة,9718,1323,3390,34.88,1496,9
نابل,الحمامات,براكة الساحل,10127,1127,2736,27.02,1096,9
منوبة,منوبة,منوبة,20917,1703,3924,18.76,1722,7
منوبة,منوبة,منوبة الوسطى,7736,732,1667,21.55,684,7
منوبة,وادي الليل,الرياض,1991,300,814,40.88,365,7
منوبة,وادي الليل,السعيدة,6085,841,2073,34.07,761,8
منوبة,وادي الليل,القباعة,7819,1105,2729,34.9,1201,8
منوبة,وادي الليل,النجاة,15962,1695,4033,25.27,1730,13
منوبة,وادي الليل,حي الورد,7201,739,1739,24.15,825,6
منوبة,وادي الليل,صنهاجة,5660,1002,2774,49.01,1291,8
نابل,الهوارية - تاكلسة,تاكلسة الوسطى,4733,898,2443,51.62,1121,8
نابل,الهوارية - تاكلسة,تزغران الشرقية,1796,370,1069,59.52,455,10
نابل,الهوارية - تاكلسة,تزغران الغربية,3360,673,1884,56.07,825,9
نابل,الهوارية - تاكلسة,زاوية المقايز,3435,650,1918,55.84,806,8
منوبة,دوار هيشر,حي الشباب,10483,1459,3517,33.55,1646,10
منوبة,دوار هيشر,حي النسيم,2120,109,232,10.94,124,4
منوبة,دوار هيشر,خالد بن الوليد,17809,1731,3865,21.7,1203,6
منوبة,دوار هيشر,دوار هيشر,19753,1914,4340,21.97,1388,6
نابل,الهوارية - تاكلسة,صاحب الجبل الجوفية,5043,894,2568,50.92,1158,9
نابل,الهوارية - تاكلسة,صاحب الجبل القبلية,4173,828,2315,55.48,1008,8
نابل,الهوارية - تاكلسة,وادي العبيد,2306,439,1246,54.03,522,8
نابل,بوعرقوب - بني خلاد,الخروبة,1938,378,1074,55.42,514,9
نابل,بوعرقوب - بني خلاد,القبة الكبيرة,3231,516,1326,41.04,543,8
نابل,بوعرقوب - بني خلاد,المشروحة,3928,676,1860,47.35,876,15
نابل,بوعرقوب - بني خلاد,بئر دراسن,3262,565,1538,47.15,608,8
نابل,بوعرقوب - بني خلاد,برج حفيظ,3884,663,1791,46.11,726,9
نابل,بوعرقوب - بني خلاد,بوعرقوب الجوفية,6454,902,2193,33.98,731,7
نابل,بوعرقوب - بني خلاد,بوعرقوب القبلية,1509,255,738,48.91,327,8
نابل,بوعرقوب - بني خلاد,زاوية الجديدي,5269,911,2413,45.8,972,12
نابل,بوعرقوب - بني خلاد,سيدي الظاهر,2318,402,1085,46.81,366,7
نابل,دار شعبان الفهري - بني خيار,عمرون,1356,181,500,36.87,205,11
نابل,سليمان,الشريفات,5261,926,2516,47.82,1259,20
نابل,سليمان,المريسة,2731,483,1327,48.59,546,8
نابل,سليمان,بوشراي,3224,674,1999,62.0,950,16
منوبة,وادي الليل,وادي الليل,8381,927,2229,26.6,912,7
نابل,الحمامات,الأطرش,2485,464,1285,51.71,519,8
نابل,الحمامات,الحمامات الجوفية,8545,1052,2683,31.4,984,9
نابل,الحمامات,الحمامات الشرقية,33100,3463,8258,24.95,2786,9
نابل,بوعرقوب - بني خلاد,بلي,4689,738,2061,43.95,755,9
نابل,بوعرقوب - بني خلاد,بني خلاد الجوفية,3275,281,610,18.63,218,4
نابل,بوعرقوب - بني خلاد,بني خلاد الشرقية,14254,1777,4050,28.41,977,7
نابل,بوعرقوب - بني خلاد,بني خلاد القبلية,2467,459,1226,49.7,518,7
نابل,قرمبالية,خنقة الحجاج,3125,591,1693,54.18,774,12
نابل,قرمبالية,شماس,4476,705,1856,41.47,748,9
نابل,قرمبالية,عين طبرنق,2093,414,1229,58.72,508,8
نابل,قرمبالية,فندق الجديد,9568,1310,3291,34.4,1267,10
نابل,قربة,قربة الغربية,12808,2005,5139,40.12,2130,11
نابل,قربة,قرعة ساسي,2503,450,1357,54.21,642,12
نابل,قرمبالية,تركي,3235,524,1362,42.1,548,7
نابل,قرمبالية,جبل طريف,2675,493,1343,50.21,481,7
نابل,قربة,بولدين,1963,360,1078,54.92,437,11
نابل,قربة,تازركة,8207,1368,3816,46.5,1735,19
نابل,قربة,ديار الحجاج,3120,581,1710,54.81,742,9
نابل,قربة,قربة الشرقية,13847,2012,5233,37.79,2222,15
نابل,دار شعبان الفهري - بني خيار,الصمعة,6095,1103,3073,50.42,1311,10
نابل,دار شعبان الفهري - بني خيار,الفرينين,1957,376,1038,53.04,444,12
نابل,دار شعبان الفهري - بني خيار,الفهري,26034,2670,6539,25.12,2690,25
نابل,دار شعبان الفهري - بني خيار,المعمورة,6774,1222,3809,56.23,2258,30
نابل,دار شعبان الفهري - بني خيار,بني خيار,19595,2713,7034,35.9,3124,18
نابل,دار شعبان الفهري - بني خيار,حلفاء,1049,199,614,58.53,253,10
نابل,دار شعبان الفهري - بني خيار,دار شعبان,19186,1955,4973,25.92,1993,17
نابل,دار شعبان الفهري - بني خيار,ديار بنسالم,1954,332,959,49.08,514,9
نابل,سليمان,سليمان,26635,2657,6264,23.52,2275,7
نابل,سليمان,سليمان الجنوبية,4738,578,1426,30.1,651,7
نابل,قربة,بني عياش,12058,1192,2965,24.59,840,9
نابل,قربة,بوجريدة,2454,457,1241,50.57,563,8
نابل,قرمبالية,قرنبالية الشرقية,12124,1577,3799,31.33,1606,7
نابل,قرمبالية,قرنبالية الغربية,8378,977,2381,28.42,865,8
نابل,قرمبالية,نيانو,3940,757,2157,54.75,929,10
نابل,قليببية - حمام الأغزاز,أزمور,4513,816,2301,50.99,839,11
نابل,منزل بوزلفة - الميدة,تافلون,4004,702,1988,49.65,867,9
نابل,منزل بوزلفة - الميدة,داموس الحاجة,2210,443,1336,60.45,549,10
نابل,منزل بوزلفة - الميدة,فرتونة,3299,673,1940,58.81,807,10
نابل,منزل بوزلفة - الميدة,لبنة,1977,375,1160,58.67,480,11
نابل,قليببية - حمام الأغزاز,قليبية الغربية,11177,1509,3580,32.03,1546,6
نابل,قليببية - حمام الأغزاز,ملول,1982,234,608,30.68,219,8
نابل,قليببية - حمام الأغزاز,وادي الخطف,2388,491,1511,63.27,766,12
نابل,قليببية - حمام الأغزاز,وزدرة,1096,203,561,51.19,227,7
نابل,منزل بوزلفة - الميدة,أم ذويل,2532,468,1383,54.62,583,13
نابل,منزل بوزلفة - الميدة,الرحمة,3709,535,1542,41.57,747,10
نابل,منزل بوزلفة - الميدة,القرشيين,1741,348,1002,57.55,423,9
نابل,منزل بوزلفة - الميدة,الميدة,8480,1254,3560,41.98,1501,11
نابل,منزل تميم,الصقالبة,5323,934,2545,47.81,937,9
نابل,منزل تميم,الطيب المهيري,11669,1619,3973,34.05,1312,15
نابل,منزل تميم,الوديان,3771,662,1857,49.24,825,9
نابل,منزل تميم,بني عبد العزيز,2157,428,1221,56.61,469,8
اسيا وأستراليا,اسيا وأستراليا,جاكرتا,145,0,0,0.0,0,0
اسيا وأستراليا,اسيا وأستراليا,سيدني,188,0,0,0.0,0,0
اسيا وأستراليا,اسيا وأستراليا,سيول,68,0,0,0.0,0,0
اسيا وأستراليا,اسيا وأستراليا,طهران,14,0,0,0.0,0,0
اسيا وأستراليا,اسيا وأستراليا,طوكيو,291,0,0,0.0,0,0
اسيا وأستراليا,اسيا وأستراليا,نيودلهـي,8,0,0,0.0,0,0
افريقيا,افريقيا,أبوجا,8,0,0,0.0,0,0
افريقيا,افريقيا,أبيدجان,238,0,0,0.0,0,0
افريقيا,افريقيا,أديس أبابا,13,0,0,0.0,0,0
افريقيا,افريقيا,باماكو,18,0,0,0.0,0,0
افريقيا,افريقيا,بريتوريا,121,0,0,0.0,0,0
افريقيا,افريقيا,داكار,200,2,4,2.0,0,2
افريقيا,افريقيا,كينشاسا,6,0,0,0.0,0,0
افريقيا,افريقيا,كينيا- نيروبي,18,0,0,0.0,0,0
افريقيا,افريقيا,ياوندي,77,0,0,0.0,0,0
الأمريكيتان,الأمريكيتان,برازيليا,39,0,0,0.0,0,0
نابل,قليببية - حمام الأغزاز,حارة الشعراء,1342,252,689,51.34,251,9
نابل,قليببية - حمام الأغزاز,حمام الغزاز,7745,1193,3076,39.72,706,13
نابل,قليببية - حمام الأغزاز,دار علوش,3999,691,1977,49.44,889,9
نابل,قليببية - حمام الأغزاز,قليبية الشرقية,30306,4267,10807,35.66,4385,14
نابل,منزل تميم,عصفور,2305,377,1003,43.51,427,8
نابل,منزل تميم,علي البلهوان,13162,1603,3862,29.34,1513,11
نابل,منزل تميم,لزدين,2284,423,1188,52.01,464,8
نابل,منزل تميم,منزل حر,4366,760,2113,48.4,903,11
نابل,منزل بوزلفة - الميدة,منزل بوزلفة الجوفية,3927,617,1647,41.94,714,8
نابل,منزل بوزلفة - الميدة,منزل بوزلفة الغربية,9971,1582,3891,39.02,1510,8
نابل,منزل بوزلفة - الميدة,منزل بوزلفة القبلية,11312,1361,3154,27.88,1035,7
نابل,منزل تميم,الرعينين,3174,613,1660,52.3,709,10
الدول العربية,الدول العربية,بنغازي,165,0,0,0.0,0,0
الدول العربية,الدول العربية,بيروت,909,9,21,2.31,6,4
الدول العربية,الدول العربية,تبسة,1388,19,41,2.95,8,3
نابل,نابل,الأسواق,3514,265,632,17.99,235,6
نابل,نابل,الحدائق,10275,808,1826,17.77,750,7
نابل,نابل,النور,11309,1131,2667,23.58,835,8
نابل,نابل,الهادي شاكر,2072,336,920,44.4,373,8
الدول العربية,الدول العربية,القاهـرة,1618,31,63,3.89,7,3
الدول العربية,الدول العربية,الكويت,2058,23,48,2.33,5,3
الدول العربية,الدول العربية,المنامة,430,3,6,1.4,6,2
الدول العربية,الدول العربية,أبوظبي,4852,63,134,2.76,10,4
الدول العربية,الدول العربية,الخرطوم,28,0,0,0.0,1,0
الدول العربية,الدول العربية,الدوحة,8595,182,375,4.36,54,4
الدول العربية,الدول العربية,الرباط,2055,12,24,1.17,3,2
الدول العربية,الدول العربية,الرياض,4070,49,102,2.51,18,3
الدول العربية,الدول العربية,جدة,4297,55,122,2.84,21,8
الدول العربية,الدول العربية,دبي,2736,26,54,1.97,3,3
الدول العربية,الدول العربية,دمشق,832,2,4,0.48,0,2
الدول العربية,الدول العربية,مسقط,2512,26,57,2.27,10,4
الدول العربية,الدول العربية,نواكشوط,201,4,9,4.48,4,3
باقي الدول الأوروبية,باقي الدول الأوروبية,أثينا,700,1,2,0.29,0,2
باقي الدول الأوروبية,باقي الدول الأوروبية,أنقرة,606,6,12,1.98,1,2
الدول العربية,الدول العربية,طرابلس,4695,23,51,1.09,5,4
الدول العربية,الدول العربية,عمان,355,2,4,1.13,0,2
الدول العربية,الدول العربية,عنابة,5638,110,229,4.06,17,4
إيطاليا,إيطاليا,روما,16553,513,1077,6.51,22,4
إيطاليا,إيطاليا,ميلانو,29059,294,625,2.15,5,5
إيطاليا,إيطاليا,نابولي,6381,32,68,1.07,0,3
اسيا وأستراليا,اسيا وأستراليا,بيكين,114,1,2,1.75,0,2
الأمريكيتان,الأمريكيتان,بيونس أيرس,10,0,0,0.0,0,0
الأمريكيتان,الأمريكيتان,مونتريال,13927,127,264,1.9,14,4
الأمريكيتان,الأمريكيتان,واشنطن,5410,87,179,3.31,5,3
الدول العربية,الدول العربية,الجزائر,2319,45,101,4.36,20,6
باقي الدول الأوروبية,باقي الدول الأوروبية,بلغراد,87,0,0,0.0,0,0
باقي الدول الأوروبية,باقي الدول الأوروبية,بوخارست,823,0,0,0.0,0,0
باقي الدول الأوروبية,باقي الدول الأوروبية,بودباست,337,5,10,2.97,2,2
باقي الدول الأوروبية,باقي الدول الأوروبية,ستوكهولم,6087,99,203,3.33,12,3
باقي الدول الأوروبية,باقي الدول الأوروبية,فرصوفيا,337,0,0,0.0,1,0
باقي الدول الأوروبية,باقي الدول الأوروبية,فيانا,2913,27,57,1.96,0,3
باقي الدول الأوروبية,باقي الدول الأوروبية,لافالات,242,1,2,0.83,0,2
باقي الدول الأوروبية,باقي الدول الأوروبية,لاهاي,4810,68,143,2.97,27,4
ألمانيا,ألمانيا,مونيخ,11083,164,351,3.17,29,4
ألمانيا,ألمانيا,همبورغ,10747,87,176,1.64,14,3
إيطاليا,إيطاليا,بلارمو,13026,183,396,3.04,23,4
إيطاليا,إيطاليا,جنوة,22250,428,893,4.01,12,4
باقي الدول الأوروبية,باقي الدول الأوروبية,لشبونة,177,1,2,1.13,0,2
باقي الدول الأوروبية,باقي الدول الأوروبية,لندن,5737,66,137,2.39,2,3
