tribe,latin,governorate,voters,share_pct,voters_beyond_ring,share_beyond_ring_pct,arrow_drawn
Ouled Soltan,Soltani,Zaghouan,12,0.1,12,0.1,0
Ouled Soltan,Soltani,Tozeur,1,0.0,1,0.0,0
Ouled Soltan,Soltani,Kebili,1,0.0,1,0.0,0
Mehadhba,Mhedhbi,Nabeul,4281,30.4,4281,30.4,1
Mehadhba,Mhedhbi,Sousse,4147,29.4,4147,29.4,1
Mehadhba,Mhedhbi,Gafsa,915,6.5,914,6.5,1
Mehadhba,Mhedhbi,Sfax,908,6.4,763,5.4,1
Mehadhba,Mhedhbi,Tunis,897,6.4,897,6.4,1
Mehadhba,Mhedhbi,Ben Arous,641,4.5,641,4.5,1
Mehadhba,Mhedhbi,Bizerte,385,2.7,385,2.7,0
Mehadhba,Mhedhbi,Zaghouan,310,2.2,310,2.2,0
Mehadhba,Mhedhbi,Ariana,277,2.0,277,2.0,0
Mehadhba,Mhedhbi,Monastir,248,1.8,248,1.8,0
Mehadhba,Mhedhbi,Manubah,184,1.3,184,1.3,0
Mehadhba,Mhedhbi,Le Kef,178,1.3,178,1.3,0
Mehadhba,Mhedhbi,Kassérine,144,1.0,144,1.0,0
Mehadhba,Mhedhbi,Gabès,116,0.8,113,0.8,0
Mehadhba,Mhedhbi,Kebili,114,0.8,114,0.8,0
Mehadhba,Mhedhbi,Sidi Bou Zid,90,0.6,45,0.3,0
Mehadhba,Mhedhbi,Tozeur,89,0.6,89,0.6,0
Mehadhba,Mhedhbi,Kairouan,70,0.5,70,0.5,0
Mehadhba,Mhedhbi,Tataouine,34,0.2,34,0.2,0
Mehadhba,Mhedhbi,Mahdia,24,0.2,24,0.2,0
Mehadhba,Mhedhbi,Médenine,20,0.1,20,0.1,0
Mehadhba,Mhedhbi,Béja,7,0.0,7,0.0,0
Mehadhba,Mhedhbi,Siliana,6,0.0,6,0.0,0
Mehadhba,Mhedhbi,Jendouba,5,0.0,5,0.0,0
Neffat,Neffati,Tunis,2129,15.8,2129,15.8,1
Neffat,Neffati,Sousse,1549,11.5,1549,11.5,1
Neffat,Neffati,Bizerte,1462,10.8,1462,10.8,1
Neffat,Neffati,Sfax,1193,8.9,695,5.2,0
Neffat,Neffati,Ben Arous,1071,7.9,1071,7.9,1
Neffat,Neffati,Ariana,1004,7.4,1004,7.4,1
Neffat,Neffati,Nabeul,836,6.2,836,6.2,1
Neffat,Neffati,Zaghouan,656,4.9,656,4.9,0
Neffat,Neffati,Siliana,526,3.9,526,3.9,0
Neffat,Neffati,Kairouan,492,3.7,492,3.7,0
Neffat,Neffati,Manubah,489,3.6,489,3.6,0
Neffat,Neffati,Gafsa,476,3.5,476,3.5,0
Neffat,Neffati,Le Kef,365,2.7,365,2.7,0
Neffat,Neffati,Béja,346,2.6,346,2.6,0
Neffat,Neffati,Médenine,289,2.1,289,2.1,0
Neffat,Neffati,Monastir,225,1.7,225,1.7,0
Neffat,Neffati,Gabès,132,1.0,132,1.0,0
Neffat,Neffati,Kebili,73,0.5,73,0.5,0
Neffat,Neffati,Mahdia,68,0.5,68,0.5,0
Neffat,Neffati,Sidi Bou Zid,63,0.5,36,0.3,0
Neffat,Neffati,Jendouba,19,0.1,19,0.1,0
Neffat,Neffati,Kassérine,8,0.1,8,0.1,0
Neffat,Neffati,Tozeur,7,0.1,7,0.1,0
Hanencha,Hanachi,Tunis,2120,16.3,2120,16.3,1
Hanencha,Hanachi,Jendouba,1639,12.6,1638,12.6,1
Hanencha,Hanachi,Béja,1134,8.7,1134,8.7,1
Hanencha,Hanachi,Bizerte,941,7.2,941,7.2,1
Hanencha,Hanachi,Ariana,935,7.2,935,7.2,1
Hanencha,Hanachi,Ben Arous,766,5.9,766,5.9,1
Hanencha,Hanachi,Siliana,699,5.4,699,5.4,0
Hanencha,Hanachi,Manubah,695,5.3,695,5.3,0
Hanencha,Hanachi,Sidi Bou Zid,669,5.1,669,5.1,0
Hanencha,Hanachi,Le Kef,565,4.3,326,2.5,0
Hanencha,Hanachi,Gabès,521,4.0,521,4.0,0
Hanencha,Hanachi,Sousse,331,2.5,331,2.5,0
Hanencha,Hanachi,Kassérine,308,2.4,308,2.4,0
Hanencha,Hanachi,Sfax,282,2.2,282,2.2,0
Hanencha,Hanachi,Nabeul,268,2.1,268,2.1,0
Hanencha,Hanachi,Tozeur,233,1.8,233,1.8,0
Hanencha,Hanachi,Gafsa,209,1.6,209,1.6,0
Hanencha,Hanachi,Monastir,202,1.6,202,1.6,0
Hanencha,Hanachi,Médenine,150,1.2,150,1.2,0
Hanencha,Hanachi,Kairouan,102,0.8,102,0.8,0
Hanencha,Hanachi,Tataouine,92,0.7,92,0.7,0
Hanencha,Hanachi,Mahdia,72,0.6,72,0.6,0
Hanencha,Hanachi,Zaghouan,55,0.4,55,0.4,0
Hanencha,Hanachi,Kebili,14,0.1,14,0.1,0
Ouled bou Ghanem,Boughanmi,Le Kef,3361,27.3,979,7.9,1
Ouled bou Ghanem,Boughanmi,Tunis,2624,21.3,2624,21.3,1
Ouled bou Ghanem,Boughanmi,Ben Arous,1674,13.6,1674,13.6,1
Ouled bou Ghanem,Boughanmi,Ariana,1190,9.7,1190,9.7,1
Ouled bou Ghanem,Boughanmi,Bizerte,971,7.9,971,7.9,1
Ouled bou Ghanem,Boughanmi,Manubah,772,6.3,772,6.3,1
Ouled bou Ghanem,Boughanmi,Nabeul,636,5.2,636,5.2,0
Ouled bou Ghanem,Boughanmi,Béja,318,2.6,318,2.6,0
Ouled bou Ghanem,Boughanmi,Siliana,152,1.2,152,1.2,0
Ouled bou Ghanem,Boughanmi,Sousse,152,1.2,152,1.2,0
Ouled bou Ghanem,Boughanmi,Jendouba,106,0.9,106,0.9,0
Ouled bou Ghanem,Boughanmi,Sfax,98,0.8,98,0.8,0
Ouled bou Ghanem,Boughanmi,Kassérine,72,0.6,72,0.6,0
Ouled bou Ghanem,Boughanmi,Monastir,51,0.4,51,0.4,0
Ouled bou Ghanem,Boughanmi,Kairouan,35,0.3,35,0.3,0
Ouled bou Ghanem,Boughanmi,Médenine,35,0.3,35,0.3,0
Ouled bou Ghanem,Boughanmi,Zaghouan,30,0.2,30,0.2,0
Ouled bou Ghanem,Boughanmi,Gafsa,16,0.1,16,0.1,0
Ouled bou Ghanem,Boughanmi,Mahdia,12,0.1,12,0.1,0
Ouled bou Ghanem,Boughanmi,Gabès,5,0.0,5,0.0,0
Ouled bou Ghanem,Boughanmi,Sidi Bou Zid,4,0.0,4,0.0,0
Ouled bou Ghanem,Boughanmi,Tataouine,4,0.0,4,0.0,0
Ouled bou Ghanem,Boughanmi,Kebili,4,0.0,4,0.0,0
Ouled bou Ghanem,Boughanmi,Tozeur,3,0.0,3,0.0,0
Ghezoran,Ghezouani,Jendouba,6066,51.4,52,0.4,0
Ghezoran,Ghezouani,Tunis,1615,13.7,1615,13.7,1
Ghezoran,Ghezouani,Ariana,999,8.5,999,8.5,1
Ghezoran,Ghezouani,Ben Arous,697,5.9,697,5.9,1
Ghezoran,Ghezouani,Nabeul,614,5.2,614,5.2,1
Ghezoran,Ghezouani,Manubah,435,3.7,435,3.7,1
Ghezoran,Ghezouani,Le Kef,341,2.9,340,2.9,1
Ghezoran,Ghezouani,Bizerte,307,2.6,307,2.6,0
Ghezoran,Ghezouani,Siliana,198,1.7,198,1.7,0
Ghezoran,Ghezouani,Monastir,187,1.6,187,1.6,0
Ghezoran,Ghezouani,Sousse,148,1.3,148,1.3,0
Ghezoran,Ghezouani,Mahdia,42,0.4,42,0.4,0
Ghezoran,Ghezouani,Béja,39,0.3,34,0.3,0
Ghezoran,Ghezouani,Sfax,31,0.3,31,0.3,0
Ghezoran,Ghezouani,Médenine,24,0.2,24,0.2,0
Ghezoran,Ghezouani,Kairouan,17,0.1,17,0.1,0
Ghezoran,Ghezouani,Gabès,12,0.1,12,0.1,0
Ghezoran,Ghezouani,Zaghouan,10,0.1,10,0.1,0
Ghezoran,Ghezouani,Kassérine,8,0.1,8,0.1,0
Ghezoran,Ghezouani,Gafsa,8,0.1,8,0.1,0
Ghezoran,Ghezouani,Sidi Bou Zid,6,0.1,6,0.1,0
Ghezoran,Ghezouani,Tozeur,3,0.0,3,0.0,0
Ghezoran,Ghezouani,Kebili,1,0.0,1,0.0,0
Ouargha,Ourghi,Jendouba,2849,25.1,1329,11.7,1
Ouargha,Ourghi,Le Kef,2318,20.4,99,0.9,0
Ouargha,Ourghi,Tunis,2107,18.5,2107,18.5,1
Ouargha,Ourghi,Ariana,1197,10.5,1197,10.5,1
Ouargha,Ourghi,Ben Arous,961,8.5,961,8.5,1
Ouargha,Ourghi,Manubah,727,6.4,727,6.4,1
Ouargha,Ourghi,Bizerte,408,3.6,408,3.6,1
Ouargha,Ourghi,Nabeul,217,1.9,217,1.9,0
Ouargha,Ourghi,Béja,196,1.7,196,1.7,0
Ouargha,Ourghi,Sousse,91,0.8,91,0.8,0
Ouargha,Ourghi,Siliana,55,0.5,55,0.5,0
Ouargha,Ourghi,Monastir,55,0.5,55,0.5,0
Ouargha,Ourghi,Sfax,40,0.4,40,0.4,0
Ouargha,Ourghi,Gafsa,36,0.3,36,0.3,0
Ouargha,Ourghi,Médenine,31,0.3,31,0.3,0
Ouargha,Ourghi,Kairouan,23,0.2,23,0.2,0
Ouargha,Ourghi,Kassérine,14,0.1,14,0.1,0
Ouargha,Ourghi,Zaghouan,12,0.1,12,0.1,0
Ouargha,Ourghi,Mahdia,11,0.1,11,0.1,0
Ouargha,Ourghi,Gabès,5,0.0,5,0.0,0
Ouargha,Ourghi,Sidi Bou Zid,3,0.0,3,0.0,0
Ouargha,Ourghi,Tozeur,2,0.0,2,0.0,0
Ouargha,Ourghi,Kebili,2,0.0,2,0.0,0
Ouargha,Ourghi,Tataouine,1,0.0,1,0.0,0
Ouartan,Ouertani,Tunis,2773,29.7,2773,29.7,1
Ouartan,Ouertani,Ben Arous,1399,15.0,1399,15.0,1
Ouartan,Ouertani,Manubah,1355,14.5,1355,14.5,1
Ouartan,Ouertani,Jendouba,837,9.0,837,9.0,1
Ouartan,Ouertani,Ariana,798,8.5,798,8.5,1
Ouartan,Ouertani,Le Kef,481,5.2,13,0.1,0
Ouartan,Ouertani,Bizerte,434,4.6,434,4.6,1
Ouartan,Ouertani,Zaghouan,346,3.7,346,3.7,0
Ouartan,Ouertani,Sousse,177,1.9,177,1.9,0
Ouartan,Ouertani,Kairouan,148,1.6,148,1.6,0
Ouartan,Ouertani,Nabeul,146,1.6,146,1.6,0
Ouartan,Ouertani,Béja,106,1.1,106,1.1,0
Ouartan,Ouertani,Sfax,94,1.0,94,1.0,0
Ouartan,Ouertani,Siliana,80,0.9,78,0.8,0
Ouartan,Ouertani,Monastir,51,0.5,51,0.5,0
Ouartan,Ouertani,Médenine,34,0.4,34,0.4,0
Ouartan,Ouertani,Kassérine,30,0.3,24,0.3,0
Ouartan,Ouertani,Mahdia,17,0.2,17,0.2,0
Ouartan,Ouertani,Gafsa,12,0.1,12,0.1,0
Ouartan,Ouertani,Sidi Bou Zid,8,0.1,8,0.1,0
Ouartan,Ouertani,Gabès,8,0.1,8,0.1,0
Ouartan,Ouertani,Tozeur,1,0.0,1,0.0,0
Aguerba,Agrebi,Sfax,2397,26.2,800,8.7,1
Aguerba,Agrebi,Tunis,1442,15.8,1442,15.8,1
Aguerba,Agrebi,Nabeul,1310,14.3,1310,14.3,1
Aguerba,Agrebi,Ben Arous,953,10.4,953,10.4,1
Aguerba,Agrebi,Sousse,726,7.9,726,7.9,1
Aguerba,Agrebi,Gabès,673,7.4,673,7.4,1
Aguerba,Agrebi,Ariana,385,4.2,385,4.2,0
Aguerba,Agrebi,Bizerte,365,4.0,365,4.0,0
Aguerba,Agrebi,Tataouine,240,2.6,240,2.6,0
Aguerba,Agrebi,Zaghouan,133,1.5,133,1.5,0
Aguerba,Agrebi,Médenine,110,1.2,110,1.2,0
Aguerba,Agrebi,Mahdia,109,1.2,109,1.2,0
Aguerba,Agrebi,Manubah,82,0.9,82,0.9,0
Aguerba,Agrebi,Monastir,40,0.4,40,0.4,0
Aguerba,Agrebi,Kairouan,39,0.4,39,0.4,0
Aguerba,Agrebi,Kebili,35,0.4,35,0.4,0
Aguerba,Agrebi,Siliana,26,0.3,26,0.3,0
Aguerba,Agrebi,Gafsa,26,0.3,26,0.3,0
Aguerba,Agrebi,Sidi Bou Zid,17,0.2,17,0.2,0
Aguerba,Agrebi,Jendouba,15,0.2,15,0.2,0
Aguerba,Agrebi,Le Kef,13,0.1,13,0.1,0
Aguerba,Agrebi,Béja,6,0.1,6,0.1,0
Aguerba,Agrebi,Kassérine,2,0.0,2,0.0,0
Aguerba,Agrebi,Tozeur,2,0.0,2,0.0,0
Beni Zid,Zidi,Gabès,1441,18.7,0,0.0,0
Beni Zid,Zidi,Gafsa,1004,13.1,1004,13.1,1
Beni Zid,Zidi,Kassérine,959,12.5,959,12.5,1
Beni Zid,Zidi,Tunis,779,10.1,779,10.1,1
Beni Zid,Zidi,Ariana,513,6.7,513,6.7,1
Beni Zid,Zidi,Ben Arous,451,5.9,451,5.9,1
Beni Zid,Zidi,Le Kef,437,5.7,437,5.7,1
Beni Zid,Zidi,Monastir,333,4.3,333,4.3,0
Beni Zid,Zidi,Béja,326,4.2,326,4.2,0
Beni Zid,Zidi,Bizerte,283,3.7,283,3.7,0
Beni Zid,Zidi,Sfax,236,3.1,231,3.0,0
Beni Zid,Zidi,Nabeul,187,2.4,187,2.4,0
Beni Zid,Zidi,Siliana,164,2.1,164,2.1,0
Beni Zid,Zidi,Manubah,150,2.0,150,2.0,0
Beni Zid,Zidi,Sousse,120,1.6,120,1.6,0
Beni Zid,Zidi,Tataouine,112,1.5,112,1.5,0
Beni Zid,Zidi,Zaghouan,56,0.7,56,0.7,0
Beni Zid,Zidi,Médenine,30,0.4,29,0.4,0
Beni Zid,Zidi,Mahdia,29,0.4,29,0.4,0
Beni Zid,Zidi,Jendouba,26,0.3,26,0.3,0
Beni Zid,Zidi,Sidi Bou Zid,22,0.3,22,0.3,0
Beni Zid,Zidi,Tozeur,22,0.3,22,0.3,0
Beni Zid,Zidi,Kairouan,7,0.1,7,0.1,0
Beni Zid,Zidi,Kebili,2,0.0,2,0.0,0
Khememsa,Khemassi,Le Kef,2235,31.0,168,2.3,0
Khememsa,Khemassi,Tunis,1576,21.9,1576,21.9,1
Khememsa,Khemassi,Ben Arous,1214,16.9,1214,16.9,1
Khememsa,Khemassi,Ariana,485,6.7,485,6.7,1
Khememsa,Khemassi,Bizerte,414,5.7,414,5.7,1
Khememsa,Khemassi,Kassérine,236,3.3,232,3.2,1
Khememsa,Khemassi,Manubah,224,3.1,224,3.1,1
Khememsa,Khemassi,Jendouba,192,2.7,192,2.7,0
Khememsa,Khemassi,Béja,191,2.7,191,2.7,0
Khememsa,Khemassi,Sfax,145,2.0,145,2.0,0
Khememsa,Khemassi,Sousse,91,1.3,91,1.3,0
Khememsa,Khemassi,Nabeul,71,1.0,71,1.0,0
Khememsa,Khemassi,Siliana,36,0.5,36,0.5,0
Khememsa,Khemassi,Monastir,32,0.4,32,0.4,0
Khememsa,Khemassi,Kairouan,15,0.2,15,0.2,0
Khememsa,Khemassi,Zaghouan,14,0.2,14,0.2,0
Khememsa,Khemassi,Mahdia,14,0.2,14,0.2,0
Khememsa,Khemassi,Médenine,6,0.1,6,0.1,0
Khememsa,Khemassi,Tataouine,4,0.1,4,0.1,0
Khememsa,Khemassi,Sidi Bou Zid,2,0.0,2,0.0,0
Khememsa,Khemassi,Gabès,2,0.0,2,0.0,0
Khememsa,Khemassi,Tozeur,2,0.0,2,0.0,0
Khememsa,Khemassi,Gafsa,1,0.0,1,0.0,0
Khememsa,Khemassi,Kebili,1,0.0,1,0.0,0
Zeghalma,Zghalmi,Le Kef,1359,20.6,395,6.0,0
Zeghalma,Zghalmi,Tunis,1260,19.1,1260,19.1,1
Zeghalma,Zghalmi,Jendouba,781,11.8,781,11.8,1
Zeghalma,Zghalmi,Ben Arous,671,10.2,671,10.2,1
Zeghalma,Zghalmi,Ariana,561,8.5,561,8.5,1
Zeghalma,Zghalmi,Siliana,414,6.3,414,6.3,1
Zeghalma,Zghalmi,Bizerte,405,6.1,405,6.1,1
Zeghalma,Zghalmi,Manubah,298,4.5,298,4.5,0
Zeghalma,Zghalmi,Nabeul,297,4.5,297,4.5,0
Zeghalma,Zghalmi,Béja,165,2.5,165,2.5,0
Zeghalma,Zghalmi,Sfax,100,1.5,100,1.5,0
Zeghalma,Zghalmi,Sousse,95,1.4,95,1.4,0
Zeghalma,Zghalmi,Monastir,49,0.7,49,0.7,0
Zeghalma,Zghalmi,Tozeur,32,0.5,32,0.5,0
Zeghalma,Zghalmi,Médenine,29,0.4,29,0.4,0
Zeghalma,Zghalmi,Gafsa,26,0.4,26,0.4,0
Zeghalma,Zghalmi,Mahdia,17,0.3,17,0.3,0
Zeghalma,Zghalmi,Kassérine,9,0.1,7,0.1,0
Zeghalma,Zghalmi,Gabès,8,0.1,8,0.1,0
Zeghalma,Zghalmi,Zaghouan,7,0.1,7,0.1,0
Zeghalma,Zghalmi,Kairouan,7,0.1,7,0.1,0
Zeghalma,Zghalmi,Sidi Bou Zid,3,0.0,3,0.0,0
Zeghalma,Zghalmi,Kebili,3,0.0,3,0.0,0
Ouled Khiar,Khiari,Tunis,1102,18.0,378,6.2,1
Ouled Khiar,Khiari,Nabeul,944,15.4,943,15.4,1
Ouled Khiar,Khiari,Manubah,738,12.0,263,4.3,1
Ouled Khiar,Khiari,Ben Arous,665,10.8,62,1.0,0
Ouled Khiar,Khiari,Kairouan,514,8.4,514,8.4,1
Ouled Khiar,Khiari,Béja,442,7.2,147,2.4,0
Ouled Khiar,Khiari,Ariana,368,6.0,368,6.0,1
Ouled Khiar,Khiari,Bizerte,302,4.9,302,4.9,1
Ouled Khiar,Khiari,Médenine,218,3.6,218,3.6,0
Ouled Khiar,Khiari,Sousse,202,3.3,202,3.3,0
Ouled Khiar,Khiari,Le Kef,192,3.1,6,0.1,0
Ouled Khiar,Khiari,Siliana,172,2.8,46,0.8,0
Ouled Khiar,Khiari,Jendouba,120,2.0,48,0.8,0
Ouled Khiar,Khiari,Kebili,34,0.6,34,0.6,0
Ouled Khiar,Khiari,Sfax,32,0.5,32,0.5,0
Ouled Khiar,Khiari,Monastir,27,0.4,27,0.4,0
Ouled Khiar,Khiari,Sidi Bou Zid,13,0.2,13,0.2,0
Ouled Khiar,Khiari,Tozeur,12,0.2,12,0.2,0
Ouled Khiar,Khiari,Zaghouan,12,0.2,0,0.0,0
Ouled Khiar,Khiari,Gafsa,10,0.2,10,0.2,0
Ouled Khiar,Khiari,Tataouine,7,0.1,7,0.1,0
Ouled Khiar,Khiari,Mahdia,6,0.1,6,0.1,0
Ouled Khiar,Khiari,Gabès,1,0.0,1,0.0,0
Ouled Sdira,Sdiri,Jendouba,2828,46.1,0,0.0,0
Ouled Sdira,Sdiri,Tunis,775,12.6,775,12.6,1
Ouled Sdira,Sdiri,Ben Arous,514,8.4,514,8.4,1
Ouled Sdira,Sdiri,Sfax,317,5.2,317,5.2,1
Ouled Sdira,Sdiri,Tataouine,286,4.7,286,4.7,1
Ouled Sdira,Sdiri,Ariana,258,4.2,258,4.2,1
Ouled Sdira,Sdiri,Le Kef,196,3.2,158,2.6,0
Ouled Sdira,Sdiri,Bizerte,167,2.7,167,2.7,1
Ouled Sdira,Sdiri,Manubah,145,2.4,145,2.4,0
Ouled Sdira,Sdiri,Nabeul,136,2.2,136,2.2,0
Ouled Sdira,Sdiri,Médenine,122,2.0,122,2.0,0
Ouled Sdira,Sdiri,Gabès,105,1.7,105,1.7,0
Ouled Sdira,Sdiri,Gafsa,75,1.2,75,1.2,0
Ouled Sdira,Sdiri,Sousse,72,1.2,72,1.2,0
Ouled Sdira,Sdiri,Béja,35,0.6,33,0.5,0
Ouled Sdira,Sdiri,Monastir,25,0.4,25,0.4,0
Ouled Sdira,Sdiri,Zaghouan,21,0.3,21,0.3,0
Ouled Sdira,Sdiri,Kassérine,15,0.2,15,0.2,0
Ouled Sdira,Sdiri,Siliana,12,0.2,12,0.2,0
Ouled Sdira,Sdiri,Sidi Bou Zid,12,0.2,12,0.2,0
Ouled Sdira,Sdiri,Kairouan,7,0.1,7,0.1,0
Ouled Sdira,Sdiri,Mahdia,4,0.1,4,0.1,0
Ouled Sdira,Sdiri,Kebili,2,0.0,2,0.0,0
Ouerghemma,Werghemmi,Sfax,1040,17.1,1040,17.1,1
Ouerghemma,Werghemmi,Nabeul,801,13.2,801,13.2,1
Ouerghemma,Werghemmi,Médenine,741,12.2,164,2.7,0
Ouerghemma,Werghemmi,Kairouan,601,9.9,601,9.9,1
Ouerghemma,Werghemmi,Ben Arous,570,9.4,570,9.4,1
Ouerghemma,Werghemmi,Tunis,478,7.9,478,7.9,1
Ouerghemma,Werghemmi,Manubah,389,6.4,389,6.4,1
Ouerghemma,Werghemmi,Bizerte,362,6.0,362,6.0,0
Ouerghemma,Werghemmi,Sousse,274,4.5,274,4.5,0
Ouerghemma,Werghemmi,Tataouine,184,3.0,62,1.0,0
Ouerghemma,Werghemmi,Monastir,166,2.7,166,2.7,0
Ouerghemma,Werghemmi,Ariana,138,2.3,138,2.3,0
Ouerghemma,Werghemmi,Zaghouan,119,2.0,119,2.0,0
Ouerghemma,Werghemmi,Siliana,57,0.9,57,0.9,0
Ouerghemma,Werghemmi,Gabès,47,0.8,34,0.6,0
Ouerghemma,Werghemmi,Béja,44,0.7,44,0.7,0
Ouerghemma,Werghemmi,Mahdia,20,0.3,20,0.3,0
Ouerghemma,Werghemmi,Gafsa,19,0.3,19,0.3,0
Ouerghemma,Werghemmi,Sidi Bou Zid,10,0.2,10,0.2,0
Ouerghemma,Werghemmi,Jendouba,6,0.1,6,0.1,0
Ouerghemma,Werghemmi,Le Kef,6,0.1,6,0.1,0
Ouerghemma,Werghemmi,Kassérine,4,0.1,4,0.1,0
Ouerghemma,Werghemmi,Kebili,2,0.0,2,0.0,0
Ouchtata,Ouechtati,Jendouba,1955,33.8,106,1.8,0
Ouchtata,Ouechtati,Béja,1664,28.8,1664,28.8,1
Ouchtata,Ouechtati,Tunis,657,11.4,657,11.4,1
Ouchtata,Ouechtati,Manubah,472,8.2,472,8.2,1
Ouchtata,Ouechtati,Ben Arous,289,5.0,289,5.0,1
Ouchtata,Ouechtati,Ariana,279,4.8,279,4.8,1
Ouchtata,Ouechtati,Nabeul,155,2.7,155,2.7,1
Ouchtata,Ouechtati,Bizerte,129,2.2,129,2.2,0
Ouchtata,Ouechtati,Le Kef,52,0.9,34,0.6,0
Ouchtata,Ouechtati,Sousse,49,0.8,49,0.8,0
Ouchtata,Ouechtati,Monastir,34,0.6,34,0.6,0
Ouchtata,Ouechtati,Médenine,13,0.2,13,0.2,0
Ouchtata,Ouechtati,Zaghouan,6,0.1,6,0.1,0
Ouchtata,Ouechtati,Sfax,6,0.1,6,0.1,0
Ouchtata,Ouechtati,Siliana,4,0.1,4,0.1,0
Ouchtata,Ouechtati,Kairouan,3,0.1,3,0.1,0
Ouchtata,Ouechtati,Sidi Bou Zid,3,0.1,3,0.1,0
Ouchtata,Ouechtati,Mahdia,2,0.0,2,0.0,0
Ouchtata,Ouechtati,Gabès,2,0.0,2,0.0,0
Ouchtata,Ouechtati,Gafsa,1,0.0,1,0.0,0
Ouchtata,Ouechtati,Tozeur,1,0.0,1,0.0,0
Ouchtata,Ouechtati,Kebili,1,0.0,1,0.0,0
Troud,Troudi,Bizerte,1310,23.3,1310,23.3,1
Troud,Troudi,Tunis,768,13.7,768,13.7,1
Troud,Troudi,Nabeul,768,13.7,768,13.7,1
Troud,Troudi,Manubah,695,12.4,695,12.4,1
Troud,Troudi,Ariana,604,10.8,604,10.8,1
Troud,Troudi,Kairouan,297,5.3,297,5.3,1
Troud,Troudi,Ben Arous,266,4.7,266,4.7,0
Troud,Troudi,Monastir,172,3.1,172,3.1,0
Troud,Troudi,Béja,126,2.2,126,2.2,0
Troud,Troudi,Sousse,121,2.2,121,2.2,0
Troud,Troudi,Sfax,116,2.1,116,2.1,0
Troud,Troudi,Jendouba,89,1.6,89,1.6,0
Troud,Troudi,Tozeur,71,1.3,12,0.2,0
Troud,Troudi,Gafsa,67,1.2,67,1.2,0
Troud,Troudi,Le Kef,39,0.7,39,0.7,0
Troud,Troudi,Kebili,37,0.7,37,0.7,0
Troud,Troudi,Zaghouan,31,0.6,31,0.6,0
Troud,Troudi,Mahdia,17,0.3,17,0.3,0
Troud,Troudi,Médenine,7,0.1,7,0.1,0
Troud,Troudi,Gabès,6,0.1,6,0.1,0
Troud,Troudi,Siliana,3,0.1,3,0.1,0
Troud,Troudi,Sidi Bou Zid,2,0.0,2,0.0,0
Troud,Troudi,Kassérine,1,0.0,1,0.0,0
Zouagha,Zouaghi,Béja,1036,22.6,16,0.3,0
Zouagha,Zouaghi,Tunis,834,18.2,834,18.2,1
Zouagha,Zouaghi,Jendouba,598,13.0,446,9.7,1
Zouagha,Zouaghi,Ariana,478,10.4,478,10.4,1
Zouagha,Zouaghi,Ben Arous,297,6.5,297,6.5,1
Zouagha,Zouaghi,Manubah,271,5.9,271,5.9,1
Zouagha,Zouaghi,Monastir,267,5.8,267,5.8,1
Zouagha,Zouaghi,Sfax,227,4.9,227,4.9,0
Zouagha,Zouaghi,Sousse,138,3.0,138,3.0,0
Zouagha,Zouaghi,Siliana,109,2.4,106,2.3,0
Zouagha,Zouaghi,Médenine,108,2.4,108,2.4,0
Zouagha,Zouaghi,Nabeul,91,2.0,91,2.0,0
Zouagha,Zouaghi,Bizerte,67,1.5,67,1.5,0
Zouagha,Zouaghi,Zaghouan,30,0.7,30,0.7,0
Zouagha,Zouaghi,Mahdia,12,0.3,12,0.3,0
Zouagha,Zouaghi,Kairouan,8,0.2,8,0.2,0
Zouagha,Zouaghi,Le Kef,4,0.1,4,0.1,0
Zouagha,Zouaghi,Sidi Bou Zid,4,0.1,4,0.1,0
Zouagha,Zouaghi,Gabès,4,0.1,4,0.1,0
Zouagha,Zouaghi,Kassérine,3,0.1,3,0.1,0
Zouagha,Zouaghi,Gafsa,1,0.0,1,0.0,0
Zouagha,Zouaghi,Kebili,1,0.0,1,0.0,0
Ouled bou Salem,Boussalmi,Tunis,991,22.7,991,22.7,1
Ouled bou Salem,Boussalmi,Jendouba,862,19.8,63,1.4,0
Ouled bou Salem,Boussalmi,Béja,616,14.1,85,2.0,0
Ouled bou Salem,Boussalmi,Ben Arous,370,8.5,370,8.5,1
Ouled bou Salem,Boussalmi,Ariana,360,8.3,360,8.3,1
Ouled bou Salem,Boussalmi,Manubah,321,7.4,321,7.4,1
Ouled bou Salem,Boussalmi,Bizerte,241,5.5,241,5.5,1
Ouled bou Salem,Boussalmi,Nabeul,217,5.0,217,5.0,1
Ouled bou Salem,Boussalmi,Le Kef,117,2.7,116,2.7,0
Ouled bou Salem,Boussalmi,Siliana,91,2.1,76,1.7,0
Ouled bou Salem,Boussalmi,Sousse,56,1.3,56,1.3,0
Ouled bou Salem,Boussalmi,Kassérine,35,0.8,35,0.8,0
Ouled bou Salem,Boussalmi,Sfax,24,0.6,24,0.6,0
Ouled bou Salem,Boussalmi,Monastir,21,0.5,21,0.5,0
Ouled bou Salem,Boussalmi,Zaghouan,10,0.2,10,0.2,0
Ouled bou Salem,Boussalmi,Kairouan,6,0.1,6,0.1,0
Ouled bou Salem,Boussalmi,Sidi Bou Zid,5,0.1,5,0.1,0
Ouled bou Salem,Boussalmi,Mahdia,4,0.1,4,0.1,0
Ouled bou Salem,Boussalmi,Tataouine,4,0.1,4,0.1,0
Ouled bou Salem,Boussalmi,Gabès,3,0.1,3,0.1,0
