election,round,governorate,delegation,constituency,candidate,votes,vote_source,votes_digits_ocr,votes_words_ocr,year,source_file,drive_id
locales_2023,1,بنزرت,راس الجبل,رفرافء تصرح,محرز ابراهيم,152,digits-wrong,52,مايه واثنان وخمسون,2023,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
locales_2023,1,بنزرت,راس الجبل,صونينء تصرح البييه,ال,20,digits-only,20,,2023,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
locales_2023,1,بنزرت,راس الجبل,صونينء تصرح البييه,هشام نويره,226,digits-wrong,6,مايتان وسته وعشرون,2023,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
locales_2023,1,بنزرت,راس الجبل,صونينء تصرح البييه,خالد نويره,67,digits-wrong,07,سبعه وستون,2023,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
locales_2023,1,بنزرت,راس الجبل,صونينء تصرح البييه,عفيف نويره,81,digits-wrong,0551,واحد وثمانون,2023,قرار الهيئة لمعتمدية رأس الجبل__87__بنزرت.pdf,1vC1LJxFBbhPNYCyNyBnGXRyQ1ERDektF
locales_2023,1,بنزرت,سجنان,الحشاشنه يتقدم الها,محسن السعيداني,187,digits-wrong,157,مايه وسبعه وثمانون,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,الحشاشنه يتقدم الها,منذر المزليني,296,digits-wrong,256,مايتان وسته وتسعون,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,الحشاشنه يتقدم الها,لطيفه السعيداني,226,agree,226,مايتان وسته وعشرون,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,العبابسه - (سجنان)؛,142,142,words-only,,مايه واثنان واربعون,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,العبابسه - (سجنان)؛,108,188,words-only,,مايه وثمانيه وثمانون,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سجنان يتقدم الها,رمزي العباسي,471,agree,471,اربعمايه وواحد وسبعون,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سجنان يتقدم الها,عبدالعزيز المعلاوي,154,agree,154,مايه واربعه وخمسون,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سجنان يتقدم الها,محمد العياري,116,agree,116,مايه وسته عشر,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سجنان يتقدم الها,فتحي السعيداني,281,digits-wrong,261,مايتان وواحد وثمانون,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سجنان يتقدم الها,محمد المعلاوي,40,agree,40,اربعون,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سيدي مشرق يتقدم,اذ سس يت يي,22222222222222,digits-only,22222222222222,,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سيدي مشرق يتقدم,سرور الكيلاني,1,digits-only,1,,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سيدي مشرق يتقدم,عادل الهمامي ‏,2,digits-only,2,,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سيدي مشرق يتقدم,محسن السعيداني ‏,3,digits-only,3,,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سيدي مشرق يتقدم,حلمي السعيداني ‏,4,digits-only,4,,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سيدي مشرق يتقدم,رحاب السعيداني,2,digits-only,2,,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سيدي مشرق يتقدم,كمال خلوقي ‏,6,digits-only,6,,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,سجنان,سيدي مشرق يتقدم,نزيهه السحباني,7,digits-only,7,,2023,قرار الهيئة لمعتمدية سجنان__84__بنزرت.pdf,1L_oE1w67od4NySemLaoURg5L-YuZt05X
locales_2023,1,بنزرت,غار الملح,الزواوين,ايمن عرعار,119,agree,119,مايه وتسعه عشر,2023,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
locales_2023,1,بنزرت,غار الملح,الزواوين,ريم اللواتي,77,agree,77,سبعه وسبعون,2023,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
locales_2023,1,بنزرت,غار الملح,باجو,صالح يونس <<,606,agree,606,ستمايه وسته,2023,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
locales_2023,1,بنزرت,غار الملح,باجو,طيبه عبدالنبي,39,agree,39,تسعه وثلاثون,2023,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
locales_2023,1,بنزرت,غار الملح,"عوسجه 1, تصرح",سليي بن سالم,100,agree,100,مايه,2023,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
locales_2023,1,بنزرت,غار الملح,"عوسجه 1, تصرح",فوزي المودب,197,digits-wrong,157,مايه وسبعه وتسعون,2023,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
locales_2023,1,بنزرت,غار الملح,عوسجه 2 يتقدم الها,اسكندر الرياحي,150,digits-wrong,130,مايه وخمسون,2023,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
locales_2023,1,بنزرت,غار الملح,عوسجه 2 يتقدم الها,حسن المحجوب,158,agree,158,مايه وثمانيه وخمسون,2023,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
locales_2023,1,بنزرت,غار الملح,عوسجه 2 يتقدم الها,حده البوزازي,228,agree,228,مايتان وثمانيه وعشرون,2023,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
locales_2023,1,بنزرت,غار الملح,عوسجه 2 يتقدم الها,ميساء بنحسين,50,agree,50,خمسون,2023,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
locales_2023,1,بنزرت,غار الملح,غار الملح» تصرح البييه العليا,امير عياد,225,agree,225,مايتان وخمسه وعشرون,2023,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
locales_2023,1,بنزرت,غار الملح,غار الملح» تصرح البييه العليا,هانم المبروك,195,digits-wrong,155,مايه وخمسه وتسعون,2023,قرار الهيئة لمعتمدية غار الملح__88__بنزرت.pdf,1CCeUhTTs8JR75Bxb55vgQ9BfWImJa95S
locales_2023,1,بنزرت,غزاله,الذواوده» تصرح البييه,حامد البلومي ‏,85,agree,85,خمسه وثمانون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,العرب - (غزاله),عبدالباقي الذوادي,126,agree,126,مايه وسته وعشرون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,اولاد المايء تصرح البييه,كريم السعيداني,182,digits-wrong,152,مايه واثنان وثمانون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,اولاد المايء تصرح البييه,محسن بن بركه,198,digits-wrong,138,مايه وثمانيه وتسعون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,بوجريرء تصرح البييه,سامي المنصوري,172,agree,172,مايه واثنان وسبعون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,"ركب, تصرح البييه العليا",لاا اما,0,digits-only,0,,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,"ركب, تصرح البييه العليا",جمال الذوادي,167,agree,167,مايه وسبعه وستون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,"ركب, تصرح البييه العليا",البادي الجميعي,133,agree,133,مايه وثلاثه وثلاثون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,"ركب, تصرح البييه العليا",م م م م م م م م ب ا الالو ا ل اا 00 ا(,1,digits-only,1,,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,"سيدي عيسي, تصرح",كمال الجميعي,122,agree,122,مايه واثنان وعشرون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,"سيدي عيسي, تصرح",ادريس المرنيصي,38,agree,38,ثمانيه وثلاثون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,سيدي منصور- (غزاله),محسن الجميعي2,83,agree,83,ثلاثه وثمانون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,سيدي منصور- (غزاله),محسن البابوري,136,agree,136,مايه وسته وثلاثون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,سيدي منصور- (غزاله),عليه البجاوي,140,agree,140,مايه واربعون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,غزاله - (غزاله)» تصرح,حسن الفرشيثشي,369,agree,369,ثلاثمايه وتسعه وستون,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,غزاله,غزاله - (غزاله)» تصرح,المنذر الكريفي,104,agree,104,مايه واربعه,2023,قرار الهيئة لمعتمدية غزالة__85__بنزرت.pdf,1xRxvnEhKFRbbQ7Er5jWgwpDph1tB6eYZ
locales_2023,1,بنزرت,ماطر,"احواز ماطر, تصرح البييه العليا",احمد الجندوبي,79,agree,79,تسعه وسبعون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,"بهايه, تصرح البييه العليا",علي رزق,31,agree,31,واحد وثلاثون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,"بهايه, تصرح البييه العليا",لطفي طياشي,257,agree,257,مايتان وسبعه وخمسون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,بومخيله يتقدم الها,علي الطلحاوي 2,100,agree,100,مايه,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,بومخيله يتقدم الها,منيه التيزاوي,94,digits-wrong,594,اربعه وتسعون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,بومخيله يتقدم الها,الناجي الجميعي,126,agree,126,مايه وسته وعشرون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,ترقلاشء تصرح البييه العليا,عماد بوذراع,145,agree,145,مايه وخمسه واربعون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,ترقلاشء تصرح البييه العليا,لطفي الورغمي,51,agree,51,واحد وخمسون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,حي النصر يتقدم الها,مهدي النفزي,124,agree,124,مايه واربعه وعشرون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,حي النصر يتقدم الها,سيف الدين البجاوي,87,digits-wrong,57,سبعه وثمانون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,حي النصر يتقدم الها,فاتح القاسمي,151,agree,151,مايه وواحد وخمسون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,عرب ماجور يتقدم الها,رمزي سعيداني,117,agree,117,مايه وسبعه عشر,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,عرب ماجور يتقدم الها,الشاذلي الجبالي,113,agree,113,مايه وثلاثه عشر,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,عرب ماجور يتقدم الها,مبدي محرزي,151,agree,151,مايه وواحد وخمسون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,"ماطر الجنوبيه, تصرح",جهاد البجاوي,174,agree,174,مايه واربعه وسبعون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,"ماطر الجنوبيه, تصرح",ايمان الوافي,122,agree,122,مايه واثنان وعشرون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,ماطر يتقدم الها,لب سس سس,0,digits-only,0,,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,ماطر يتقدم الها,راضيه القرامي,56,agree,56,سته وخمسون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,ماطر يتقدم الها,خالد عروه,142,agree,142,مايه واثنان واربعون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,ماطر يتقدم الها,كامل نفزي,74,agree,74,اربعه وسبعون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,ماطر يتقدم الها,عبدالقادر العلوثي,88,digits-wrong,58,ثمانيه وثمانون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,ماطر يتقدم الها,رضا بجاوي بوعزيزي,91,digits-wrong,531,واحد وتسعون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,ماطر يتقدم الها,انيس الرواحي,42,agree,42,اثنان واربعون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,نفاتء تصرح البييه العليا,علاء الغانعي,235,agree,235,مايتان وخمسه وثلاثون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,ماطر,نفاتء تصرح البييه العليا,محمدعلي الغربي اثتان,40,digits-wrong,42,واربعون,2023,قرار الهيئة لمعتمدية ماطر__90__بنزرت.pdf,1dSkk7bDi3Wd4DKtSn5XkDpJ-LMd0x4Qj
locales_2023,1,بنزرت,منزل بورقيبه,"الشلاغميه,",صابر البجاوي,158,agree,158,مايه وثمانيه وخمسون,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,المدينه - (منزل,البادي البرناط,155,agree,155,مايه وخمسه وخمسون,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,المدينه - (منزل,مروان العبامي,369,agree,369,ثلاثمايه وتسعه وستون,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,"النجاح 1, تصرح",فوزي البجاوي2 ثلايثمايه,52,digits-wrong,352,واثنان وخمسون,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,النجاح 2 يتقدم,محمدعلي الحمدوني,139,agree,139,مايه وتسعه وثلاثون,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,النجاح 2 يتقدم,المعز حامدي,288,digits-wrong,2058,مايتان وثمانيه وثمانون,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,النجاح 2 يتقدم,حلمي النفزي,169,agree,169,مايه وتسعه وستون,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,حي الثوره» تصرح,احلام جباري,167,agree,167,مايه وسبعه وستون,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,حي الحدايق,لامع و ا,20,digits-only,20,,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,حي الحدايق,زكيه المعروفي,130,agree,130,مايه وثلاثون,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,قبطنه 1 تصرح,سفيان بنعزيزه,102,agree,102,مايه واثنان,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,قبطنه 2 يتقدم,محمد العمدوني,134,agree,134,مايه واربعه وثلاثون,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,قبطنه 2 يتقدم,هيثم النفاتي مايه وسبعه عشر 7ا11,520018,digits-only,520018,,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل بورقيبه,قبطنه 2 يتقدم,عماد القصوري,116,agree,116,مايه وسته عشر,2023,قرار الهيئة لمعتمدية منزل بورقيبة__92__بنزرت.pdf,1PUpJozyqpMq-rtmcAfbpttq7KMADKwaw
locales_2023,1,بنزرت,منزل جميل,"العزيب, تصرح",عبدالرزاق الحجري,76,agree,76,سته وسبعون,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,"العزيب, تصرح",وسام الدغار,299,digits-wrong,259,مايتان وتسعه وتسعون,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,"العزيب, تصرح",لبني الغانمي ‎1‏,85,agree,85,خمسه وثمانون,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,"منزل جميل الغربيه,",محمد بنور ‎1‏,183,digits-wrong,163,مايه وثلاثه وثمانون,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,"منزل جميل الغربيه,",حنان المعاوي,113,agree,113,مايه وثلاثه عشر,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,"منزل جميل الغربيه,",سفيان معروني,85,agree,85,خمسه وثمانون,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,"منزل جميل الغربيه,",حميده المزهودي,63,agree,63,ثلاثه وستون,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,"منزل جميل الغربيه,",علي بجاوي,101,agree,101,مايه وواحد,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,"منزل جميل الغربيه,",سحر اسحاق,196,digits-wrong,1536,مايه وسته وتسعون,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,"منزل جميل الغربيه,",الحبيب السعفي,181,digits-wrong,161,مايه وواحد وثمانون,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,"منزل جميل الغربيه,",حنان مراد,89,digits-wrong,859,تسعه وثمانون,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,منزل عبد الرحمان,نعيمه الحشاني,153,agree,153,مايه وثلاثه وخمسون,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,منزل عبد الرحمان,محمد حشاني,103,agree,103,مايه وثلاثه,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,بنزرت,منزل جميل,منزل عبد الرحمان,صلوحه ابن جمال,475,digits-wrong,0115,اربعمايه وخمسه وسبعون,2023,قرار الهيئة لمعتمدية منزل جميل__94__بنزرت.pdf,1uyG7DgDPNE5zgdysh9kTAdvecKyCNKfK
locales_2023,1,تطاوين,البير الاحمر,البساتين - (البير الاحمر),فكحيه بوحواش ‎0‏ 'سبعه وخمسو,57,digits-only,57,,2023,قرار الهيئة لمعتمدية البئر الأحمر__272__تطاوين.PDF,1ljBZicHv8xGnxpktU_vgayYdG_MnBK2B
locales_2023,1,تطاوين,البير الاحمر,البير الاحمر الغربيه,محمد زحافي مايه وثلاثه عشر ع,76,digits-only,76,,2023,قرار الهيئة لمعتمدية البئر الأحمر__272__تطاوين.PDF,1ljBZicHv8xGnxpktU_vgayYdG_MnBK2B
