adm4_pcode,imada_name,imada_name_ar,adm3_pcode,delegation_name,governorate_name,region_name,lat,lon,area_sqkm,n_stations,n_certified,registered,voters,valid,blank,spoilt,turnout_stations,turnout_registered,turnout_voters,saied,saied_share_pct,saied_margin_pp,zammel,zammel_share_pct,zammel_margin_pp,maghzaoui,maghzaoui_share_pct,maghzaoui_margin_pp,candidate_sum,winner,runner_up,margin_pp,turnout_pct,turnout_coverage_pct
TN156451,Fondouk Djedid,فندق الجديد,TN1564,Grombalia,Nabeul,North East,36.66715719,10.43452566,40.00318823,10,10,8306,3494,3372,26,96,9,8306,3097,3235,95.9371,92.7046,109,3.2325,-92.7046,28,0.8304,-95.1068,3372,saied,zammel,92.7046,37.2863,90.0000
TN156452,Chammes,شماس,TN1564,Grombalia,Nabeul,North East,36.64150394,10.46801234,25.71129555,5,5,4467,1341,1624,17,28,4,3524,1341,1549,95.3818,92.0567,54,3.3251,-92.0567,21,1.2931,-94.0887,1624,saied,zammel,92.0567,38.0533,80.0000
TN156453,Nianou,نيانو,TN1564,Grombalia,Nabeul,North East,36.60112361,10.56384976,12.60648761,4,4,3930,1491,1420,25,46,4,3930,1491,1351,95.1408,91.4789,52,3.6620,-91.4789,17,1.1972,-93.9437,1420,saied,zammel,91.4789,37.9389,100.0000
TN156454,Turki,تركي,TN1564,Grombalia,Nabeul,North East,36.5728744,10.51256312,30.80260726,3,3,2232,1314,1281,11,22,2,2000,818,1202,93.8329,89.0710,61,4.7619,-89.0710,18,1.4052,-92.4278,1281,saied,zammel,89.0710,40.9000,66.6667
TN156455,Khanguet El Hojjej,خنقة الحجاج,TN1564,Grombalia,Nabeul,North East,36.59862115,10.39775273,58.00733793,3,3,2094,1259,1193,23,43,2,2094,829,1142,95.7251,92.8751,34,2.8500,-92.8751,17,1.4250,-94.3001,1193,saied,zammel,92.8751,39.5893,66.6667
TN156456,Grombalia Est,قرنبالية الشرقية,TN1564,Grombalia,Nabeul,North East,36.6257473,10.51284803,20.77226691,11,11,9910,3823,4488,44,131,9,9910,3823,4039,89.9955,81.6176,376,8.3779,-81.6176,73,1.6266,-88.3690,4488,saied,zammel,81.6176,38.5772,81.8182
TN156457,Grombalia Ouest,قرنبالية الغربية,TN1564,Grombalia,Nabeul,North East,36.59315969,10.47114233,20.44911663,9,9,6222,2930,3156,31,59,7,6222,2455,2953,93.5678,88.5932,157,4.9747,-88.5932,46,1.4575,-92.1103,3156,saied,zammel,88.5932,39.4568,77.7778
TN156458,Djebel Terif,جبل طريف,TN1564,Grombalia,Nabeul,North East,36.51711038,10.39775336,39.87098543,3,3,2669,743,702,5,36,3,2669,743,696,99.1453,98.5755,4,0.5698,-98.5755,2,0.2849,-98.8604,702,saied,zammel,98.5755,27.8381,100.0000
TN156459,Ain Tebournouk,عين طبرنق,TN1564,Grombalia,Nabeul,North East,36.53321598,10.44526097,49.04748779,2,2,2088,856,800,10,46,2,2088,856,789,98.6250,97.7500,4,0.5000,-98.1250,7,0.8750,-97.7500,800,saied,maghzaoui,97.7500,40.9962,100.0000
TN156551,Sidi Dhaher,سيدي الظاهر,TN1565,Bou Argoub,Nabeul,North East,36.55252986,10.55800332,8.10908492,2,2,2267,882,851,6,25,2,2267,882,793,93.1845,88.7192,38,4.4653,-88.7192,20,2.3502,-90.8343,851,saied,zammel,88.7192,38.9060,100.0000
TN156552,El Machrouha,المشروحة,TN1565,Bou Argoub,Nabeul,North East,36.53115846,10.59950049,20.90817954,5,5,3392,1479,1439,9,31,5,3392,1479,1368,95.0660,91.1049,57,3.9611,-91.1049,14,0.9729,-94.0931,1439,saied,zammel,91.1049,43.6026,100.0000
TN156553,Borj Hefaied,برج حفيظ,TN1565,Bou Argoub,Nabeul,North East,36.49594849,10.6051972,24.66028442,5,5,2761,1391,1331,12,48,4,2761,1045,1296,97.3704,95.3418,27,2.0285,-95.3418,8,0.6011,-96.7693,1331,saied,zammel,95.3418,37.8486,80.0000
TN156554,Bou Argoub Nord,بوعرقوب الجوفية,TN1565,Bou Argoub,Nabeul,North East,36.53155576,10.53400436,26.30420842,7,7,5634,2766,2690,18,58,6,5634,2435,2560,95.1673,91.6357,95,3.5316,-91.6357,35,1.3011,-93.8662,2690,saied,zammel,91.6357,43.2197,85.7143
TN156555,Bou Argoub Sud,بوعرقوب القبلية,TN1565,Bou Argoub,Nabeul,North East,36.50189186,10.5337448,18.59429392,2,2,1496,613,584,7,22,2,1496,613,574,98.2877,97.0890,7,1.1986,-97.0890,3,0.5137,-97.7740,584,saied,zammel,97.0890,40.9759,100.0000
TN156556,Belli,بلي,TN1565,Bou Argoub,Nabeul,North East,36.5514001,10.60822628,13.00766288,4,4,3567,1653,1593,17,43,3,3567,1247,1537,96.4846,93.8481,42,2.6365,-93.8481,14,0.8788,-95.6058,1593,saied,zammel,93.8481,34.9593,75.0000
TN156557,El Kharrouba,الخروبة,TN1565,Bou Argoub,Nabeul,North East,36.5719703,10.62652537,19.9873312,3,3,1957,793,771,4,18,3,1957,793,757,98.1842,96.6278,12,1.5564,-96.6278,2,0.2594,-97.9248,771,saied,zammel,96.6278,40.5212,100.0000
TN156651,Sidi Djedidi,سيدي الجديدي,TN1566,Hammamet,Nabeul,North East,36.42636343,10.42743448,146.70861689,8,8,5078,1238,1946,12,68,4,3675,960,1895,97.3792,95.3751,39,2.0041,-95.3751,12,0.6166,-96.7626,1946,saied,zammel,95.3751,26.1224,50.0000
TN156652,Latrach,الأطرش,TN1566,Hammamet,Nabeul,North East,36.47366521,10.48461973,43.71050306,3,3,2476,810,770,4,36,3,2476,810,736,95.5844,92.8571,21,2.7273,-92.8571,13,1.6883,-93.8961,770,saied,zammel,92.8571,32.7141,100.0000
TN156653,Bir Bou Regba,بئر بورقبة,TN1566,Hammamet,Nabeul,North East,36.4549955,10.5590718,47.11176797,10,10,9711,2832,3048,23,83,9,8636,2832,2914,95.6037,92.1260,106,3.4777,-92.1260,28,0.9186,-94.6850,3048,saied,zammel,92.1260,32.7930,90.0000
TN156654,Baraket Es-Sahel,براكة الساحل,TN1566,Hammamet,Nabeul,North East,36.40409706,10.55494266,26.87395034,10,10,9966,3375,3626,34,123,8,8988,3375,3399,93.7397,88.9410,174,4.7987,-88.9410,53,1.4617,-92.2780,3626,saied,zammel,88.9410,37.5501,80.0000
TN156655,Hammamet Nord,الحمامات الجوفية,TN1566,Hammamet,Nabeul,North East,36.43637229,10.63344233,35.60620515,8,8,8637,2793,2986,27,64,7,7490,2793,2775,92.9337,87.1735,172,5.7602,-87.1735,39,1.3061,-91.6276,2986,saied,zammel,87.1735,37.2897,87.5000
TN156656,Hammamet Est,الحمامات الشرقية,TN1566,Hammamet,Nabeul,North East,36.40077084,10.6229359,2.69234087,27,27,28913,8538,9310,126,312,22,25078,7681,8240,88.5070,79.1515,871,9.3555,-79.1515,199,2.1375,-86.3695,9310,saied,zammel,79.1515,30.6284,81.4815
TN156657,Hammamet Ouest,الحمامات الغربية,TN1566,Hammamet,Nabeul,North East,36.41199775,10.58233322,6.64992342,2,2,1892,825,789,6,30,2,1892,825,698,88.4664,78.9607,75,9.5057,-78.9607,16,2.0279,-86.4385,789,saied,zammel,78.9607,43.6047,100.0000
TN156658,Mrezga,المرازقة,TN1566,Hammamet,Nabeul,North East,36.42203675,10.66200079,5.34069676,5,5,6286,1915,1842,22,51,5,6286,1915,1659,90.0651,82.2476,144,7.8176,-82.2476,39,2.1173,-87.9479,1842,saied,zammel,82.2476,30.4645,100.0000
TN156659,Yasmin Hammamet,ياسمين الحمامات,TN1566,Hammamet,Nabeul,North East,36.33895618,10.51596606,7.51594021,4,4,3170,1132,1107,12,13,4,3170,1132,1052,95.0316,91.1472,43,3.8844,-91.1472,12,1.0840,-93.9476,1107,saied,zammel,91.1472,35.7098,100.0000
TN165151,Zaghouan Ville,زغوان المدينة,TN1651,Zaghouan,Zaghouan,North East,36.39765789,10.14388406,1.25655452,4,4,4554,1188,1136,13,39,4,4554,1188,1017,89.5246,81.4261,92,8.0986,-81.4261,27,2.3768,-87.1479,1136,saied,zammel,81.4261,26.0870,100.0000
TN165152,Zaghouan Nord,زغوان الشمالية,TN1651,Zaghouan,Zaghouan,North East,36.41060202,10.14025672,5.6335907,11,11,10759,3514,3370,62,82,11,10759,3514,3020,89.6142,81.0682,288,8.5460,-81.0682,62,1.8398,-87.7745,3370,saied,zammel,81.0682,32.6610,100.0000
TN165153,Zaghouan Sud,زغوان الجنوبية,TN1651,Zaghouan,Zaghouan,North East,36.39850905,10.1615288,14.82516362,5,5,3592,1662,1588,23,51,4,3592,1273,1478,93.0730,87.1537,94,5.9194,-87.1537,16,1.0076,-92.0655,1588,saied,zammel,87.1537,35.4399,80.0000
TN165154,Bir Halima,بئر حليمة,TN1651,Zaghouan,Zaghouan,North East,36.36088598,10.06827499,84.31842564,3,3,2639,1222,1170,14,38,3,2639,1222,1151,98.3761,97.0940,15,1.2821,-97.0940,4,0.3419,-98.0342,1170,saied,zammel,97.0940,46.3054,100.0000
TN165155,Mograne,مقرن,TN1651,Zaghouan,Zaghouan,North East,36.42413339,10.09721531,73.09587822,5,5,3399,1527,1457,19,51,4,3399,1089,1347,92.4502,87.4399,73,5.0103,-87.4399,37,2.5395,-89.9108,1457,saied,zammel,87.4399,32.0388,80.0000
TN165156,Jimla,جيملة,TN1651,Zaghouan,Zaghouan,North East,36.47397934,10.19670589,75.97333865,2,2,1458,345,333,5,7,2,1458,345,328,98.4985,96.9970,5,1.5015,-96.9970,0,0.0000,-98.4985,333,saied,zammel,96.9970,23.6626,100.0000
TN165157,El Aitha,العيثة,TN1651,Zaghouan,Zaghouan,North East,36.40878116,10.19453314,24.07679193,2,2,1819,897,873,10,14,2,1819,897,849,97.2509,95.5326,15,1.7182,-95.5326,9,1.0309,-96.2199,873,saied,zammel,95.5326,49.3128,100.0000
TN165158,Oued Erremel,وادي الرمل,TN1651,Zaghouan,Zaghouan,North East,36.41045607,10.25346182,62.81214004,3,3,1973,783,750,6,27,3,1973,783,722,96.2667,93.2000,23,3.0667,-93.2000,5,0.6667,-95.6000,750,saied,zammel,93.2000,39.6858,100.0000
TN165159,Oued Ezzit,وادي الزيت,TN1651,Zaghouan,Zaghouan,North East,36.40595896,10.32877309,78.11084378,2,2,1702,674,644,7,23,2,1702,674,624,96.8944,94.8758,13,2.0186,-94.8758,7,1.0870,-95.8075,644,saied,zammel,94.8758,39.6005,100.0000
TN165251,El Jouf Est,الجوف الشرقية,TN1652,Zriba,Zaghouan,North East,36.33297721,10.14848524,42.65696109,4,4,3759,1489,1434,7,48,4,3759,1489,1406,98.0474,96.9317,16,1.1158,-96.9317,12,0.8368,-97.2106,1434,saied,zammel,96.9317,39.6116,100.0000
TN165252,El Jouf Ouest,الجوف الغربية,TN1652,Zriba,Zaghouan,North East,36.2976722,10.10437797,53.00702001,2,2,550,753,734,5,14,1,339,146,718,97.8202,96.5940,9,1.2262,-96.5940,7,0.9537,-96.8665,734,saied,zammel,96.5940,43.0678,50.0000
TN165253,Ez-Zeriba Hammam Sud,الزريبة الحمام الجنوبية,TN1652,Zriba,Zaghouan,North East,36.31512221,10.20291469,27.13088088,6,6,6244,2455,2365,29,61,6,6244,2455,2225,94.0803,89.2178,115,4.8626,-89.2178,25,1.0571,-93.0233,2365,saied,zammel,89.2178,39.3177,100.0000
TN165254,Ez-Zriba Hammam Nord,الزريبة الحمام الشمالية,TN1652,Zriba,Zaghouan,North East,36.35712268,10.2532255,39.39158375,1,1,1195,560,539,11,10,1,1195,560,510,94.6197,90.5380,22,4.0816,-90.5380,7,1.2987,-93.3210,539,saied,zammel,90.5380,46.8619,100.0000
TN165255,Ez-Zeriba Village,الزريبة القرية,TN1652,Zriba,Zaghouan,North East,36.32846794,10.25842349,29.4338477,2,2,2043,917,889,13,15,2,2043,917,866,97.4128,95.9505,13,1.4623,-95.9505,10,1.1249,-96.2880,889,saied,zammel,95.9505,44.8850,100.0000
TN165256,Bou Achir,بوعشير,TN1652,Zriba,Zaghouan,North East,36.32896443,10.32732073,39.39943623,1,1,1160,580,565,5,10,1,1160,580,552,97.6991,96.4602,7,1.2389,-96.4602,6,1.0619,-96.6372,565,saied,zammel,96.4602,50.0000,100.0000
TN165257,Jeradou,جرادو,TN1652,Zriba,Zaghouan,North East,36.26910713,10.32919974,59.35690682,1,1,1181,401,384,4,13,1,1181,401,353,91.9271,84.6354,28,7.2917,-84.6354,3,0.7812,-91.1458,384,saied,zammel,84.6354,33.9543,100.0000
TN165258,Ain El Batria,عين الباطريية,TN1652,Zriba,Zaghouan,North East,36.26798313,10.25353574,49.05028013,2,2,1958,887,854,14,19,2,1958,887,831,97.3068,94.9649,20,2.3419,-94.9649,3,0.3513,-96.9555,854,saied,zammel,94.9649,45.3013,100.0000
TN165351,Bir M'Chergua,بئر مشارقة,TN1653,Bir Mchergua,Zaghouan,North East,36.50442274,9.9612483,49.49646428,6,6,5704,1894,1829,21,44,6,5704,1894,1677,91.6894,84.5271,131,7.1624,-84.5271,21,1.1482,-90.5413,1829,saied,zammel,84.5271,33.2048,100.0000
TN165352,Bir M'Chergua Gare,بئر مشارقة المحطة,TN1653,Bir Mchergua,Zaghouan,North East,36.49498051,10.05478463,43.70423915,2,1,923,395,375,3,17,1,923,395,366,97.6000,95.4667,8,2.1333,-95.4667,1,0.2667,-97.3333,375,saied,zammel,95.4667,42.7952,50.0000
TN165353,Daleil El Arous,دلائل العروس,TN1653,Bir Mchergua,Zaghouan,North East,36.50493463,9.89601156,75.25544972,2,2,717,265,253,0,12,2,717,265,244,96.4427,93.6759,7,2.7668,-93.6759,2,0.7905,-95.6522,253,saied,zammel,93.6759,36.9596,100.0000
TN165354,Smenja,سمنجة,TN1653,Bir Mchergua,Zaghouan,North East,36.44780365,10.01008484,75.73472565,3,2,2648,909,881,6,22,3,2648,909,592,96.5742,93.6378,18,2.9364,-93.6378,3,0.4894,-96.0848,613,saied,zammel,93.6378,34.3278,100.0000
TN165355,Jebel Oust,جبل الوسط,TN1653,Bir Mchergua,Zaghouan,North East,36.5672876,10.0666766,118.09466369,4,4,3354,1721,1657,11,53,3,3077,1297,1618,97.6463,95.8358,30,1.8105,-95.8358,9,0.5432,-97.1032,1657,saied,zammel,95.8358,42.1514,75.0000
TN165356,Ain Essafsaf,عين الصفصاف,TN1653,Bir Mchergua,Zaghouan,North East,36.52487897,10.1581404,37.55524494,2,2,1054,371,354,5,12,2,1054,371,350,98.8701,98.3051,2,0.5650,-98.3051,2,0.5650,-98.3051,354,saied,maghzaoui,98.3051,35.1992,100.0000
TN165357,Boucha,بوشة,TN1653,Bir Mchergua,Zaghouan,North East,36.51103945,9.83599229,61.09640701,1,1,788,205,197,2,6,1,788,205,192,97.4619,95.4315,1,0.5076,-96.9543,4,2.0305,-95.4315,197,saied,maghzaoui,95.4315,26.0152,100.0000
TN165358,Ain Asker,عين عسكر,TN1653,Bir Mchergua,Zaghouan,North East,36.59847629,9.98246693,73.88794843,2,2,1563,587,564,7,16,2,1563,587,544,96.4539,94.3262,8,1.4184,-95.0355,12,2.1277,-94.3262,564,saied,maghzaoui,94.3262,37.5560,100.0000
TN165451,Banlieu D'El Fahs,أحواز الفحص,TN1654,Fahs,Zaghouan,North East,36.37673298,9.91624539,9.5594179,12,9,9526,3814,3671,43,100,9,9526,3814,3498,95.2874,91.7189,131,3.5685,-91.7189,42,1.1441,-94.1433,3671,saied,zammel,91.7189,40.0378,75.0000
TN165452,Jouguar,جوقار,TN1654,Fahs,Zaghouan,North East,36.26032013,10.02953875,58.31891064,2,2,1418,540,521,4,15,2,1418,540,500,95.9693,92.8983,16,3.0710,-92.8983,5,0.9597,-95.0096,521,saied,zammel,92.8983,38.0818,100.0000
TN165453,Bir Magra,بئر مقرة,TN1654,Fahs,Zaghouan,North East,36.33256228,9.75796656,69.2059391,2,2,973,309,298,4,7,2,973,309,291,97.6510,95.6376,6,2.0134,-95.6376,1,0.3356,-97.3154,298,saied,zammel,95.6376,31.7575,100.0000
TN165454,Oum El Abouab,أم الأبواب,TN1654,Fahs,Zaghouan,North East,36.18170416,9.82109152,142.76909057,3,3,820,565,545,7,13,2,820,324,526,96.5138,94.1284,13,2.3853,-94.1284,6,1.1009,-95.4128,545,saied,zammel,94.1284,39.5122,66.6667
TN165455,Ouled Ezzouabi,أولاد الزوابي,TN1654,Fahs,Zaghouan,North East,36.09236379,9.84005309,20.52356382,1,1,307,117,112,3,2,1,307,117,110,98.2143,96.4286,2,1.7857,-96.4286,0,0.0000,-98.2143,112,saied,zammel,96.4286,38.1107,100.0000
TN165456,El Fahs,الفحص,TN1654,Fahs,Zaghouan,North East,36.36317533,9.89984163,19.07036303,9,8,8206,1957,1874,24,59,8,8206,1957,1782,95.0907,91.4088,69,3.6820,-91.4088,23,1.2273,-93.8634,1874,saied,zammel,91.4088,23.8484,88.8889
TN165457,Ed-Droua,الدروع,TN1654,Fahs,Zaghouan,North East,36.23640062,9.75476547,97.79804772,4,4,1207,579,553,4,22,4,1207,579,526,95.1175,92.0434,17,3.0741,-92.0434,10,1.8083,-93.3092,553,saied,zammel,92.0434,47.9702,100.0000
TN165458,El Ghrifet,الغريفات,TN1654,Fahs,Zaghouan,North East,36.42471089,9.85677484,165.01015256,3,3,2644,658,640,3,15,3,2644,658,627,97.9688,96.5625,9,1.4062,-96.5625,4,0.6250,-97.3438,640,saied,zammel,96.5625,24.8865,100.0000
TN165459,Bent Saidane,بنت سعيدان,TN1654,Fahs,Zaghouan,North East,36.27670315,9.95185668,79.83362408,2,2,1571,521,490,10,21,2,1571,521,472,96.3265,93.8776,12,2.4490,-93.8776,6,1.2245,-95.1020,490,saied,zammel,93.8776,33.1636,100.0000
TN165460,El Amiem Nord,العمايم الشمالية,TN1654,Fahs,Zaghouan,North East,36.32971224,9.86882648,67.45927876,3,3,2131,912,885,12,15,3,2131,912,858,96.9492,94.8023,19,2.1469,-94.8023,8,0.9040,-96.0452,885,saied,zammel,94.8023,42.7968,100.0000
TN165461,El Amiem Sud,العمايم الجنوبية,TN1654,Fahs,Zaghouan,North East,36.27901756,9.86615087,46.28746883,3,3,1870,598,576,8,14,3,1870,598,556,96.5278,94.7917,10,1.7361,-94.7917,10,1.7361,-94.7917,576,saied,maghzaoui,94.7917,31.9786,100.0000
TN165462,Oued El Khadhra,وادي الخضراء,TN1654,Fahs,Zaghouan,North East,36.34833029,9.97733518,67.50018964,1,1,819,210,200,2,8,1,819,210,189,94.5000,91.5000,6,3.0000,-91.5000,5,2.5000,-92.0000,200,saied,zammel,91.5000,25.6410,100.0000
TN165463,Telil Essalhi,تليل الصالحي,TN1654,Fahs,Zaghouan,North East,36.26081517,9.66773982,83.25220183,3,3,605,309,296,2,11,2,605,204,286,96.6216,94.2568,7,2.3649,-94.2568,3,1.0135,-95.6081,296,saied,zammel,94.2568,33.7190,66.6667
TN165551,En Nadhour,الناظور,TN1655,Nadhour,Zaghouan,North East,36.11560359,10.08889454,59.84807017,11,11,9381,2942,2862,32,48,11,9381,2942,2680,93.6408,88.7491,140,4.8917,-88.7491,42,1.4675,-92.1733,2862,saied,zammel,88.7491,31.3613,100.0000
TN165552,Ain El Batthoum,عين البطوم,TN1655,Nadhour,Zaghouan,North East,36.06287901,10.00621923,42.54461621,5,5,5151,2146,2079,23,44,5,5151,2146,1986,95.5267,92.1597,70,3.3670,-92.1597,23,1.1063,-94.4204,2079,saied,zammel,92.1597,41.6618,100.0000
TN165553,Saouar,صوار,TN1655,Nadhour,Zaghouan,North East,36.16833151,9.96486205,77.18942601,3,3,1526,452,444,3,5,3,1526,452,427,96.1712,94.1441,8,1.8018,-94.3694,9,2.0270,-94.1441,444,saied,maghzaoui,94.1441,29.6199,100.0000
TN165554,Bir Chaouch,بئر الشاوش,TN1655,Nadhour,Zaghouan,North East,36.0792899,10.04295272,57.92031272,5,5,4809,1907,1847,27,33,5,4809,1907,1732,93.7737,89.2799,83,4.4938,-89.2799,32,1.7325,-92.0411,1847,saied,zammel,89.2799,39.6548,100.0000
TN165555,Sougas,سوغاس,TN1655,Nadhour,Zaghouan,North East,36.10604954,9.91261936,118.13645594,5,5,3500,1261,1220,19,22,5,3500,1261,1179,96.6393,94.2623,29,2.3770,-94.2623,12,0.9836,-95.6557,1220,saied,zammel,94.2623,36.0286,100.0000
TN165651,Saouef Est,صواف الشرقية,TN1656,Saouaf,Zaghouan,North East,36.25089559,10.16392215,51.06503762,5,4,1903,700,656,8,36,4,1903,700,638,97.2561,95.1220,14,2.1341,-95.1220,4,0.6098,-96.6463,656,saied,zammel,95.1220,36.7840,80.0000
TN165652,Saouef Ouest,صواف الغربية,TN1656,Saouaf,Zaghouan,North East,36.19460672,10.15794251,61.26372831,3,2,1350,595,566,13,16,2,1350,595,554,97.8799,96.2898,3,0.5300,-97.3498,9,1.5901,-96.2898,566,saied,maghzaoui,96.2898,44.0741,66.6667
TN165653,El Hamira,الحميرة,TN1656,Saouaf,Zaghouan,North East,36.20986157,10.23260565,60.92497435,2,1,579,165,156,3,6,1,579,165,146,93.5897,89.7436,4,2.5641,-91.0256,6,3.8462,-89.7436,156,saied,maghzaoui,89.7436,28.4974,50.0000
TN165654,Deghafla Est,الدغافلة الشرقية,TN1656,Saouaf,Zaghouan,North East,36.19124628,10.11478677,30.55811364,2,2,2072,838,817,9,12,2,2072,838,799,97.7968,96.3280,12,1.4688,-96.3280,6,0.7344,-97.0624,817,saied,zammel,96.3280,40.4440,100.0000
TN165655,Deghafla Ouest,الدغافلة الغربية,TN1656,Saouaf,Zaghouan,North East,36.19643801,10.07198235,57.18192539,3,3,1071,518,489,12,17,3,1071,518,478,97.7505,96.5235,5,1.0225,-96.7280,6,1.2270,-96.5235,489,saied,maghzaoui,96.5235,48.3660,100.0000
TN175151,Hassen Nouri,حسن النوري,TN1751,Bizerte Nord,Bizerte,North East,37.28414043,9.87485345,0.86968654,4,4,5325,957,1188,27,66,3,3993,957,990,83.3333,68.6869,174,14.6465,-68.6869,24,2.0202,-81.3131,1188,saied,zammel,68.6869,23.9669,75.0000
TN175152,Habib Bouguatfa,الحبيب بوقطفة,TN1751,Bizerte Nord,Bizerte,North East,37.27275542,9.8653965,0.71917717,6,6,6751,1244,1451,21,62,5,5646,1244,1233,84.9759,71.9504,189,13.0255,-71.9504,29,1.9986,-82.9773,1451,saied,zammel,71.9504,22.0333,83.3333
TN175153,El Korniche,الكرنيش,TN1751,Bizerte Nord,Bizerte,North East,37.31096047,9.86539439,4.88015266,5,5,6286,1740,1646,33,61,5,6286,1740,1201,72.9648,49.6355,384,23.3293,-49.6355,61,3.7060,-69.2588,1646,saied,zammel,49.6355,27.6806,100.0000
TN175154,La Medina,المدينة,TN1751,Bizerte Nord,Bizerte,North East,37.27737319,9.87457049,0.48046413,8,8,2208,998,1087,20,52,4,2208,597,961,88.4085,79.5768,96,8.8316,-79.5768,30,2.7599,-85.6486,1087,saied,zammel,79.5768,27.0380,50.0000
TN175155,Cheik Driss,الشيخ إدريس,TN1751,Bizerte Nord,Bizerte,North East,37.27438289,9.87147381,0.0902187,1,1,435,153,143,4,6,1,435,153,126,88.1119,81.8182,9,6.2937,-81.8182,8,5.5944,-82.5175,143,saied,zammel,81.8182,35.1724,100.0000
TN175156,El Canal,القنال,TN1751,Bizerte Nord,Bizerte,North East,37.27287976,9.87563483,0.23083216,4,4,4764,1396,1316,26,54,4,4764,1396,1037,78.7994,61.3222,230,17.4772,-61.3222,49,3.7234,-75.0760,1316,saied,zammel,61.3222,29.3031,100.0000
TN175157,Bou Baker Bakir,بوبكر باكير,TN1751,Bizerte Nord,Bizerte,North East,37.26813176,9.86762695,0.8311939,5,5,5322,1536,1437,30,69,5,5322,1536,1138,79.1928,62.1434,245,17.0494,-62.1434,54,3.7578,-75.4349,1437,saied,zammel,62.1434,28.8613,100.0000
TN175158,Ain Mariam,عين مريم,TN1751,Bizerte Nord,Bizerte,North East,37.30895481,9.81263251,34.28328259,8,8,6970,715,668,10,37,7,6970,555,629,94.1617,90.1198,27,4.0419,-90.1198,12,1.7964,-92.3653,668,saied,zammel,90.1198,7.9627,87.5000
TN175159,Habib Haddad,الحبيب الحداد,TN1751,Bizerte Nord,Bizerte,North East,37.2874713,9.85909882,1.45211865,14,13,12900,4115,3884,80,169,13,12900,4115,3233,83.2389,69.6189,529,13.6200,-69.6189,122,3.1411,-80.0978,3884,saied,zammel,69.6189,31.8992,92.8571
TN175160,El Motamar,المؤتمر,TN1751,Bizerte Nord,Bizerte,North East,37.27474993,9.85901928,0.98770603,6,6,5387,1627,1784,27,85,5,5387,1627,1595,89.4058,80.7175,155,8.6883,-80.7175,34,1.9058,-87.5000,1784,saied,zammel,80.7175,30.2023,83.3333
TN175161,El Hana,الهناء,TN1751,Bizerte Nord,Bizerte,North East,37.28425388,9.86606176,0.53999933,10,10,11786,2127,1996,51,83,10,11786,2127,1684,84.3687,71.9439,248,12.4248,-71.9439,64,3.2064,-81.1623,1996,saied,zammel,71.9439,18.0468,100.0000
TN175162,15 Octobre,15أكتوبر,TN1751,Bizerte Nord,Bizerte,North East,37.28485532,9.84799575,1.21089276,3,3,3699,1184,1128,20,36,3,3699,1184,1043,92.4645,86.4362,68,6.0284,-86.4362,17,1.5071,-90.9574,1128,saied,zammel,86.4362,32.0087,100.0000
TN175251,Zarzouna Ouest,جرزونة الغربية,TN1752,Jarzouna,Bizerte,North East,37.25776472,9.87357451,0.42927482,3,3,1919,612,915,12,56,2,1919,612,864,94.4262,90.2732,38,4.1530,-90.2732,13,1.4208,-93.0055,915,saied,zammel,90.2732,31.8916,66.6667
TN175252,Zarzouna Est,جرزونة الشرقية,TN1752,Jarzouna,Bizerte,North East,37.25784254,9.89026645,4.03202907,4,4,3869,1291,1234,10,47,4,3869,1291,1139,92.3015,86.2237,75,6.0778,-86.2237,20,1.6207,-90.6807,1234,saied,zammel,86.2237,33.3678,100.0000
TN175253,Zarzouna Nord,جرزونة الشمالية,TN1752,Jarzouna,Bizerte,North East,37.26207974,9.87589947,0.34802221,3,3,2044,956,916,8,32,2,2044,674,815,88.9738,79.1485,90,9.8253,-79.1485,11,1.2009,-87.7729,916,saied,zammel,79.1485,32.9746,66.6667
TN175254,Zarzouna Sud,جرزونة الجنوبية,TN1752,Jarzouna,Bizerte,North East,37.2524267,9.87871868,0.72952792,10,10,11505,3000,2790,46,164,10,11505,3000,2609,93.5125,88.6380,136,4.8746,-88.6380,45,1.6129,-91.8996,2790,saied,zammel,88.6380,26.0756,100.0000
TN175351,Teskraia,تسكراية,TN1753,Bizerte Sud,Bizerte,North East,37.24943935,9.51887248,77.57664628,3,3,1780,524,475,1,48,3,1780,524,462,97.2632,95.5789,8,1.6842,-95.5789,5,1.0526,-96.2105,475,saied,zammel,95.5789,29.4382,100.0000
TN175352,Farhat Hached,فرحات حشاد,TN1753,Bizerte Sud,Bizerte,North East,37.28005179,9.79259367,23.86939236,9,9,9104,3043,2794,38,211,8,8917,2610,2694,96.4209,93.6650,77,2.7559,-93.6650,23,0.8232,-95.5977,2794,saied,zammel,93.6650,29.2699,88.8889
TN175353,Marnissa,مرنيصة,TN1753,Bizerte Sud,Bizerte,North East,37.31133029,9.72654084,40.91877291,3,3,3017,804,761,8,35,3,3017,804,739,97.1091,94.8752,17,2.2339,-94.8752,5,0.6570,-96.4520,761,saied,zammel,94.8752,26.6490,100.0000
TN175354,Hicher,هيشر,TN1753,Bizerte Sud,Bizerte,North East,37.28561339,9.64350712,77.88044908,1,1,908,294,274,0,20,1,908,294,270,98.5401,97.8102,2,0.7299,-97.8102,2,0.7299,-97.8102,274,saied,maghzaoui,97.8102,32.3789,100.0000
