level,group_kind,group,metric,n,mean,sd,min,p10,p25,p50,p75,p90,max
imada,governorate,Béja,turnout_pct,101,31.5310,6.9866,16.1720,22.8457,27.1701,31.6114,35.7183,39.5604,56.3953
imada,governorate,Gabès,saied_share_pct,73,90.4808,4.9018,75.7353,84.2869,87.0241,90.9609,93.9148,95.8139,100.0000
imada,governorate,Gabès,zammel_share_pct,73,6.7147,4.0659,0.0000,2.0582,3.3797,6.6403,9.5550,12.5056,18.0147
imada,governorate,Gabès,maghzaoui_share_pct,73,2.8044,1.9297,0.0000,0.9699,1.7578,2.3810,3.5340,4.4755,11.7057
imada,governorate,Gabès,margin_pp,73,83.4538,8.7078,57.7206,70.6523,77.3196,83.8013,90.1899,93.1964,100.0000
imada,governorate,Gabès,turnout_pct,73,27.3439,7.5335,11.1111,18.2823,23.3456,27.1156,31.9584,35.8442,55.8867
imada,governorate,Gafsa,saied_share_pct,75,93.8703,2.8580,88.1579,90.3832,91.5616,93.8489,96.6945,97.5353,98.5507
imada,governorate,Gafsa,zammel_share_pct,75,4.1351,2.2395,0.3436,1.4031,2.3692,4.1958,5.3691,7.0925,9.2885
imada,governorate,Gafsa,maghzaoui_share_pct,75,1.9946,1.1138,0.0000,0.7078,1.2260,1.9751,2.6563,3.1511,5.8055
imada,governorate,Gafsa,margin_pp,75,89.5847,4.9389,78.9474,83.7840,85.9688,89.5238,94.0117,95.8992,97.5845
imada,governorate,Gafsa,turnout_pct,75,28.8702,8.7316,9.5038,20.2713,24.2798,27.4672,32.2556,39.4416,72.4258
imada,governorate,Jendouba,saied_share_pct,95,96.9414,1.9291,88.3728,94.8515,96.1719,97.3404,98.3028,98.8817,100.0000
imada,governorate,Jendouba,zammel_share_pct,95,1.9864,1.6402,0.0000,0.4442,0.9032,1.7305,2.5358,3.8794,9.6945
imada,governorate,Jendouba,maghzaoui_share_pct,95,1.0722,0.6348,0.0000,0.4525,0.7012,1.0101,1.3307,1.8376,4.4898
imada,governorate,Jendouba,margin_pp,95,94.8006,3.4911,78.6783,90.6866,93.6265,95.5947,97.2011,97.9823,100.0000
imada,governorate,Jendouba,turnout_pct,94,28.0569,6.4549,14.3486,20.7129,23.9537,27.3792,31.3880,36.1316,52.9533
imada,governorate,Kairouan,saied_share_pct,114,96.1092,2.9424,82.4257,92.6778,95.5585,96.9200,97.8261,98.4018,99.6970
imada,governorate,Kairouan,zammel_share_pct,114,2.9715,2.7467,0.0000,0.8277,1.3582,2.1909,3.3788,5.4492,15.3465
imada,governorate,Kairouan,maghzaoui_share_pct,114,0.9193,0.5774,0.0000,0.3055,0.4859,0.8056,1.2795,1.6959,2.5478
imada,governorate,Kairouan,margin_pp,114,93.0807,5.6299,67.0792,87.4076,92.2302,94.6883,96.3298,97.4498,99.3939
imada,governorate,Kairouan,turnout_pct,114,28.8722,7.9535,11.1817,19.6447,23.8530,28.6589,33.8339,38.0432,49.5196
imada,governorate,Kassérine,saied_share_pct,106,96.1000,2.1253,88.7828,93.3692,95.1052,96.4171,97.6614,98.4634,99.3865
imada,governorate,Kassérine,zammel_share_pct,106,2.6450,1.8640,0.0000,0.6270,1.2579,2.2868,3.5854,5.2439,8.6957
imada,governorate,Kassérine,maghzaoui_share_pct,106,1.2549,0.6448,0.0000,0.5236,0.8124,1.2081,1.5306,2.0295,3.5004
imada,governorate,Kassérine,margin_pp,106,93.2942,3.8280,80.9783,88.2313,91.3368,93.8859,96.1069,97.3504,99.0798
imada,governorate,Kassérine,turnout_pct,102,34.4520,8.3884,9.0000,25.6614,29.5027,34.2435,38.3857,45.0939,64.2424
imada,governorate,Kebili,saied_share_pct,42,87.5083,7.4119,56.2735,80.2002,84.7892,89.4899,92.3254,94.2623,95.4498
imada,governorate,Kebili,zammel_share_pct,42,6.5542,5.1220,1.3333,1.8993,3.0532,4.7768,9.3446,12.2420,23.8994
imada,governorate,Kebili,maghzaoui_share_pct,42,5.9374,6.0269,2.1739,2.6913,3.4938,4.3469,6.3976,9.1246,40.7213
imada,governorate,Kebili,margin_pp,42,78.7427,14.1839,15.5522,68.9339,74.4738,82.8139,88.0800,89.9623,92.7611
imada,governorate,Kebili,turnout_pct,42,32.9774,7.8639,17.3064,25.3594,27.2876,32.5885,38.4841,42.8704,57.2159
imada,governorate,Le Kef,saied_share_pct,86,96.7252,1.9315,89.3316,94.2169,95.3057,97.1996,98.1343,98.6917,100.0000
imada,governorate,Le Kef,zammel_share_pct,86,2.0107,1.6360,0.0000,0.4340,0.8166,1.5171,2.8923,4.2127,8.4190
imada,governorate,Le Kef,maghzaoui_share_pct,86,1.2641,0.8327,0.0000,0.2819,0.7548,1.3139,1.6393,2.0291,5.0420
imada,governorate,Le Kef,margin_pp,86,94.4060,3.4130,80.9126,89.9073,92.1191,95.4372,96.7400,97.7225,100.0000
imada,governorate,Le Kef,turnout_pct,85,32.1949,6.5013,13.5171,25.7538,27.7397,31.1220,36.2910,41.0783,47.6744
imada,governorate,Mahdia,saied_share_pct,98,95.0155,2.8285,86.0498,90.7548,93.3660,95.6090,96.9782,98.1621,99.3197
imada,governorate,Mahdia,zammel_share_pct,98,3.6879,2.3861,0.1418,1.1077,1.9922,3.1404,4.9117,7.3276,11.4591
imada,governorate,Mahdia,maghzaoui_share_pct,98,1.2967,0.6636,0.0000,0.5751,0.7609,1.2291,1.7060,2.2924,3.0864
imada,governorate,Mahdia,margin_pp,98,91.3050,5.1670,74.5907,83.7887,88.4844,92.4077,94.9248,96.7326,98.9796
imada,governorate,Mahdia,turnout_pct,97,30.9599,7.3022,14.4509,22.8987,25.2761,30.2521,35.4509,39.5725,51.1990
imada,governorate,Manubah,saied_share_pct,47,93.7969,4.2809,80.9959,87.7153,92.5076,95.0234,96.9565,97.6788,98.9189
imada,governorate,Manubah,zammel_share_pct,47,4.8509,3.5982,0.2703,1.2816,2.3011,3.8920,5.9153,10.2350,15.6444
imada,governorate,Manubah,maghzaoui_share_pct,47,1.3522,0.8184,0.3030,0.6392,0.8150,1.1224,1.6442,2.4188,4.1369
imada,governorate,Manubah,margin_pp,47,88.9190,7.8380,65.3515,77.5614,86.6688,91.1314,94.7286,96.3423,98.1081
imada,governorate,Manubah,turnout_pct,47,35.8382,5.5341,24.9550,29.4653,31.2257,35.2591,39.8037,43.0948,47.6640
imada,governorate,Monastir,saied_share_pct,79,93.9726,2.9906,82.1168,90.1667,92.2688,94.1497,96.1386,97.3207,99.1701
imada,governorate,Monastir,zammel_share_pct,79,4.7477,2.6159,0.0000,1.8847,2.5668,4.4944,6.2860,7.7624,14.4972
imada,governorate,Monastir,maghzaoui_share_pct,79,1.2798,0.5411,0.3241,0.7086,0.9287,1.1976,1.5296,2.0096,3.3861
imada,governorate,Monastir,margin_pp,79,89.2109,5.5718,67.6196,82.3907,85.9614,89.4415,93.6358,95.6389,98.3402
imada,governorate,Monastir,turnout_pct,77,34.7957,6.9205,16.1752,27.0161,30.8770,35.2036,38.9930,42.3089,54.5012
imada,governorate,Médenine,saied_share_pct,66,89.5018,3.7843,79.6172,85.1150,86.7842,89.7875,91.6996,94.4554,98.5981
imada,governorate,Médenine,zammel_share_pct,66,7.7007,3.5423,0.4673,3.1223,5.2878,7.1545,10.3700,12.5222,16.6667
imada,governorate,Médenine,maghzaoui_share_pct,66,2.7975,1.2012,0.6098,1.2037,2.0728,2.7064,3.2141,4.5634,6.0150
imada,governorate,Médenine,margin_pp,66,81.7510,7.1820,62.9953,72.9348,76.2031,82.9226,86.0306,91.3366,97.6636
imada,governorate,Médenine,turnout_pct,37,21.5710,7.1402,8.5028,14.3289,16.4796,20.1264,25.6614,31.8138,41.9957
imada,governorate,Nabeul,saied_share_pct,100,95.2773,3.2553,83.4085,90.0626,93.8096,95.9622,97.6573,98.4036,99.2063
imada,governorate,Nabeul,zammel_share_pct,100,3.4822,2.7695,0.3968,0.9141,1.4134,2.6719,4.6129,7.8563,13.3934
imada,governorate,Nabeul,maghzaoui_share_pct,100,1.2405,0.5710,0.1890,0.5900,0.8273,1.2468,1.5126,2.1047,3.1981
imada,governorate,Nabeul,margin_pp,100,91.7796,6.0036,70.0150,82.2064,89.1670,93.1323,96.2271,97.5342,98.8095
imada,governorate,Nabeul,turnout_pct,99,36.5560,6.9915,9.5063,28.6372,31.4125,37.5501,40.9861,44.2165,51.5945
imada,governorate,Sfax,saied_share_pct,127,90.5719,5.2733,78.0792,82.4826,86.4101,92.0567,94.9129,96.4655,98.4837
imada,governorate,Sfax,zammel_share_pct,127,7.3752,4.7622,0.9098,2.4876,3.1898,6.0150,10.8284,14.4993,18.2588
imada,governorate,Sfax,maghzaoui_share_pct,127,2.0529,0.9469,0.0000,0.9254,1.4291,1.9048,2.5963,3.1914,5.3541
imada,governorate,Sfax,margin_pp,127,83.1618,9.9728,59.9053,67.9174,75.4903,86.1538,91.5247,93.9871,97.5739
imada,governorate,Sfax,turnout_pct,126,32.4188,6.9173,15.3577,22.4996,26.5316,33.2749,37.6663,40.9017,47.6816
imada,governorate,Sidi Bou Zid,saied_share_pct,114,96.3481,2.0841,90.4088,93.0362,95.1993,97.0917,97.9340,98.4442,99.2683
imada,governorate,Sidi Bou Zid,zammel_share_pct,114,2.2338,1.4599,0.0000,0.8391,1.2080,1.7856,2.9667,4.3171,6.3191
imada,governorate,Sidi Bou Zid,maghzaoui_share_pct,114,1.4181,1.0394,0.0000,0.3952,0.7892,1.1095,1.9001,2.4891,5.7692
imada,governorate,Sidi Bou Zid,margin_pp,114,93.9099,3.5211,84.7484,88.4469,92.1256,95.2692,96.5008,97.3655,98.7805
imada,governorate,Sidi Bou Zid,turnout_pct,114,31.7592,6.8097,14.1243,22.7566,27.0465,31.4858,36.6940,42.1863,46.0635
imada,governorate,Siliana,saied_share_pct,86,93.9677,6.9000,44.0000,87.9082,93.3962,95.9934,97.2812,98.1264,99.2126
imada,governorate,Siliana,zammel_share_pct,86,5.0627,6.8298,0.3968,1.3023,2.0000,2.9947,5.3659,10.6599,54.8333
imada,governorate,Siliana,maghzaoui_share_pct,86,0.9696,0.7226,0.0000,0.3158,0.5301,0.8439,1.1561,1.6187,3.9216
imada,governorate,Siliana,margin_pp,86,89.1041,11.9204,10.8333,77.6241,88.4464,92.9336,95.1599,96.6497,98.4252
imada,governorate,Siliana,turnout_pct,83,35.3308,10.2023,6.9357,25.6745,29.6481,34.0774,39.0173,46.1713,79.3478
imada,governorate,Sousse,saied_share_pct,104,92.8550,5.5305,62.0424,85.9465,90.8259,94.4031,96.5389,97.8618,99.2611
imada,governorate,Sousse,zammel_share_pct,104,5.6338,4.9179,0.2463,1.2945,2.3309,4.3932,7.3696,11.2597,34.2967
imada,governorate,Sousse,maghzaoui_share_pct,104,1.5112,0.8030,0.3774,0.6570,0.9697,1.2921,2.0503,2.5993,4.2254
imada,governorate,Sousse,margin_pp,104,87.1947,10.4098,27.7457,74.5979,83.5345,89.9648,94.0778,96.5524,98.7685
imada,governorate,Sousse,turnout_pct,100,32.5866,9.1824,13.0407,21.8188,27.4839,31.8702,37.9379,43.0193,84.1304
imada,governorate,Tataouine,saied_share_pct,64,87.6584,5.8001,67.5000,79.2644,85.1688,88.0467,90.9918,94.4102,98.9691
imada,governorate,Tataouine,zammel_share_pct,64,9.3535,5.3828,0.0000,3.4852,5.5829,8.4780,11.9408,15.3575,27.5000
imada,governorate,Tataouine,maghzaoui_share_pct,64,2.9881,2.0284,0.0000,1.1112,1.7460,2.4909,3.5963,5.8750,11.6883
imada,governorate,Tataouine,margin_pp,64,78.0979,10.8868,40.0000,63.8163,73.8873,79.3167,84.5774,90.8091,97.9381
imada,governorate,Tataouine,turnout_pct,62,21.5378,10.6667,8.4078,12.2703,14.2883,18.9290,27.1498,34.8213,70.7602
imada,governorate,Tozeur,saied_share_pct,34,93.1561,2.8059,86.2245,89.4348,91.1113,93.9951,95.2998,95.9801,96.7431
imada,governorate,Tozeur,zammel_share_pct,34,4.9042,2.5460,0.6031,2.5742,3.1639,4.1355,6.7498,8.8149,10.2041
imada,governorate,Tozeur,maghzaoui_share_pct,34,1.9397,0.8068,0.2825,0.9535,1.3961,1.8216,2.4221,3.0910,3.5714
imada,governorate,Tozeur,margin_pp,34,88.1387,5.1660,76.0204,80.8216,84.4208,89.6215,92.3243,93.2720,94.1581
imada,governorate,Tozeur,turnout_pct,34,35.7847,6.7301,16.8574,30.2205,32.5240,33.9579,38.3476,42.7628,54.2929
imada,governorate,Tunis,saied_share_pct,160,87.3649,8.0102,45.9191,77.7021,84.6304,89.2758,92.9566,94.8140,96.9136
imada,governorate,Tunis,zammel_share_pct,160,10.4343,7.0202,2.1277,3.8576,5.5199,8.8172,13.1825,17.5646,48.5126
imada,governorate,Tunis,maghzaoui_share_pct,160,2.2007,1.3322,0.0000,0.8954,1.2396,1.8988,2.8884,3.7568,10.2564
imada,governorate,Tunis,margin_pp,160,76.9630,14.8357,2.5934,58.9074,72.1829,80.6086,87.5707,90.8838,94.4444
imada,governorate,Tunis,turnout_pct,160,31.3247,9.4902,5.4187,19.1903,24.2904,33.0181,38.2228,42.2017,51.3158
imada,governorate,Zaghouan,saied_share_pct,48,95.9659,2.2388,89.5246,92.8862,94.9729,96.5510,97.6475,97.9924,98.8701
imada,governorate,Zaghouan,zammel_share_pct,48,2.8628,1.9369,0.5076,1.1931,1.4933,2.3534,3.4174,5.2830,8.5460
imada,governorate,Zaghouan,maghzaoui_share_pct,48,1.1713,0.7299,0.0000,0.3485,0.7175,1.0595,1.4982,2.0597,3.8462
imada,governorate,Zaghouan,margin_pp,48,92.9988,4.0835,81.0682,87.3540,91.4772,94.2595,95.8645,96.5720,98.3051
imada,governorate,Zaghouan,turnout_pct,48,37.1666,7.0461,23.6626,26.0655,32.5055,37.8189,42.3124,46.4723,50.0000
delegation,national,Tunisia,saied_share_pct,264,92.1878,4.9433,59.7318,85.4480,90.3154,93.7610,95.6800,96.5116,97.6898
delegation,national,Tunisia,zammel_share_pct,264,5.9917,4.2845,1.3431,2.3331,3.0289,4.7339,7.7402,11.6852,35.1268
delegation,national,Tunisia,maghzaoui_share_pct,264,1.8205,1.2020,0.5146,0.9389,1.1142,1.4986,2.2823,2.9656,15.2755
delegation,national,Tunisia,margin_pp,264,86.1454,9.2401,24.6050,73.7528,82.9504,89.1548,92.5350,94.2061,96.3467
delegation,national,Tunisia,turnout_pct,264,30.6530,5.0591,13.8187,24.5248,27.9988,31.3306,34.0427,36.2280,44.7812
delegation,region,Centre East,saied_share_pct,56,92.2778,3.7021,82.6969,85.8150,91.0385,93.2996,94.9333,95.9719,96.5386
delegation,region,Centre East,zammel_share_pct,56,6.0583,3.2071,2.3146,2.9500,3.5086,5.2294,7.1816,11.6790,14.7692
delegation,region,Centre East,maghzaoui_share_pct,56,1.6639,0.6438,0.9120,0.9988,1.1512,1.5585,2.0142,2.5147,4.0464
delegation,region,Centre East,margin_pp,56,86.2195,6.8969,67.9277,74.1361,83.8569,88.0408,91.4327,93.0320,94.1852
delegation,region,Centre East,turnout_pct,56,31.2446,3.8983,24.3276,25.9453,28.1812,31.6341,34.7699,35.9725,38.0742
delegation,region,Centre West,saied_share_pct,36,95.7672,1.3452,91.6285,94.0301,95.3264,95.9828,96.8079,97.0365,97.5399
delegation,region,Centre West,zammel_share_pct,36,2.9352,1.1458,1.5609,1.8421,2.2035,2.6727,3.3828,3.9405,7.4080
delegation,region,Centre West,maghzaoui_share_pct,36,1.2977,0.6438,0.5146,0.8999,0.9737,1.1190,1.3523,1.9922,3.8904
delegation,region,Centre West,margin_pp,36,92.7906,2.4574,84.2205,89.5368,91.9770,93.2057,94.5409,95.2077,95.9790
delegation,region,Centre West,turnout_pct,36,32.0186,4.5975,23.6926,25.8600,28.9062,32.3274,34.7149,37.0035,43.8791
delegation,region,North East,saied_share_pct,84,90.3992,6.5371,59.7318,83.3271,86.8349,92.5803,95.0762,96.2212,97.6898
delegation,region,North East,zammel_share_pct,84,7.7911,5.7120,1.3431,2.5204,3.8192,5.9163,10.6626,13.9513,35.1268
delegation,region,North East,maghzaoui_share_pct,84,1.8098,0.8669,0.8375,0.9729,1.1549,1.5134,2.4673,2.9382,5.1413
delegation,region,North East,margin_pp,84,82.6081,12.2463,24.6050,69.3450,76.1723,86.6639,91.2677,93.7321,96.3467
delegation,region,North East,turnout_pct,84,31.7545,4.1243,18.8839,27.1239,29.6438,31.7709,33.7610,36.1499,44.7812
delegation,region,North West,saied_share_pct,40,94.9968,2.6717,81.4165,93.5203,94.2891,95.4596,96.2948,97.2217,97.6538
delegation,region,North West,zammel_share_pct,40,3.7740,2.7488,1.4605,1.8100,2.4321,2.8879,4.4855,5.1794,17.8815
delegation,region,North West,maghzaoui_share_pct,40,1.2293,0.3590,0.7020,0.8684,0.9314,1.1611,1.4127,1.7000,2.4411
delegation,region,North West,margin_pp,40,91.2219,5.4086,63.5350,88.3409,89.7579,92.5037,93.6645,95.3736,96.1933
delegation,region,North West,turnout_pct,40,31.6099,3.3355,24.0513,28.0928,29.6044,31.0680,34.1780,35.5251,39.6459
delegation,region,South East,saied_share_pct,26,89.1125,2.8334,84.0691,85.9677,86.9863,89.2084,90.9208,92.8969,93.4619
delegation,region,South East,zammel_share_pct,26,8.2499,2.6578,3.1852,5.0073,5.8857,8.8331,10.0015,10.9413,13.2224
delegation,region,South East,maghzaoui_share_pct,26,2.6376,0.6566,1.3144,1.9386,2.2238,2.6098,3.0381,3.2845,4.5975
delegation,region,South East,margin_pp,26,80.8561,5.4432,70.8467,75.0750,77.0075,80.6688,85.0262,87.9748,90.1090
delegation,region,South East,turnout_pct,26,22.3985,5.6758,13.8187,15.7608,18.5548,21.6882,26.9310,29.5931,34.5026
delegation,region,South West,saied_share_pct,22,91.4583,3.6506,80.4965,86.1461,90.0986,92.3407,93.9412,94.9117,95.7090
delegation,region,South West,zammel_share_pct,22,5.3166,2.0578,2.6356,3.4732,4.0099,4.7533,5.9489,8.2120,10.4843
delegation,region,South West,maghzaoui_share_pct,22,3.2251,2.9156,1.4595,1.6609,1.8519,2.2735,3.2828,4.9662,15.2755
delegation,region,South West,margin_pp,22,85.6096,6.5185,65.2209,77.0472,84.5622,86.6557,89.8689,91.5803,93.0734
delegation,region,South West,turnout_pct,22,30.7227,4.9171,22.2740,25.9436,27.4484,30.1072,32.6281,38.0189,40.9097
delegation,governorate,Ariana,saied_share_pct,7,87.7921,9.0580,69.9267,78.6080,84.4833,93.2036,93.8397,94.3484,94.7683
delegation,governorate,Ariana,zammel_share_pct,7,10.1716,7.9647,4.3095,4.5208,4.9017,5.2896,12.8737,18.1634,26.0511
delegation,governorate,Ariana,maghzaoui_share_pct,7,2.0363,1.1135,0.9222,1.1173,1.2587,1.5068,2.6429,3.2660,4.0221
delegation,governorate,Ariana,margin_pp,7,77.6205,17.0214,43.8756,60.4821,71.6095,87.9140,88.9379,89.8276,90.4588
delegation,governorate,Ariana,turnout_pct,7,32.0828,1.8686,29.1909,30.2666,31.4061,31.8611,32.9567,34.3445,34.8018
delegation,governorate,Ben Arous,saied_share_pct,12,87.4659,3.9956,82.7982,83.1818,84.0488,87.1497,89.5102,93.3070,93.4668
delegation,governorate,Ben Arous,zammel_share_pct,12,10.2958,3.3917,5.3467,5.3657,8.4849,10.3983,13.2063,14.0996,14.2837
delegation,governorate,Ben Arous,maghzaoui_share_pct,12,2.2383,0.6567,1.1640,1.2062,1.8990,2.4800,2.6771,2.8649,3.0280
delegation,governorate,Ben Arous,margin_pp,12,77.1700,7.3828,68.6245,68.9897,70.8102,76.8830,80.8891,87.8985,88.1186
delegation,governorate,Ben Arous,turnout_pct,12,31.8275,2.0930,28.2476,29.8438,30.6174,31.6758,32.7059,33.6378,36.4084
delegation,governorate,Bizerte,saied_share_pct,14,93.3936,3.9368,83.8786,88.7544,91.5033,94.4825,96.0063,97.2721,97.6898
delegation,governorate,Bizerte,zammel_share_pct,14,5.2295,3.4467,1.3431,1.7652,2.8977,4.4409,6.8389,9.4523,13.2784
delegation,governorate,Bizerte,maghzaoui_share_pct,14,1.3769,0.5358,0.8375,0.9824,1.0523,1.1699,1.5118,1.9604,2.8430
delegation,governorate,Bizerte,margin_pp,14,88.1642,7.3803,70.6002,79.3021,84.6645,90.0416,93.1022,95.5069,96.3467
delegation,governorate,Bizerte,turnout_pct,14,28.5840,2.2961,24.8300,25.2755,27.5275,28.8044,29.9531,31.6356,31.8023
delegation,governorate,Béja,saied_share_pct,9,95.4758,1.3372,93.6670,94.1008,94.3157,95.3167,96.3595,97.2310,97.3055
delegation,governorate,Béja,zammel_share_pct,9,3.1927,1.2110,1.6504,1.8262,2.5300,2.7862,4.5132,4.6264,4.9835
delegation,governorate,Béja,maghzaoui_share_pct,9,1.3315,0.4628,0.9174,0.9341,1.0441,1.2775,1.3495,1.7057,2.4411
delegation,governorate,Béja,margin_pp,9,92.2831,2.5090,88.6835,89.4935,89.7786,92.1552,93.6573,95.4049,95.6551
delegation,governorate,Béja,turnout_pct,9,31.3806,3.5468,24.0513,28.2764,29.8197,32.2085,33.4270,34.6756,36.4171
delegation,governorate,Gabès,saied_share_pct,10,89.9040,2.7264,85.7877,86.1117,88.2445,90.2541,92.0702,93.2064,93.4619
delegation,governorate,Gabès,zammel_share_pct,10,7.4747,2.6150,3.1852,4.0997,5.5120,8.1401,9.2191,10.0480,11.0961
delegation,governorate,Gabès,maghzaoui_share_pct,10,2.6212,0.9427,1.3144,1.8391,2.0201,2.4120,3.1025,3.4774,4.5975
delegation,governorate,Gabès,margin_pp,10,82.4125,5.2311,74.6916,76.6727,78.5178,82.1140,86.5583,89.0899,90.1090
delegation,governorate,Gabès,turnout_pct,10,26.4090,4.6574,20.2219,21.6042,23.4420,26.0018,27.8117,33.2998,34.5026
delegation,governorate,Gafsa,saied_share_pct,11,93.1911,1.7664,89.8300,91.5625,92.1218,93.2625,94.5297,95.0907,95.7090
delegation,governorate,Gafsa,zammel_share_pct,11,4.6822,1.5350,2.6356,3.4498,3.6984,4.3056,5.4846,5.9754,8.2130
delegation,governorate,Gafsa,maghzaoui_share_pct,11,2.1267,0.5606,1.4595,1.5379,1.7361,2.0058,2.4470,2.7236,3.3171
delegation,governorate,Gafsa,margin_pp,11,88.5088,3.2617,81.6169,85.5872,86.6557,88.9568,90.8313,91.6409,93.0734
delegation,governorate,Gafsa,turnout_pct,11,28.0213,3.3807,22.2740,25.9374,26.0519,27.6810,29.0124,31.2879,35.4734
delegation,governorate,Jendouba,saied_share_pct,9,96.2250,1.2401,93.8159,94.7960,95.7791,96.3779,96.9123,97.5954,97.6538
delegation,governorate,Jendouba,zammel_share_pct,9,2.5974,1.0272,1.4605,1.5582,1.8206,2.4374,2.9269,3.9880,4.4762
delegation,governorate,Jendouba,maghzaoui_share_pct,9,1.1776,0.3136,0.8365,0.8759,0.9303,1.0930,1.2941,1.6204,1.7079
delegation,governorate,Jendouba,margin_pp,9,93.6276,2.2556,89.3398,90.8080,92.8522,93.6861,95.0918,96.0372,96.1933
delegation,governorate,Jendouba,turnout_pct,9,28.4218,1.9396,25.4266,25.8227,27.7185,28.7346,29.2266,30.1201,31.7997
delegation,governorate,Kairouan,saied_share_pct,11,95.9904,1.7181,91.6285,94.1183,95.8781,96.7867,96.9109,97.0997,97.2956
delegation,governorate,Kairouan,zammel_share_pct,11,3.0796,1.7000,1.6963,1.9880,2.0760,2.4837,3.1806,4.9383,7.4080
delegation,governorate,Kairouan,maghzaoui_share_pct,11,0.9301,0.1817,0.5146,0.7740,0.8678,0.9635,1.0044,1.1088,1.2037
delegation,governorate,Kairouan,margin_pp,11,92.9108,3.4133,84.2205,89.1801,92.6976,94.3999,94.7570,95.1117,95.5993
delegation,governorate,Kairouan,turnout_pct,11,29.2454,3.9151,23.6926,24.2180,25.8033,30.3942,32.2455,33.8181,34.3074
delegation,governorate,Kassérine,saied_share_pct,13,95.4023,0.8485,92.8472,95.2006,95.3316,95.5198,95.5878,96.1489,96.4403
delegation,governorate,Kassérine,zammel_share_pct,13,3.2736,0.7298,2.2815,2.4833,2.8140,3.2723,3.4351,3.7798,5.1543
delegation,governorate,Kassérine,maghzaoui_share_pct,13,1.3242,0.3491,0.9006,0.9817,1.1069,1.3361,1.3962,1.8970,2.0040
delegation,governorate,Kassérine,margin_pp,13,92.1287,1.5438,87.6929,91.4884,92.0593,92.1527,92.7856,93.7608,93.9874
delegation,governorate,Kassérine,turnout_pct,13,34.6827,4.2383,29.1970,29.5553,32.8011,33.6887,36.2730,39.7811,43.8791
delegation,governorate,Kebili,saied_share_pct,6,87.2802,4.1177,80.4965,83.0757,85.6931,87.7148,90.5838,91.0500,91.1957
delegation,governorate,Kebili,zammel_share_pct,6,6.5148,2.6921,4.0869,4.1574,4.4649,5.5456,8.3777,9.8414,10.4843
delegation,governorate,Kebili,maghzaoui_share_pct,6,6.2050,4.5079,3.1800,3.5205,4.0750,4.8556,5.1501,10.2388,15.2755
delegation,governorate,Kebili,margin_pp,6,78.8146,8.1389,65.2209,70.1958,75.5302,80.5145,84.8466,85.7336,86.4783
delegation,governorate,Kebili,turnout_pct,6,31.3515,5.1503,25.7291,27.0505,28.9619,30.7523,31.3884,36.2516,40.9097
delegation,governorate,Le Kef,saied_share_pct,11,95.6899,0.9479,93.7446,94.8108,95.2129,95.9762,96.1786,96.2766,97.4128
delegation,governorate,Le Kef,zammel_share_pct,11,2.9330,0.8706,1.7150,1.8925,2.5213,2.7586,3.3787,3.7977,4.7495
delegation,governorate,Le Kef,maghzaoui_share_pct,11,1.3770,0.2995,0.8723,1.1187,1.2085,1.3298,1.5404,1.7483,1.9304
delegation,governorate,Le Kef,margin_pp,11,92.7535,1.7921,88.9951,91.0132,91.8342,93.1273,93.6809,94.2468,95.6978
delegation,governorate,Le Kef,turnout_pct,11,31.9428,2.3440,29.0116,29.6950,30.1962,30.5412,34.1828,34.8955,35.3171
delegation,governorate,Mahdia,saied_share_pct,11,94.5432,1.6405,91.2894,92.5600,93.5174,94.8463,95.7105,96.1053,96.4998
delegation,governorate,Mahdia,zammel_share_pct,11,4.0866,1.3969,2.3146,2.6882,3.1663,3.6100,5.1488,5.7553,6.6371
delegation,governorate,Mahdia,maghzaoui_share_pct,11,1.3702,0.3529,0.9560,1.0048,1.1293,1.3234,1.5482,1.8223,2.0735
delegation,governorate,Mahdia,margin_pp,11,90.4566,3.0267,84.6523,86.9423,88.2998,91.3185,92.6026,93.3002,94.1852
delegation,governorate,Mahdia,turnout_pct,11,29.8596,3.2094,24.6347,26.6860,28.1752,28.9934,31.9299,33.6369,35.7713
delegation,governorate,Manubah,saied_share_pct,8,93.3412,4.0552,84.0703,89.6966,92.5739,94.9662,95.3358,96.2981,96.6886
delegation,governorate,Manubah,zammel_share_pct,8,5.2585,3.3807,2.4736,2.5828,3.3986,4.0213,5.9662,8.5543,12.8316
delegation,governorate,Manubah,maghzaoui_share_pct,8,1.4003,0.7213,0.8378,0.8842,1.0667,1.2054,1.3448,2.0188,3.0981
delegation,governorate,Manubah,margin_pp,8,88.0827,7.4315,71.2386,81.1421,86.6077,90.9450,91.9372,93.7153,94.2150
delegation,governorate,Manubah,turnout_pct,8,33.4193,1.4064,31.4722,31.4918,32.7295,33.4395,34.3679,35.1100,35.1419
delegation,governorate,Monastir,saied_share_pct,13,93.3927,1.9738,88.7021,92.0754,92.4610,93.2537,94.2382,95.7946,96.2136
delegation,governorate,Monastir,zammel_share_pct,13,5.2666,1.6824,2.7834,3.1905,4.5402,5.3855,6.2097,6.6274,9.0703
delegation,governorate,Monastir,maghzaoui_share_pct,13,1.3406,0.3678,0.9945,1.0064,1.1160,1.2216,1.4247,1.7624,2.2276
delegation,governorate,Monastir,margin_pp,13,88.1261,3.6493,79.6318,85.5530,86.0758,87.8044,89.6980,92.6041,93.4303
