bureau_code,delegation_key_2014,governorate_isie,delegation_isie,governorate_name,delegation_name,id_delegation,region_name,polling_centre,essebsi,marzouki,valid_votes,essebsi_share_pct,margin_pp
03120414703,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية السهل مقرين - حي شاكر1 مكتب 3,195,117,312,62.5,25.0
03120414704,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية السهل مقرين - حي شاكر1 مكتب 4,151,119,270,55.93,11.85
03120514801,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية حي شاكر مقرين - حي شاكر2 مكتب 1,309,87,396,78.03,56.06
03120514802,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية حي شاكر مقرين - حي شاكر2 مكتب 2,300,129,429,69.93,39.86
03120514803,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية حي شاكر مقرين - حي شاكر2 مكتب 3,220,155,375,58.67,17.33
03120514804,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية حي شاكر مقرين - حي شاكر2 مكتب 4,198,150,348,56.9,13.79
03120514805,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية حي شاكر مقرين - حي شاكر2 مكتب 5,182,119,301,60.47,20.93
03120614901,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية نهج ابن سينا سيدي رزيق - سيدي رزيق1 مكتب 1,231,94,325,71.08,42.15
03120614902,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية نهج ابن سينا سيدي رزيق - سيدي رزيق1 مكتب 2,199,103,302,65.89,31.79
03120615001,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية الربوة سيدي رزيــق - سيدي رزيق1 مكتب 1,365,101,466,78.33,56.65
03120615002,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية الربوة سيدي رزيــق - سيدي رزيق1 مكتب 2,309,132,441,70.07,40.14
03120615003,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية الربوة سيدي رزيــق - سيدي رزيق1 مكتب 3,293,104,397,73.8,47.61
03120715101,0312,BenArous,Megrine,Ben Arous,Megrine,1359,Nord Est,م إبتدائية حي الهناء مقرين - سيدي رزيق2 مكتب 1,209,98,307,68.08,36.16
04010100101,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية شارع الحرية أريانة الجديدة مكتب 1,357,103,460,77.61,55.22
04010100102,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية شارع الحرية أريانة الجديدة مكتب 2,346,108,454,76.21,52.42
04010100103,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية شارع الحرية أريانة الجديدة مكتب 3,322,115,437,73.68,47.37
04010100104,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية شارع الحرية أريانة الجديدة مكتب 4,276,158,434,63.59,27.19
04010100105,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية شارع الحرية أريانة الجديدة مكتب 5,242,137,379,63.85,27.7
04010100106,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية شارع الحرية أريانة الجديدة مكتب 6,227,131,358,63.41,26.82
04010100107,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية شارع الحرية أريانة الجديدة مكتب 7,206,117,323,63.78,27.55
04010200201,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض الأندلس - أريانة العليا مكتب 1,409,93,502,81.47,62.95
04010200202,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض الأندلس - أريانة العليا مكتب 2,367,124,491,74.75,49.49
04010200203,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض الأندلس - أريانة العليا مكتب 3,346,132,478,72.38,44.77
04010200204,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض الأندلس - أريانة العليا مكتب 4,337,133,470,71.7,43.4
04010200205,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض الأندلس - أريانة العليا مكتب 5,317,152,469,67.59,35.18
04010200206,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض الأندلس - أريانة العليا مكتب 6,337,112,449,75.06,50.11
04010200207,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض الأندلس - أريانة العليا مكتب 7,316,98,414,76.33,52.66
04010200208,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض الأندلس - أريانة العليا مكتب 8,320,101,421,76.01,52.02
04010200301,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية طريق بنزرت أريانة - أريانة العليا مكتب 1,305,93,398,76.63,53.27
04010200302,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية طريق بنزرت أريانة - أريانة العليا مكتب 2,273,96,369,73.98,47.97
04010200303,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية طريق بنزرت أريانة - أريانة العليا مكتب 3,256,118,374,68.45,36.9
04010200304,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية طريق بنزرت أريانة - أريانة العليا مكتب 4,200,143,343,58.31,16.62
04010200305,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية طريق بنزرت أريانة - أريانة العليا مكتب 5,198,95,293,67.58,35.15
04010200306,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية طريق بنزرت أريانة - أريانة العليا مكتب 6,173,129,302,57.28,14.57
04010200401,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية أريانة العليا مكتب 1,328,83,411,79.81,59.61
04010200402,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية أريانة العليا مكتب 2,337,72,409,82.4,64.79
04010200403,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية أريانة العليا مكتب 3,283,109,392,72.19,44.39
04010200404,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية أريانة العليا مكتب 4,263,119,382,68.85,37.7
04010200405,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية أريانة العليا مكتب 5,224,129,353,63.46,26.91
04010200406,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية أريانة العليا مكتب 6,242,102,344,70.35,40.7
04010200407,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية أريانة العليا مكتب 7,244,102,346,70.52,41.04
04010200501,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية برج التركي - اريانة العليا مكتب 1,199,78,277,71.84,43.68
04010300601,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية سيدي الجبالي - اريانة المدينة مكتب 1,350,101,451,77.61,55.21
04010300602,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية سيدي الجبالي - اريانة المدينة مكتب 2,310,122,432,71.76,43.52
04010300603,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية سيدي الجبالي - اريانة المدينة مكتب 3,222,164,386,57.51,15.03
04010300604,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية سيدي الجبالي - اريانة المدينة مكتب 4,224,136,360,62.22,24.44
04010300605,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية سيدي الجبالي - اريانة المدينة مكتب 5,203,142,345,58.84,17.68
04010300701,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية الحبيب ثامر - اريانة المدينة مكتب 1,355,123,478,74.27,48.54
04010300702,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية الحبيب ثامر - اريانة المدينة مكتب 2,330,122,452,73.01,46.02
04010300703,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية الحبيب ثامر - اريانة المدينة مكتب 3,288,135,423,68.09,36.17
04010300704,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية الحبيب ثامر - اريانة المدينة مكتب 4,200,201,401,49.88,-0.25
04010300705,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية الحبيب ثامر - اريانة المدينة مكتب 5,233,148,381,61.15,22.31
04010300706,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية الحبيب ثامر - اريانة المدينة مكتب 6,217,132,349,62.18,24.36
04010300707,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية الحبيب ثامر - اريانة المدينة مكتب 7,175,150,325,53.85,7.69
04010300801,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المدرسة الدوليـة - اريانة المدينة مكتب 1,295,97,392,75.26,50.51
04010300802,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المدرسة الدوليـة - اريانة المدينة مكتب 2,217,120,337,64.39,28.78
04010300803,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المدرسة الدوليـة - اريانة المدينة مكتب 3,190,119,309,61.49,22.98
04010300804,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المدرسة الدوليـة - اريانة المدينة مكتب 4,163,133,296,55.07,10.14
04010300805,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المدرسة الدوليـة - اريانة المدينة مكتب 5,138,130,268,51.49,2.99
04010300901,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية فرحات حشاد أريانة - اريانة المدينة مكتب 1,345,87,432,79.86,59.72
04010300902,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية فرحات حشاد أريانة - اريانة المدينة مكتب 2,339,92,431,78.65,57.31
04010300903,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية فرحات حشاد أريانة - اريانة المدينة مكتب 3,324,104,428,75.7,51.4
04010300904,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية فرحات حشاد أريانة - اريانة المدينة مكتب 4,241,136,377,63.93,27.85
04010300905,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية فرحات حشاد أريانة - اريانة المدينة مكتب 5,226,166,392,57.65,15.31
04010300906,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية فرحات حشاد أريانة - اريانة المدينة مكتب 6,233,128,361,64.54,29.09
04010300907,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية فرحات حشاد أريانة - اريانة المدينة مكتب 7,224,101,325,68.92,37.85
04010300908,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية فرحات حشاد أريانة - اريانة المدينة مكتب 8,215,125,340,63.24,26.47
04010300909,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية فرحات حشاد أريانة - اريانة المدينة مكتب 9,167,118,285,58.6,17.19
04010401001,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه الخامس 1شارع افريقيا مكتب 1,421,64,485,86.8,73.61
04010401002,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه الخامس 1شارع افريقيا مكتب 2,436,54,490,88.98,77.96
04010401003,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه الخامس 1شارع افريقيا مكتب 3,424,76,500,84.8,69.6
04010401004,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه الخامس 1شارع افريقيا مكتب 4,416,77,493,84.38,68.76
04010401005,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه الخامس 1شارع افريقيا مكتب 5,395,81,476,82.98,65.97
04010401006,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه الخامس 1شارع افريقيا مكتب 6,386,60,446,86.55,73.09
04010401007,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه الخامس 1شارع افريقيا مكتب 7,355,60,415,85.54,71.08
04010401101,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية المنزه الخامس مكتب 1,435,61,496,87.7,75.4
04010401102,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية المنزه الخامس مكتب 2,377,81,458,82.31,64.63
04010401103,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية المنزه الخامس مكتب 3,351,74,425,82.59,65.18
04010401104,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية المنزه الخامس مكتب 4,348,73,421,82.66,65.32
04010501201,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية نهج بلال المنزه السادس مكتب 1,443,39,482,91.91,83.82
04010501202,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية نهج بلال المنزه السادس مكتب 2,436,46,482,90.46,80.91
04010501203,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية نهج بلال المنزه السادس مكتب 3,433,51,484,89.46,78.93
04010501204,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية نهج بلال المنزه السادس مكتب 4,359,87,446,80.49,60.99
04010501205,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية نهج بلال المنزه السادس مكتب 5,410,79,489,83.84,67.69
04010501206,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية نهج بلال المنزه السادس مكتب 6,382,56,438,87.21,74.43
04010501207,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية نهج بلال المنزه السادس مكتب 7,366,47,413,88.62,77.24
04010501208,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية نهج بلال المنزه السادس مكتب 8,352,42,394,89.34,78.68
04010501301,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية المنزه السادس مكتب 1,405,68,473,85.62,71.25
04010501302,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية المنزه السادس مكتب 2,417,57,474,87.97,75.95
04010501303,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية المنزه السادس مكتب 3,370,70,440,84.09,68.18
04010501304,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية المنزه السادس مكتب 4,363,79,442,82.13,64.25
04010501305,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية المنزه السادس مكتب 5,359,46,405,88.64,77.28
04010501306,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية المنزه السادس مكتب 6,325,63,388,83.76,67.53
04010501307,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية المنزه السادس مكتب 7,300,58,358,83.8,67.6
04010601401,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي النور أريانة - التعمير مكتب 1,282,121,403,69.98,39.95
04010601402,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي النور أريانة - التعمير مكتب 2,220,162,382,57.59,15.18
04010601403,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي النور أريانة - التعمير مكتب 3,214,151,365,58.63,17.26
04010601404,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي النور أريانة - التعمير مكتب 4,205,154,359,57.1,14.21
04010601501,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي التعمير 1 أريانة مكتب 1,244,96,340,71.76,43.53
04010601502,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي التعمير 1 أريانة مكتب 2,220,115,335,65.67,31.34
04010601503,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي التعمير 1 أريانة مكتب 3,195,129,324,60.19,20.37
04010601504,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي التعمير 1 أريانة مكتب 4,148,111,259,57.14,14.29
04010601601,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي الفردوس أريانة - التعمير مكتب 1,307,118,425,72.24,44.47
04010601602,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي الفردوس أريانة - التعمير مكتب 2,290,116,406,71.43,42.86
04010601603,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي الفردوس أريانة - التعمير مكتب 3,260,141,401,64.84,29.68
04010601604,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي الفردوس أريانة - التعمير مكتب 4,247,154,401,61.6,23.19
04010601605,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي الفردوس أريانة - التعمير مكتب 5,197,161,358,55.03,10.06
04010601606,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي الفردوس أريانة - التعمير مكتب 6,225,126,351,64.1,28.21
04010601607,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية حي الفردوس أريانة - التعمير مكتب 7,208,129,337,61.72,23.44
04010701701,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه السابع أريانة - النصر 1 مكتب 1,456,37,493,92.49,84.99
04010701702,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه السابع أريانة - النصر 1 مكتب 2,439,51,490,89.59,79.18
04010701703,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه السابع أريانة - النصر 1 مكتب 3,385,98,483,79.71,59.42
04010701704,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه السابع أريانة - النصر 1 مكتب 4,372,100,472,78.81,57.63
04010701705,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه السابع أريانة - النصر 1 مكتب 5,358,66,424,84.43,68.87
04010701706,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه السابع أريانة - النصر 1 مكتب 6,355,58,413,85.96,71.91
04010701707,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه السابع أريانة - النصر 1 مكتب 7,320,66,386,82.9,65.8
04010701801,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه الثامن - النصر 1 مكتب 1,421,76,497,84.71,69.42
04010701802,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه الثامن - النصر 1 مكتب 2,425,72,497,85.51,71.03
04010701803,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه الثامن - النصر 1 مكتب 3,388,94,482,80.5,61.0
04010701804,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه الثامن - النصر 1 مكتب 4,328,82,410,80.0,60.0
04010701805,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية المنزه الثامن - النصر 1 مكتب 5,314,72,386,81.35,62.69
04010801901,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر2 مكتب 1,453,53,506,89.53,79.05
04010801902,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر2 مكتب 2,446,59,505,88.32,76.63
04010801903,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر2 مكتب 3,408,96,504,80.95,61.9
04010801904,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر2 مكتب 4,412,63,475,86.74,73.47
04010801905,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر2 مكتب 5,403,79,482,83.61,67.22
04010801906,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر2 مكتب 6,390,48,438,89.04,78.08
04010801907,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر2 مكتب 7,402,37,439,91.57,83.14
04010802001,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر1 أريانة - النصر 2 مكتب 1,437,68,505,86.53,73.07
04010802002,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر1 أريانة - النصر 2 مكتب 2,456,49,505,90.3,80.59
04010802003,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر1 أريانة - النصر 2 مكتب 3,434,71,505,85.94,71.88
04010802004,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر1 أريانة - النصر 2 مكتب 4,395,91,486,81.28,62.55
04010802005,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر1 أريانة - النصر 2 مكتب 5,421,63,484,86.98,73.97
04010802006,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر1 أريانة - النصر 2 مكتب 6,357,65,422,84.6,69.19
04010802007,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر1 أريانة - النصر 2 مكتب 7,367,60,427,85.95,71.9
04010802008,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م إبتدائية رياض النصر1 أريانة - النصر 2 مكتب 8,364,56,420,86.67,73.33
04010802101,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية رياض النصــــــر أريانـة - النصر 2 مكتب 1,400,63,463,86.39,72.79
04010802102,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية رياض النصــــــر أريانـة - النصر 2 مكتب 2,398,65,463,85.96,71.92
04010802103,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية رياض النصــــــر أريانـة - النصر 2 مكتب 3,370,78,448,82.59,65.18
04010802104,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية رياض النصــــــر أريانـة - النصر 2 مكتب 4,364,68,432,84.26,68.52
04010802105,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية رياض النصــــــر أريانـة - النصر 2 مكتب 5,348,79,427,81.5,63.0
04010802106,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية رياض النصــــــر أريانـة - النصر 2 مكتب 6,355,42,397,89.42,78.84
04010802107,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية رياض النصــــــر أريانـة - النصر 2 مكتب 7,349,58,407,85.75,71.5
04010802108,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,م.إعدادية رياض النصــــــر أريانـة - النصر 2 مكتب 8,319,51,370,86.22,72.43
04010802201,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,معهد حي النصر - النصر 2 مكتب 1,409,62,471,86.84,73.67
04010802202,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,معهد حي النصر - النصر 2 مكتب 2,378,80,458,82.53,65.07
04010802203,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,معهد حي النصر - النصر 2 مكتب 3,354,80,434,81.57,63.13
04010802204,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,معهد حي النصر - النصر 2 مكتب 4,332,84,416,79.81,59.62
04010802205,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,معهد حي النصر - النصر 2 مكتب 5,333,65,398,83.67,67.34
04010802206,0401,Ariana,ArianaVille,Ariana,L’Ariana Ville,1251,Nord Est,معهد حي النصر - النصر 2 مكتب 6,328,53,381,86.09,72.18
04020102301,0402,Ariana,Mnihla,Ariana,El Mnihla,1257,Nord Est,م إبتدائية المنيهلة مكتب 1,193,147,340,56.76,13.53
04020102302,0402,Ariana,Mnihla,Ariana,El Mnihla,1257,Nord Est,م إبتدائية المنيهلة مكتب 2,158,154,312,50.64,1.28
04020102303,0402,Ariana,Mnihla,Ariana,El Mnihla,1257,Nord Est,م إبتدائية المنيهلة مكتب 3,108,170,278,38.85,-22.3
04020102304,0402,Ariana,Mnihla,Ariana,El Mnihla,1257,Nord Est,م إبتدائية المنيهلة مكتب 4,118,126,244,48.36,-3.28
04020102401,0402,Ariana,Mnihla,Ariana,El Mnihla,1257,Nord Est,م إبتدائية حي النصر 1 عن المنيهلة مكتب 1,247,156,403,61.29,22.58
04020102402,0402,Ariana,Mnihla,Ariana,El Mnihla,1257,Nord Est,م إبتدائية حي النصر 1 عن المنيهلة مكتب 2,199,179,378,52.65,5.29
04020102403,0402,Ariana,Mnihla,Ariana,El Mnihla,1257,Nord Est,م إبتدائية حي النصر 1 عن المنيهلة مكتب 3,139,181,320,43.44,-13.12
04020102404,0402,Ariana,Mnihla,Ariana,El Mnihla,1257,Nord Est,م إبتدائية حي النصر 1 عن المنيهلة مكتب 4,115,158,273,42.12,-15.75
04020102501,0402,Ariana,Mnihla,Ariana,El Mnihla,1257,Nord Est,م إبتدائية حي النصر 2 عن المنيهلة مكتب 1,277,128,405,68.4,36.79
04020102502,0402,Ariana,Mnihla,Ariana,El Mnihla,1257,Nord Est,م إبتدائية حي النصر 2 عن المنيهلة مكتب 2,226,158,384,58.85,17.71
