governorate,delegation,constituency,registered,voters,votes_valid,votes_spoilt,votes_blank,candidate_sum,n_candidates,outcome,winner,ballot_identity_ok,candidate_sum_ok,year,decision_date_raw,block_index,delegation_folder,source_file,drive_id
الكاف,نبر,نبر يتقدم الها المترشحان,,,,,,0,0,runoff,,,,2023,27 ديسمبر 2023,10,نبر,قرار الهيئة لمعتمدية نبر__68__الكاف.PDF,1ShOEi4Ce965h3FF2O3q8ycpfH5AzPGLN
أريانة,المنيهله,,,0,,,,0,0,,,,,2023,27 ديسمبر 2023,1,المنيهلة,المنيهلة.PDF,14AyC5LD2O1kZyCaQ2ok5_AWE8QBoCKcQ
أريانة,المنيهله,15 اكتوبر - (المنهله),,,,,,178,2,runoff,,,,2023,27 ديسمبر 2023,2,المنيهلة,المنيهلة.PDF,14AyC5LD2O1kZyCaQ2ok5_AWE8QBoCKcQ
أريانة,المنيهله,البساتين - (المنهيله)؛,11260,5,663,18,24,663,2,elected,وسام الرتيمي,false,true,2023,27 ديسمبر 2023,3,المنيهلة,المنيهلة.PDF,14AyC5LD2O1kZyCaQ2ok5_AWE8QBoCKcQ
أريانة,المنيهله,البساتين - (المنهيله)؛,12809,885,7,19,34,832,4,runoff,,false,false,2023,27 ديسمبر 2023,4,المنيهلة,المنيهلة.PDF,14AyC5LD2O1kZyCaQ2ok5_AWE8QBoCKcQ
أريانة,المنيهله,المنهله,7183,546,4,28,14,366,2,elected,مراد خزري,false,false,2023,27 ديسمبر 2023,5,المنيهلة,المنيهلة.PDF,14AyC5LD2O1kZyCaQ2ok5_AWE8QBoCKcQ
أريانة,المنيهله,النصر - (المنهله) يتقدم,4,1081,15,28,38,995,5,runoff,,false,false,2023,27 ديسمبر 2023,6,المنيهلة,المنيهلة.PDF,14AyC5LD2O1kZyCaQ2ok5_AWE8QBoCKcQ
أريانة,اريانه المدينه,اربانه الجديده,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,أريانة المدينة,أريانة المدينة.PDF,10f0TKLbXks4EdrK1S7nBG54fkLphh2Fr
أريانة,اريانه المدينه,اربانه الجديده,5140,379,356,14,9,356,3,elected,وديع الجديدي,true,true,2023,27 ديسمبر 2023,2,أريانة المدينة,أريانة المدينة.PDF,10f0TKLbXks4EdrK1S7nBG54fkLphh2Fr
أريانة,اريانه المدينه,اربانه العلياء تصرح البييه العليا المستقله,16077,971,808,33,30,808,3,,,false,true,2023,27 ديسمبر 2023,3,أريانة المدينة,أريانة المدينة.PDF,10f0TKLbXks4EdrK1S7nBG54fkLphh2Fr
أريانة,اريانه المدينه,اريانه المدينه تصرح,10670,443,27,9,7,427,3,elected,العربي بوقمحه,false,false,2023,27 ديسمبر 2023,4,أريانة المدينة,أريانة المدينة.PDF,10f0TKLbXks4EdrK1S7nBG54fkLphh2Fr
أريانة,اريانه المدينه,التعمير يتقدم اليها,67,707,,24,11,672,6,runoff,,,,2023,27 ديسمبر 2023,5,أريانة المدينة,أريانة المدينة.PDF,10f0TKLbXks4EdrK1S7nBG54fkLphh2Fr
أريانة,اريانه المدينه,المنزه الخامسء تصرح,8161,422,398,14,10,398,3,elected,المبدي القعلول,true,true,2023,27 ديسمبر 2023,6,أريانة المدينة,أريانة المدينة.PDF,10f0TKLbXks4EdrK1S7nBG54fkLphh2Fr
أريانة,اريانه المدينه,المنزه السادسء تصرح,107111,446,27,7,12,333,2,elected,حياه مسعودي,false,false,2023,27 ديسمبر 2023,7,أريانة المدينة,أريانة المدينة.PDF,10f0TKLbXks4EdrK1S7nBG54fkLphh2Fr
أريانة,اريانه المدينه,النصر 1 تصرح البييه العليا,,,,,,401,2,elected,حده المبروي,,,2023,27 ديسمبر 2023,8,أريانة المدينة,أريانة المدينة.PDF,10f0TKLbXks4EdrK1S7nBG54fkLphh2Fr
أريانة,اريانه المدينه,"النصر2, تصرح البييه",20848,802,,40,27,735,2,elected,محمد امين المستيري,,,2023,27 ديسمبر 2023,9,أريانة المدينة,أريانة المدينة.PDF,10f0TKLbXks4EdrK1S7nBG54fkLphh2Fr
أريانة,اريانه المدينه,الياسمينه - (اريانه,774,911,6,46,29,836,3,runoff,,false,false,2023,27 ديسمبر 2023,10,أريانة المدينة,أريانة المدينة.PDF,10f0TKLbXks4EdrK1S7nBG54fkLphh2Fr
أريانة,حي التضامن,,,2,,,,0,0,,,,,2023,77 ديسمبر 2023,1,حي التضامن,حي التضامن.PDF,19iPoK_QC-IQosyyeeD_oggKZog2_C7NX
أريانة,حي التضامن,2مارس - (حي,6537,485,459,13,13,405,2,runoff,,true,false,2023,77 ديسمبر 2023,2,حي التضامن,حي التضامن.PDF,19iPoK_QC-IQosyyeeD_oggKZog2_C7NX
أريانة,حي التضامن,9افريل؛ تصرح,4248,401,386,,7,186,2,elected,سناء بن عمر,,false,2023,77 ديسمبر 2023,3,حي التضامن,حي التضامن.PDF,19iPoK_QC-IQosyyeeD_oggKZog2_C7NX
أريانة,حي التضامن,18جانفي - (حي,21788,839,1,46,28,461,3,runoff,,false,false,2023,77 ديسمبر 2023,4,حي التضامن,حي التضامن.PDF,19iPoK_QC-IQosyyeeD_oggKZog2_C7NX
أريانة,حي التضامن,ابن خلدون - (حي التضامن),652,84,76,0,8,76,1,,,true,true,2023,77 ديسمبر 2023,5,حي التضامن,حي التضامن.PDF,19iPoK_QC-IQosyyeeD_oggKZog2_C7NX
أريانة,حي التضامن,ابو القاسم الشابي - (حي التضامن),75,182,173,,4,173,1,,,,true,2023,77 ديسمبر 2023,6,حي التضامن,حي التضامن.PDF,19iPoK_QC-IQosyyeeD_oggKZog2_C7NX
أريانة,حي التضامن,التضامن 4,4985,533,500,21,12,500,2,elected,احمد العياري,true,true,2023,77 ديسمبر 2023,7,حي التضامن,حي التضامن.PDF,19iPoK_QC-IQosyyeeD_oggKZog2_C7NX
أريانة,حي التضامن,المنجي سليم,4602,423,3795,19,9,195,2,elected,محمد القديدي,false,false,2023,77 ديسمبر 2023,8,حي التضامن,حي التضامن.PDF,19iPoK_QC-IQosyyeeD_oggKZog2_C7NX
أريانة,حي التضامن,حي التضامن,7159,668,609,34,25,609,3,,,true,true,2023,77 ديسمبر 2023,9,حي التضامن,حي التضامن.PDF,19iPoK_QC-IQosyyeeD_oggKZog2_C7NX
أريانة,حي التضامن,خير الدين باشا - (حي التضامن),986,110,99,3,8,99,1,,,true,true,2023,77 ديسمبر 2023,10,حي التضامن,حي التضامن.PDF,19iPoK_QC-IQosyyeeD_oggKZog2_C7NX
أريانة,رواد,جعفر,,8,,,,0,0,,,,,2023,21 افريل 2022,1,رواد,رواد.PDF,1Kf5uTfRtun3JAJ1bLR9aYuyk-9beOdxj
أريانة,رواد,جعفر يتقدم الها,,7,7,24,19,829,7,runoff,,false,false,2023,21 افريل 2022,2,رواد,رواد.PDF,1Kf5uTfRtun3JAJ1bLR9aYuyk-9beOdxj
أريانة,رواد,رواد يتقدم المها المترشحان,11458,877,845,20,2,845,8,,,false,true,2023,21 افريل 2022,3,رواد,رواد.PDF,1Kf5uTfRtun3JAJ1bLR9aYuyk-9beOdxj
أريانة,رواد,سيدي عمر بوخطيوه,8684,794,7,13,22,2000573,3,runoff,,false,false,2023,21 افريل 2022,4,رواد,رواد.PDF,1Kf5uTfRtun3JAJ1bLR9aYuyk-9beOdxj
أريانة,رواد,الغزاله» تصرح البييه,,687,649,4,4,1388,10,elected,عصام منصوري,false,false,2023,21 افريل 2022,5,رواد,رواد.PDF,1Kf5uTfRtun3JAJ1bLR9aYuyk-9beOdxj
أريانة,رواد,النخيلات يتقدم الها,3834,618,7757,18,25,575,6,runoff,,false,false,2023,21 افريل 2022,6,رواد,رواد.PDF,1Kf5uTfRtun3JAJ1bLR9aYuyk-9beOdxj
أريانة,رواد,برج الطويل يتقدم الها,9080,627,602,11,4,602,7,runoff,,false,true,2023,21 افريل 2022,7,رواد,رواد.PDF,1Kf5uTfRtun3JAJ1bLR9aYuyk-9beOdxj
أريانة,سكره,,,1,,,,0,0,,,,,2023,77 ديسمبر 2023,1,سكرة,سكرة.PDF,1QglpOd5GTvKo0IVtJxbK6x6HgowAQacL
أريانة,سكره,"البساتين - (سكره),",4118,288,,8,3,277,2,elected,عادل الجابري,,,2023,77 ديسمبر 2023,2,سكرة,سكرة.PDF,1QglpOd5GTvKo0IVtJxbK6x6HgowAQacL
أريانة,سكره,دار فضالء تصرح البييه,662,7,5,16,12,750,2,elected,كمال المثلوثي,false,false,2023,77 ديسمبر 2023,3,سكرة,سكرة.PDF,1QglpOd5GTvKo0IVtJxbK6x6HgowAQacL
أريانة,سكره,سكره - (سكره) يتقدم,19832,641,600,19,22,600,3,runoff,,true,true,2023,77 ديسمبر 2023,4,سكرة,سكرة.PDF,1QglpOd5GTvKo0IVtJxbK6x6HgowAQacL
أريانة,سكره,شطرانه يتقدم اليها,8045,599,4,6,9,425,3,runoff,,false,false,2023,77 ديسمبر 2023,5,سكرة,سكرة.PDF,1QglpOd5GTvKo0IVtJxbK6x6HgowAQacL
أريانة,سكره,التعمير الخامس يتقدم,14741,1349,1,36,33,1025,6,runoff,,false,false,2023,77 ديسمبر 2023,6,سكرة,سكرة.PDF,1QglpOd5GTvKo0IVtJxbK6x6HgowAQacL
أريانة,سكره,النسيم - (سكره) يتقدم,71,1029,957,43,29,808,7,runoff,,true,false,2023,77 ديسمبر 2023,7,سكرة,سكرة.PDF,1QglpOd5GTvKo0IVtJxbK6x6HgowAQacL
أريانة,سكره,برج الوزير- (سكره),8460,55,46,0,9,46,1,,,true,true,2023,77 ديسمبر 2023,8,سكرة,سكرة.PDF,1QglpOd5GTvKo0IVtJxbK6x6HgowAQacL
أريانة,سيدي ثابت,المنجي,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,سيدي ثابت,سيدي ثابت.PDF,1ocyAI2pg3cXzM0cRAxqfyl9v9ju1EaSq
أريانة,سيدي ثابت,المنجي سليم,2983,351,2,13,6,332,2,,,false,false,2023,27 ديسمبر 2023,2,سيدي ثابت,سيدي ثابت.PDF,1ocyAI2pg3cXzM0cRAxqfyl9v9ju1EaSq
أريانة,سيدي ثابت,بجاوه يتقدم الهها,,265,260,3,2,157,2,runoff,,true,false,2023,27 ديسمبر 2023,3,سيدي ثابت,سيدي ثابت.PDF,1ocyAI2pg3cXzM0cRAxqfyl9v9ju1EaSq
أريانة,سيدي ثابت,"سباله بن عمار,",4337,,,10,7,5102027,1,elected,حسني كشيم,,,2023,27 ديسمبر 2023,4,سيدي ثابت,سيدي ثابت.PDF,1ocyAI2pg3cXzM0cRAxqfyl9v9ju1EaSq
أريانة,سيدي ثابت,"سيدي ثابت,",7099,486,452,17,17,221,2,elected,خوله اليوسفي,true,false,2023,27 ديسمبر 2023,5,سيدي ثابت,سيدي ثابت.PDF,1ocyAI2pg3cXzM0cRAxqfyl9v9ju1EaSq
أريانة,سيدي ثابت,شرفشء تصرح,,296,287,6,3,287,2,elected,محمد الميزوري,true,true,2023,27 ديسمبر 2023,6,سيدي ثابت,سيدي ثابت.PDF,1ocyAI2pg3cXzM0cRAxqfyl9v9ju1EaSq
أريانة,قلعه الاندلس,,,6,,,,0,0,,,,,2023,27 ديسمبر 2023,1,قلعة الأندلس,قلعة الأندلس.PDF,1x5hQh5VhqfkTb3bVgBe0pT0OzT9JKwV5
أريانة,قلعه الاندلس,"الحسيان,",533,192,83,7,2,183,2,elected,احمد سعودي,false,false,2023,27 ديسمبر 2023,2,قلعة الأندلس,قلعة الأندلس.PDF,1x5hQh5VhqfkTb3bVgBe0pT0OzT9JKwV5
أريانة,قلعه الاندلس,النحليء تصرح,4,455,443,9,3,241,2,elected,رياض الدريدي,true,false,2023,27 ديسمبر 2023,3,قلعة الأندلس,قلعة الأندلس.PDF,1x5hQh5VhqfkTb3bVgBe0pT0OzT9JKwV5
أريانة,قلعه الاندلس,بوحنش,1522,419,14,2,3,414,2,elected,ماهر الزواري,false,false,2023,27 ديسمبر 2023,4,قلعة الأندلس,قلعة الأندلس.PDF,1x5hQh5VhqfkTb3bVgBe0pT0OzT9JKwV5
أريانة,قلعه الاندلس,قلعه الاندلس,7940,796,1,16,19,761,2,elected,احمد الكسوري,false,false,2023,27 ديسمبر 2023,5,قلعة الأندلس,قلعة الأندلس.PDF,1x5hQh5VhqfkTb3bVgBe0pT0OzT9JKwV5
أريانة,قلعه الاندلس,قلعه الاندلس,6929,1121,81,26,14,581,3,elected,عادل الحصايري,false,false,2023,27 ديسمبر 2023,6,قلعة الأندلس,قلعة الأندلس.PDF,1x5hQh5VhqfkTb3bVgBe0pT0OzT9JKwV5
أريانة,قلعه الاندلس,قنطره بنزرت,4,363,4,6,3,51,2,elected,ه) نورالدين الدزيري,false,false,2023,27 ديسمبر 2023,7,قلعة الأندلس,قلعة الأندلس.PDF,1x5hQh5VhqfkTb3bVgBe0pT0OzT9JKwV5
بن عروس,الزهراء,,,64,,,,0,0,,,,,2023,77 ديسمبر 2023,1,الزهراء,قرار الهيئة لمعتمدية الزهراء__26__بن عروس.PDF,11_KXgXLbtRY0LnUeGb2soz4u9BJGb8Ct
بن عروس,الزهراء,18جانفي - (الزهراء)ء,6295,594,61,19,14,377,1,elected,ايمان البكوش,false,false,2023,77 ديسمبر 2023,2,الزهراء,قرار الهيئة لمعتمدية الزهراء__26__بن عروس.PDF,11_KXgXLbtRY0LnUeGb2soz4u9BJGb8Ct
بن عروس,الزهراء,"الزهراء المدينه, تصرح",11835,417,396,10,11,196,2,elected,عادل ماجول,true,false,2023,77 ديسمبر 2023,3,الزهراء,قرار الهيئة لمعتمدية الزهراء__26__بن عروس.PDF,11_KXgXLbtRY0LnUeGb2soz4u9BJGb8Ct
بن عروس,الزهراء,برج الوزير - (الزهراء)؛ تصرح,2638,213,199,10,4,199,2,elected,سليم باقو,true,true,2023,77 ديسمبر 2023,4,الزهراء,قرار الهيئة لمعتمدية الزهراء__26__بن عروس.PDF,11_KXgXLbtRY0LnUeGb2soz4u9BJGb8Ct
بن عروس,الزهراء,حي الحبيب 1 - (الزهراء),5706,232,705,8,19,5,1,,,false,false,2023,77 ديسمبر 2023,5,الزهراء,قرار الهيئة لمعتمدية الزهراء__26__بن عروس.PDF,11_KXgXLbtRY0LnUeGb2soz4u9BJGb8Ct
بن عروس,الزهراء,حي الحبيب 2 - (الزهراء),4303,178,151,4,23,151,1,,,true,true,2023,77 ديسمبر 2023,6,الزهراء,قرار الهيئة لمعتمدية الزهراء__26__بن عروس.PDF,11_KXgXLbtRY0LnUeGb2soz4u9BJGb8Ct
بن عروس,المحمديه,,,57,,,,0,0,,,,,2023,27 ديسمبر 2023,1,المحمدية,قرار الهيئة لمعتمدية المحمدية__22__بن عروس.PDF,1n76iQ2vp1rl2DTipvHyq5B8v52cgvJRB
بن عروس,المحمديه,المحمديه,17663,13271,4,32,15,980,6,,,false,false,2023,27 ديسمبر 2023,2,المحمدية,قرار الهيئة لمعتمدية المحمدية__22__بن عروس.PDF,1n76iQ2vp1rl2DTipvHyq5B8v52cgvJRB
بن عروس,المحمديه,المنجي سليم,9021,7271,678,30,13,678,2,elected,الحسين الصالحي,false,true,2023,27 ديسمبر 2023,3,المحمدية,قرار الهيئة لمعتمدية المحمدية__22__بن عروس.PDF,1n76iQ2vp1rl2DTipvHyq5B8v52cgvJRB
بن عروس,المحمديه,حي السعاده,10014,747,691,39,17,273,1,elected,الشادلي الشريف,true,false,2023,27 ديسمبر 2023,4,المحمدية,قرار الهيئة لمعتمدية المحمدية__22__بن عروس.PDF,1n76iQ2vp1rl2DTipvHyq5B8v52cgvJRB
بن عروس,المحمديه,حي النسيم,11129,835,0,23,10,465,3,,,false,false,2023,27 ديسمبر 2023,5,المحمدية,قرار الهيئة لمعتمدية المحمدية__22__بن عروس.PDF,1n76iQ2vp1rl2DTipvHyq5B8v52cgvJRB
بن عروس,المحمديه,سيدي فرج,,,9,15,7,511,3,elected,محمد الطاهر العوسجي,,false,2023,27 ديسمبر 2023,6,المحمدية,قرار الهيئة لمعتمدية المحمدية__22__بن عروس.PDF,1n76iQ2vp1rl2DTipvHyq5B8v52cgvJRB
بن عروس,المدينه الجديده,,,63,,,,0,0,,,,,2023,20 ديسمبر 2012,1,المدينة الجديدة,قرار الهيئة لمعتمدية المدينة الجديدة__24__بن عروس.PDF,1H4GrA8xbuE2shr-qxrtgAals3XD98aAz
بن عروس,المدينه الجديده,الرابطه - (المدينه,8748,442,,8,14,420,2,elected,حلمي دخيل,,,2023,20 ديسمبر 2012,2,المدينة الجديدة,قرار الهيئة لمعتمدية المدينة الجديدة__24__بن عروس.PDF,1H4GrA8xbuE2shr-qxrtgAals3XD98aAz
بن عروس,المدينه الجديده,المدينه الجديده2,4100,,,,16,123,1,,,,,2023,20 ديسمبر 2012,3,المدينة الجديدة,قرار الهيئة لمعتمدية المدينة الجديدة__24__بن عروس.PDF,1H4GrA8xbuE2shr-qxrtgAals3XD98aAz
بن عروس,المدينه الجديده,"المدينه الجديده2,",,390,1,20,20,166,1,elected,ريم بالي,false,false,2023,20 ديسمبر 2012,4,المدينة الجديدة,قرار الهيئة لمعتمدية المدينة الجديدة__24__بن عروس.PDF,1H4GrA8xbuE2shr-qxrtgAals3XD98aAz
بن عروس,المدينه الجديده,الياسمينات,15620,1048,0,25,13,329,2,runoff,,false,false,2023,20 ديسمبر 2012,5,المدينة الجديدة,قرار الهيئة لمعتمدية المدينة الجديدة__24__بن عروس.PDF,1H4GrA8xbuE2shr-qxrtgAals3XD98aAz
بن عروس,المدينه الجديده,سيدي,,621,589,23,9,408,1,elected,عدنان النصري,true,false,2023,20 ديسمبر 2012,6,المدينة الجديدة,قرار الهيئة لمعتمدية المدينة الجديدة__24__بن عروس.PDF,1H4GrA8xbuE2shr-qxrtgAals3XD98aAz
بن عروس,المروج,,,,,,,0,0,,,,,2023,20 ديسمبر 2012,1,المروج,قرار الهيئة لمعتمدية المروج__23__بن عروس.PDF,1R9meDY5ZmMnazjLgv-OoAYLidKGGQtU-
بن عروس,المروج,المروج 1,18306,590,707,17,23,350,2,elected,هنده بن عمار,false,false,2023,20 ديسمبر 2012,2,المروج,قرار الهيئة لمعتمدية المروج__23__بن عروس.PDF,1R9meDY5ZmMnazjLgv-OoAYLidKGGQtU-
بن عروس,المروج,المروج 3 يتقدم الها,20392,1076,1009,2,25,1010,4,runoff,,false,false,2023,20 ديسمبر 2012,3,المروج,قرار الهيئة لمعتمدية المروج__23__بن عروس.PDF,1R9meDY5ZmMnazjLgv-OoAYLidKGGQtU-
بن عروس,المروج,المروج 4 يتقدم الها,,,,,,248,3,runoff,,,,2023,20 ديسمبر 2012,4,المروج,قرار الهيئة لمعتمدية المروج__23__بن عروس.PDF,1R9meDY5ZmMnazjLgv-OoAYLidKGGQtU-
بن عروس,المروج,المروج 5 يتقدم المها,22753,1133,58,35,40,681,6,runoff,,false,false,2023,20 ديسمبر 2012,5,المروج,قرار الهيئة لمعتمدية المروج__23__بن عروس.PDF,1R9meDY5ZmMnazjLgv-OoAYLidKGGQtU-
بن عروس,المروج,بثر القصعه,1960,242,,11,7,124,2,elected,ابراهيم عبدالاوي,,,2023,20 ديسمبر 2012,6,المروج,قرار الهيئة لمعتمدية المروج__23__بن عروس.PDF,1R9meDY5ZmMnazjLgv-OoAYLidKGGQtU-
بن عروس,المروج,بثر القصعه,7,84,68,7,9,168,1,,,true,false,2023,20 ديسمبر 2012,7,المروج,قرار الهيئة لمعتمدية المروج__23__بن عروس.PDF,1R9meDY5ZmMnazjLgv-OoAYLidKGGQtU-
بن عروس,بن عروس,,,65,,,,0,0,,,,,2023,27 ديسمبر 2023,1,بن عروس,قرار الهيئة لمعتمدية بن عروس__25__بن عروس.PDF,1WnS0a3L4L0XzM2aT839ChJHTyYdp1wQc
بن عروس,بن عروس,المهيري,5,4,97,6,1,197,1,,,false,false,2023,27 ديسمبر 2023,2,بن عروس,قرار الهيئة لمعتمدية بن عروس__25__بن عروس.PDF,1WnS0a3L4L0XzM2aT839ChJHTyYdp1wQc
