governorate,delegation,constituency,registered,voters,votes_valid,votes_spoilt,votes_blank,candidate_sum,n_candidates,outcome,winner,ballot_identity_ok,candidate_sum_ok,year,decision_date_raw,block_index,delegation_folder,source_file,drive_id
تونس 2,المنزه,المنار- (المنزه) يتقدم المها,,,,,,10,1,runoff,,,,2023,20 ديسمبر 2012,3,المنزه,قرار الهيئة لمعتمدية المنزه__18__تونس 2.PDF,1P1DSMfJ9deZ_bJqACsnQiCm1Oh0BsDOc
تونس 2,المنزه,المنار1 يتقدم المها,,,,,,52,1,runoff,,,,2023,20 ديسمبر 2012,4,المنزه,قرار الهيئة لمعتمدية المنزه__18__تونس 2.PDF,1P1DSMfJ9deZ_bJqACsnQiCm1Oh0BsDOc
تونس 2,المنزه,المنزه,324,307,775,13,19,0,0,elected,عزيزه الجعيدي,false,false,2023,20 ديسمبر 2012,5,المنزه,قرار الهيئة لمعتمدية المنزه__18__تونس 2.PDF,1P1DSMfJ9deZ_bJqACsnQiCm1Oh0BsDOc
تونس 2,المنزه,غره جوان - (المنزه)؛,6305,316,288,11,17,10,3,elected,ريان بلحاج علي,true,false,2023,20 ديسمبر 2012,6,المنزه,قرار الهيئة لمعتمدية المنزه__18__تونس 2.PDF,1P1DSMfJ9deZ_bJqACsnQiCm1Oh0BsDOc
تونس 2,باردو,ابن سبناء,,60,,,,0,0,,,,,2023,77 ديسمبر 2023,1,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,ابن سيناء,1660,4,657,3,6,70,1,elected,حسام الدين بني عبدالله,false,false,2023,77 ديسمبر 2023,2,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,ابن سيناء,570,60,60,0,0,60,1,,,true,true,2023,77 ديسمبر 2023,3,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,البساتين - (باردو),2,130,116,7,7,116,1,,,true,true,2023,77 ديسمبر 2023,4,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,الحديقه - (باردو),1081,362,341,11,10,341,2,elected,سهام البوغانمي,true,true,2023,77 ديسمبر 2023,5,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,السعاده - (باردو),,455,439,8,8,339,2,elected,علي اللواتي,true,false,2023,77 ديسمبر 2023,6,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,الفتح - (باردو)؛ تصرح,906,670,756,10,4,156,2,elected,ايمن الزلفاني,false,false,2023,77 ديسمبر 2023,7,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,باردو الجنوبي,4146,409,380,18,11,380,2,elected,وليد التري,true,true,2023,77 ديسمبر 2023,8,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,باردو الشمالي يتقدم الها,7040,707,670,22,15,568,6,runoff,,true,false,2023,77 ديسمبر 2023,9,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,بوشوشه,13460,262,53,19,38,0,0,,,false,false,2023,77 ديسمبر 2023,10,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,"بوشوشه, تصرح البييه",8661,456,431,15,10,99,1,elected,مالك القطايفي,true,false,2023,77 ديسمبر 2023,11,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,خزندار تصرح البييه,2,600,568,15,17,568,2,elected,محمد كريم عويني,true,true,2023,77 ديسمبر 2023,12,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,قصر البرطال يتقدم الها,3720,558,529,20,9,285,2,,,true,false,2023,77 ديسمبر 2023,13,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,قصر السعيد - (باردو),3658,74,6,4,8,62,1,,,false,false,2023,77 ديسمبر 2023,14,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,باردو,قصر السعيد الثاني»,5374,643,606,20,17,461,2,elected,فادي بن يونس,true,false,2023,77 ديسمبر 2023,15,باردو,قرار الهيئة لمعتمدية باردو__13__تونس 2.PDF,1OWDxRGZ2i8cjrcLjXptFKQtf0sqaj9Bt
تونس 2,حلق الوادي,,,,,,,0,0,,,,,2023,77 ديسمبر 2023,1,حلق الوادي,قرار الهيئة لمعتمدية حلق الوادي__17__تونس 2.PDF,1cBiUtcUvUnE2M8jA2_8A-__WjCw9PX91
تونس 2,حلق الوادي,الطيب المبيري,22653,948,895,28,25,895,3,,,true,true,2023,77 ديسمبر 2023,2,حلق الوادي,قرار الهيئة لمعتمدية حلق الوادي__17__تونس 2.PDF,1cBiUtcUvUnE2M8jA2_8A-__WjCw9PX91
تونس 2,حلق الوادي,حلق,9501,711,660,38,13,660,2,elected,ريم ابن الحاج محمد,true,true,2023,77 ديسمبر 2023,3,حلق الوادي,قرار الهيئة لمعتمدية حلق الوادي__17__تونس 2.PDF,1cBiUtcUvUnE2M8jA2_8A-__WjCw9PX91
تونس 2,حلق الوادي,حي السلامه,1464,98,,4,,0,0,,,,,2023,77 ديسمبر 2023,4,حلق الوادي,قرار الهيئة لمعتمدية حلق الوادي__17__تونس 2.PDF,1cBiUtcUvUnE2M8jA2_8A-__WjCw9PX91
تونس 2,حلق الوادي,خير الدين - (حلق الوادي),3850,186,166,4,16,166,1,,,true,true,2023,77 ديسمبر 2023,5,حلق الوادي,قرار الهيئة لمعتمدية حلق الوادي__17__تونس 2.PDF,1cBiUtcUvUnE2M8jA2_8A-__WjCw9PX91
تونس 2,حي الخضراء,,,,,,,0,0,,,,,2023,77 ديسمبر 2023,1,حي الخضراء,قرار الهيئة لمعتمدية حي الخضراء__19__تونس 2.PDF,1PFmEs67anHOp0-vIW2aXYjXalp4STXnh
تونس 2,حي الخضراء,(علي البلهوان - (حي,780,402,353,18,31,353,2,elected,منير المعروفي,true,true,2023,77 ديسمبر 2023,2,حي الخضراء,قرار الهيئة لمعتمدية حي الخضراء__19__تونس 2.PDF,1PFmEs67anHOp0-vIW2aXYjXalp4STXnh
تونس 2,حي الخضراء,(فرحات حشاد,3767,340,73,13,4,32,1,elected,ميلاد كريدان,false,false,2023,77 ديسمبر 2023,3,حي الخضراء,قرار الهيئة لمعتمدية حي الخضراء__19__تونس 2.PDF,1PFmEs67anHOp0-vIW2aXYjXalp4STXnh
تونس 2,حي الخضراء,البحيره - (حي الخضراء),4375,89,,2,8,79,1,,,,,2023,77 ديسمبر 2023,4,حي الخضراء,قرار الهيئة لمعتمدية حي الخضراء__19__تونس 2.PDF,1PFmEs67anHOp0-vIW2aXYjXalp4STXnh
تونس 2,حي الخضراء,البحيره - (حي الخضراء),300,37,29,4,4,29,1,,,true,true,2023,77 ديسمبر 2023,5,حي الخضراء,قرار الهيئة لمعتمدية حي الخضراء__19__تونس 2.PDF,1PFmEs67anHOp0-vIW2aXYjXalp4STXnh
تونس 2,حي الخضراء,حي الحدايق - (حي الخضراء),3307,164,133,12,19,33,1,,,true,false,2023,77 ديسمبر 2023,6,حي الخضراء,قرار الهيئة لمعتمدية حي الخضراء__19__تونس 2.PDF,1PFmEs67anHOp0-vIW2aXYjXalp4STXnh
تونس 2,حي الخضراء,حي الخضراء,4,,,,2,212,2,elected,وليد بن خالد,,,2023,77 ديسمبر 2023,7,حي الخضراء,قرار الهيئة لمعتمدية حي الخضراء__19__تونس 2.PDF,1PFmEs67anHOp0-vIW2aXYjXalp4STXnh
تونس 2,حي الخضراء,خير الدين باشا - (حي,,120,,2,0,77,1,elected,ماهر نقاره,,,2023,77 ديسمبر 2023,8,حي الخضراء,قرار الهيئة لمعتمدية حي الخضراء__19__تونس 2.PDF,1PFmEs67anHOp0-vIW2aXYjXalp4STXnh
تونس 2,قرطاج,,,,,,,0,0,,,,,2023,77 ديسمبر 2023,1,قرطاج,قرار الهيئة لمعتمدية قرطاج__21__تونس 2.PDF,1yvlYy_KfCHtJxkqO_3Ps-ka9Wvv-mQvg
تونس 2,قرطاج,الياسمينه - (قرطاج),6117,490,464,16,10,424,2,elected,العرومي القلعاوي,true,false,2023,77 ديسمبر 2023,2,قرطاج,قرار الهيئة لمعتمدية قرطاج__21__تونس 2.PDF,1yvlYy_KfCHtJxkqO_3Ps-ka9Wvv-mQvg
تونس 2,قرطاج,اميلكار,2402,327,9,9,1,317,2,elected,خليل بن عزيزه,false,false,2023,77 ديسمبر 2023,3,قرطاج,قرار الهيئة لمعتمدية قرطاج__21__تونس 2.PDF,1yvlYy_KfCHtJxkqO_3Ps-ka9Wvv-mQvg
تونس 2,قرطاج,حي محمد علي - (قرطاج),2490,172,61,6,5,161,1,,,false,false,2023,77 ديسمبر 2023,4,قرطاج,قرار الهيئة لمعتمدية قرطاج__21__تونس 2.PDF,1yvlYy_KfCHtJxkqO_3Ps-ka9Wvv-mQvg
تونس 2,قرطاج,سيدي بوسعيد,4616,254,229,10,15,229,1,,,true,true,2023,77 ديسمبر 2023,5,قرطاج,قرار الهيئة لمعتمدية قرطاج__21__تونس 2.PDF,1yvlYy_KfCHtJxkqO_3Ps-ka9Wvv-mQvg
تونس 2,قرطاج,قرطاج الشاطيء,3726,253,235,10,8,43,1,elected,توفيق الوايلي,true,false,2023,77 ديسمبر 2023,6,قرطاج,قرار الهيئة لمعتمدية قرطاج__21__تونس 2.PDF,1yvlYy_KfCHtJxkqO_3Ps-ka9Wvv-mQvg
تونس 2,قرطاج,قرطاج بيرصا يتقدم,10203,520,7,6,7,476,4,runoff,,false,false,2023,77 ديسمبر 2023,7,قرطاج,قرار الهيئة لمعتمدية قرطاج__21__تونس 2.PDF,1yvlYy_KfCHtJxkqO_3Ps-ka9Wvv-mQvg
جندوبة,بلطه بوعوان,البلديه,,1,,,,0,0,,,,,2023,27 ديسمبر 2023,1,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بلطه بوعوان,البلديه» تصرح البييه,62,4,360,10,4,360,2,elected,صالح شوالي,false,true,2023,27 ديسمبر 2023,2,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بلطه بوعوان,السمران - (بلطه,517,633,596,24,13,226,2,,,true,false,2023,27 ديسمبر 2023,3,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بلطه بوعوان,الشواوله يتقدم,1906,308,291,14,3,291,4,,,true,true,2023,27 ديسمبر 2023,4,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بلطه بوعوان,"العواوضه,",614,387,705,10,2,192,1,elected,فريد العزيزي,false,false,2023,27 ديسمبر 2023,5,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بلطه بوعوان,بلطه يتقدم اليها,2985,615,589,19,,455,5,runoff,,,false,2023,27 ديسمبر 2023,6,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بلطه بوعوان,بي محمد,1441,207,195,8,4,215,3,elected,زهير الدبوسي,true,false,2023,27 ديسمبر 2023,7,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بلطه بوعوان,بوعوانء تصرح البييه,4578,400,385,8,7,283,2,elected,ايمن جبري,true,false,2023,27 ديسمبر 2023,8,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بلطه بوعوان,بولعابه - (بلطه,1910,240,0,4,6,163,2,runoff,,false,false,2023,27 ديسمبر 2023,9,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بلطه بوعوان,عبد الجبار,1251,291,24,13,4,274,3,runoff,,false,false,2023,27 ديسمبر 2023,10,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بلطه بوعوان,عسيله,218,396,4,13,,22399,3,elected,ماهر سلامي,,false,2023,27 ديسمبر 2023,11,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بلطه بوعوان,غزاله - (بلطه,1779,406,71,,10,0,0,elected,محرز بالضياف,,false,2023,27 ديسمبر 2023,12,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بلطه بوعوان,"وادي كساب,",1047,454,427,21,6,185,1,elected,الاسعد الحمدي,true,false,2023,27 ديسمبر 2023,13,بلطة بوعوان,قرار الهيئة لمعتمدية بلطة بوعوان__49__جندوبة.pdf,12APc_sEz9ric7pdAnaOATF2ykkvdQin4
جندوبة,بوسالم,,,0,,,,0,0,,,,,2023,77 ديسمبر 2023,1,بوسالم,قرار الهيئة لمعتمدية بوسالم__50__جندوبة.PDF,1JRgbF03kKWuWcHAudH6_smPM4ablClE3
جندوبة,بوسالم,البراهميء تصرح البييه,3161,391,4,7,0,384,2,elected,رامي عواضي,false,false,2023,77 ديسمبر 2023,2,بوسالم,قرار الهيئة لمعتمدية بوسالم__50__جندوبة.PDF,1JRgbF03kKWuWcHAudH6_smPM4ablClE3
جندوبة,بوسالم,البراهميء تصرح البييه,3396,488,459,18,1,459,4,,,false,true,2023,77 ديسمبر 2023,3,بوسالم,قرار الهيئة لمعتمدية بوسالم__50__جندوبة.PDF,1JRgbF03kKWuWcHAudH6_smPM4ablClE3
جندوبة,بوسالم,الروماني يتقدم المها,1898,326,299,21,6,299,3,runoff,,true,true,2023,77 ديسمبر 2023,4,بوسالم,قرار الهيئة لمعتمدية بوسالم__50__جندوبة.PDF,1JRgbF03kKWuWcHAudH6_smPM4ablClE3
جندوبة,بوسالم,الكديه يتقدم الها,1710,501,7,28,1,472,4,runoff,,false,false,2023,77 ديسمبر 2023,5,بوسالم,قرار الهيئة لمعتمدية بوسالم__50__جندوبة.PDF,1JRgbF03kKWuWcHAudH6_smPM4ablClE3
جندوبة,بوسالم,المرجي - (بوسالم),17,139,6,9,4,126,3,elected,سفيان صالي,false,false,2023,77 ديسمبر 2023,6,بوسالم,قرار الهيئة لمعتمدية بوسالم__50__جندوبة.PDF,1JRgbF03kKWuWcHAudH6_smPM4ablClE3
جندوبة,بوسالم,المنقوش,3252,566,546,15,,546,2,elected,نبيل بوغنيمي,,true,2023,77 ديسمبر 2023,7,بوسالم,قرار الهيئة لمعتمدية بوسالم__50__جندوبة.PDF,1JRgbF03kKWuWcHAudH6_smPM4ablClE3
جندوبة,بوسالم,"بوسالم الجنوبيه,",24,448,,10,5,433,2,elected,نبيل سمراني,,,2023,77 ديسمبر 2023,8,بوسالم,قرار الهيئة لمعتمدية بوسالم__50__جندوبة.PDF,1JRgbF03kKWuWcHAudH6_smPM4ablClE3
جندوبة,بوسالم,"بوسالم الشماليه,",13859,1090,36,26,28,290,1,elected,سهيل ساحلي,false,false,2023,77 ديسمبر 2023,9,بوسالم,قرار الهيئة لمعتمدية بوسالم__50__جندوبة.PDF,1JRgbF03kKWuWcHAudH6_smPM4ablClE3
جندوبة,بوسالم,سيدي عبيد,2344,451,420,25,6,423,3,runoff,,true,false,2023,77 ديسمبر 2023,10,بوسالم,قرار الهيئة لمعتمدية بوسالم__50__جندوبة.PDF,1JRgbF03kKWuWcHAudH6_smPM4ablClE3
جندوبة,جندوبه الشماليه,,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,جندوبة الشمالية,قرار الهيئة لمعتمدية جندوبة الشمالية__52__جندوبة.pdf,1o2VLgevArLeaeiI8p7iEiPrLsGMDpOQS
جندوبة,جندوبه الشماليه,الخضراء,2283,596,565,26,,182,2,runoff,,,false,2023,27 ديسمبر 2023,2,جندوبة الشمالية,قرار الهيئة لمعتمدية جندوبة الشمالية__52__جندوبة.pdf,1o2VLgevArLeaeiI8p7iEiPrLsGMDpOQS
جندوبة,جندوبه الشماليه,الدير يتقدم,1891,361,,23,7,331,3,,,,,2023,27 ديسمبر 2023,3,جندوبة الشمالية,قرار الهيئة لمعتمدية جندوبة الشمالية__52__جندوبة.pdf,1o2VLgevArLeaeiI8p7iEiPrLsGMDpOQS
جندوبة,جندوبه الشماليه,الزهور,1615,18,505,9,4,166,2,elected,فارس الطرخاني,false,false,2023,27 ديسمبر 2023,4,جندوبة الشمالية,قرار الهيئة لمعتمدية جندوبة الشمالية__52__جندوبة.pdf,1o2VLgevArLeaeiI8p7iEiPrLsGMDpOQS
جندوبة,جندوبه الشماليه,السواني - (جندويه,2861,386,,12,2,200417,4,elected,كمال جويني,,,2023,27 ديسمبر 2023,5,جندوبة الشمالية,قرار الهيئة لمعتمدية جندوبة الشمالية__52__جندوبة.pdf,1o2VLgevArLeaeiI8p7iEiPrLsGMDpOQS
جندوبة,جندوبه الشماليه,الفردوس,,,,,,500,4,runoff,,,,2023,27 ديسمبر 2023,6,جندوبة الشمالية,قرار الهيئة لمعتمدية جندوبة الشمالية__52__جندوبة.pdf,1o2VLgevArLeaeiI8p7iEiPrLsGMDpOQS
جندوبة,جندوبه الشماليه,البادي بن,602,569,544,17,8,544,5,,,true,true,2023,27 ديسمبر 2023,7,جندوبة الشمالية,قرار الهيئة لمعتمدية جندوبة الشمالية__52__جندوبة.pdf,1o2VLgevArLeaeiI8p7iEiPrLsGMDpOQS
جندوبة,جندوبه الشماليه,بلاريجيا,3995,752,11,29,2,731,6,runoff,,false,false,2023,27 ديسمبر 2023,8,جندوبة الشمالية,قرار الهيئة لمعتمدية جندوبة الشمالية__52__جندوبة.pdf,1o2VLgevArLeaeiI8p7iEiPrLsGMDpOQS
جندوبة,جندوبه الشماليه,زطفوره؛ تصرح,3679,465,445,4,6,245,2,elected,علي غزواني,false,false,2023,27 ديسمبر 2023,9,جندوبة الشمالية,قرار الهيئة لمعتمدية جندوبة الشمالية__52__جندوبة.pdf,1o2VLgevArLeaeiI8p7iEiPrLsGMDpOQS
جندوبة,جندوبه الشماليه,سوق الجمعه,2675,11,290,16,,520000010,1,,,,false,2023,27 ديسمبر 2023,10,جندوبة الشمالية,قرار الهيئة لمعتمدية جندوبة الشمالية__52__جندوبة.pdf,1o2VLgevArLeaeiI8p7iEiPrLsGMDpOQS
جندوبة,جندوبه الشماليه,شمتو يتقدم,2523,499,475,15,9,475,5,runoff,,true,true,2023,27 ديسمبر 2023,11,جندوبة الشمالية,قرار الهيئة لمعتمدية جندوبة الشمالية__52__جندوبة.pdf,1o2VLgevArLeaeiI8p7iEiPrLsGMDpOQS
جندوبة,جندوبه,,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,جندوبة,قرار الهيئة لمعتمدية جندوبة__51__جندوبة.pdf,1wOF5X3NXRqkqGsu-kLxsnXdYFO0gPclL
جندوبة,جندوبه,التطورء تصرح البييه,6765,716,695,4,7,695,2,elected,فوزي الطرخاني,false,true,2023,27 ديسمبر 2023,2,جندوبة,قرار الهيئة لمعتمدية جندوبة__51__جندوبة.pdf,1wOF5X3NXRqkqGsu-kLxsnXdYFO0gPclL
جندوبة,جندوبه,الجريف يتقدم المها,3503,517,503,13,1,503,3,runoff,,true,true,2023,27 ديسمبر 2023,3,جندوبة,قرار الهيئة لمعتمدية جندوبة__51__جندوبة.pdf,1wOF5X3NXRqkqGsu-kLxsnXdYFO0gPclL
جندوبة,جندوبه,الزغاديه؛ تصرح البييه العليا,8205,681,645,19,17,908,5,elected,معز عبيدي,true,false,2023,27 ديسمبر 2023,4,جندوبة,قرار الهيئة لمعتمدية جندوبة__51__جندوبة.pdf,1wOF5X3NXRqkqGsu-kLxsnXdYFO0gPclL
جندوبة,جندوبه,السعاده - (جندويه),2787,239,229,6,4,229,1,,,true,true,2023,27 ديسمبر 2023,5,جندوبة,قرار الهيئة لمعتمدية جندوبة__51__جندوبة.pdf,1wOF5X3NXRqkqGsu-kLxsnXdYFO0gPclL
جندوبة,جندوبه,العيثه - (جندوبه),3586,337,305,8,24,305,1,,,true,true,2023,27 ديسمبر 2023,6,جندوبة,قرار الهيئة لمعتمدية جندوبة__51__جندوبة.pdf,1wOF5X3NXRqkqGsu-kLxsnXdYFO0gPclL
جندوبة,جندوبه,الملقي,3028,176,64,,9,164,1,,,,false,2023,27 ديسمبر 2023,7,جندوبة,قرار الهيئة لمعتمدية جندوبة__51__جندوبة.pdf,1wOF5X3NXRqkqGsu-kLxsnXdYFO0gPclL
جندوبة,جندوبه,النور- (جندوبه)»,14138,786,2,32,32,722,4,elected,حسن عبيدي,false,false,2023,27 ديسمبر 2023,8,جندوبة,قرار الهيئة لمعتمدية جندوبة__51__جندوبة.pdf,1wOF5X3NXRqkqGsu-kLxsnXdYFO0gPclL
جندوبة,جندوبه,جندوبه,12791,692,651,32,9,651,3,elected,محمدشكري مديوني,true,true,2023,27 ديسمبر 2023,9,جندوبة,قرار الهيئة لمعتمدية جندوبة__51__جندوبة.pdf,1wOF5X3NXRqkqGsu-kLxsnXdYFO0gPclL
جندوبة,جندوبه,"سوق السبت, تصرح",4163,18,496,10,2,496,2,elected,احمد عبيدي,false,true,2023,27 ديسمبر 2023,10,جندوبة,قرار الهيئة لمعتمدية جندوبة__51__جندوبة.pdf,1wOF5X3NXRqkqGsu-kLxsnXdYFO0gPclL
جندوبة,جندوبه,عين كريمه يتقدم الها,1524,85,4,21,13,448,4,runoff,,false,false,2023,27 ديسمبر 2023,11,جندوبة,قرار الهيئة لمعتمدية جندوبة__51__جندوبة.pdf,1wOF5X3NXRqkqGsu-kLxsnXdYFO0gPclL
جندوبة,جندوبه,"معله, تصرح البييه",801,195,183,9,3,183,2,elected,بلقاسم العبيدي,true,true,2023,27 ديسمبر 2023,12,جندوبة,قرار الهيئة لمعتمدية جندوبة__51__جندوبة.pdf,1wOF5X3NXRqkqGsu-kLxsnXdYFO0gPclL
جندوبة,عين دراهم,التباينيه,,17,,,,0,0,,,,,2023,77 ديسمبر 2023,1,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,عين دراهم,التباينيه,2179,299,1,6,2,291,2,elected,حسان عامري,false,false,2023,77 ديسمبر 2023,2,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,عين دراهم,الحمرانء تصرح,1072,221,70,10,1,210,2,elected,سامي بوكاري,false,false,2023,77 ديسمبر 2023,3,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,عين دراهم,الخمايريه» تصرح,3887,614,586,17,11,586,2,elected,زياد البلعيدي,true,true,2023,77 ديسمبر 2023,4,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,عين دراهم,العطاطفه,576,4,199,13,2,199,1,,,false,true,2023,77 ديسمبر 2023,5,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,عين دراهم,"العطاطفه, تصرح",24,434,2,18,4,296,2,elected,مختار زغدودي,false,false,2023,77 ديسمبر 2023,6,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,عين دراهم,"اولاد سدره, تصرح البييه",2565,534,503,20,1,503,2,elected,شاكر بشيني,false,true,2023,77 ديسمبر 2023,7,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,عين دراهم,"تاقمه, تصرح البييه",1934,510,460,27,23,460,2,elected,فتحي سلطاني,true,true,2023,77 ديسمبر 2023,8,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,عين دراهم,"تاقمه, تصرح البييه",2273,197,6,21,15,0,0,,,false,false,2023,77 ديسمبر 2023,9,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,عين دراهم,,2046,262,736,10,16,36,1,,,false,false,2023,77 ديسمبر 2023,10,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,عين دراهم,عين دراهم المدينه,9013,905,867,30,8,52000758,3,,,true,false,2023,77 ديسمبر 2023,11,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,عين دراهم,عين سلام؛ تصرح,2,218,1,1,4,86,2,elected,عبدالله علوي,false,false,2023,77 ديسمبر 2023,12,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,عين دراهم,وادي الزانء تصرح البييه,832,113,11,2,0,111,2,elected,منذر دبومي,false,false,2023,77 ديسمبر 2023,13,عين دراهم,قرار الهيئة لمعتمدية عين دراهم__55__جندوبة.pdf,10G3EU-QKbOYbENi7kBJyVXhUvGUuLKuB
جندوبة,وادي مليز,,,,,,,0,0,,,,,2023,27 ديسمبر 2023,1,وادي مليز,قرار الهيئة لمعتمدية وادي مليز__57__جندوبة.pdf,1SCWiOF7FWwGdOp1nJBN9p62dghM9ZWQu
جندوبة,وادي مليز,"الدخايليه, تصرح",716,608,82,17,9,582,4,elected,صابر مزريقي,false,false,2023,27 ديسمبر 2023,2,وادي مليز,قرار الهيئة لمعتمدية وادي مليز__57__جندوبة.pdf,1SCWiOF7FWwGdOp1nJBN9p62dghM9ZWQu
