bureau_code,governorate_ar,delegation_ar,sector_ar,polling_centre_ar,governorate_name,delegation_name,imada_name,adm3_pcode,adm4_pcode,reading,rows,n_representatives,rep_saied,rep_zammel,rep_maghzaoui,unattributed,table_source,rotation,registered,voters,valid,turnout_pct,saied_share_pct,winner
05040610201,جندوبة,جندوبة الشمالية,الهادي بن حسين,م إعدادية  الهادي بن حسين-الهادي بن حسين,Jendouba,Jendouba Nord,El Hedi Ben Hassine,TN2252,TN225252,located,,,,,,,red,0,1102,124,118,11.2523,96.6102,saied
05040710201,جندوبة,جندوبة الشمالية,بلاريجيا,م إبتدائية الطواهرية - بلاريجيا,Jendouba,Jendouba Nord,Bulla-Regja,TN2252,TN225256,located,,,,,,,red,0,,,339,,98.2301,saied
05040710301,جندوبة,جندوبة الشمالية,بلاريجيا,م إبتدائية بلاريجيا-بلاريجيا,Jendouba,Jendouba Nord,Bulla-Regja,TN2252,TN225256,located,,,,,,,red,0,962,356,339,37.0062,95.8702,saied
05040710302,جندوبة,جندوبة الشمالية,بلاريجيا,م إبتدائية بلاريجيا-بلاريجيا,Jendouba,Jendouba Nord,Bulla-Regja,TN2252,TN225256,read,ss.,2,2,0,0,0,red,0,962,261,256,27.1310,96.0938,saied
05040810101,جندوبة,جندوبة الشمالية,زطفورة,م إبتدائية الشافعي - زطفورة,Jendouba,Jendouba Nord,Zatfoura,TN2252,TN225257,located,,,,,,,red,0,1126,251,238,22.2913,95.7983,saied
05040810201,جندوبة,جندوبة الشمالية,زطفورة,م إبتدائية سطفورة-زطفورة,Jendouba,Jendouba Nord,Zatfoura,TN2252,TN225257,located,,,,,,,red,0,883,349,324,39.5243,98.7654,saied
05040810202,جندوبة,جندوبة الشمالية,زطفورة,م إبتدائية سطفورة-زطفورة,Jendouba,Jendouba Nord,Zatfoura,TN2252,TN225257,located,,,,,,,red,0,883,194,184,21.9706,96.7391,saied
05040810301,جندوبة,جندوبة الشمالية,زطفورة,م إبتدائية عتاب - زطفورة,Jendouba,Jendouba Nord,Zatfoura,TN2252,TN225257,located,,,,,,,red,0,736,173,162,23.5054,98.1481,saied
05040910101,جندوبة,جندوبة الشمالية,سوق الجمعة,م إبتدائية سوق الجمعة-سوق الجمعة,Jendouba,Jendouba Nord,Souk Djemaa,TN2252,TN225260,located,,,,,,,red,0,885,321,297,36.2712,92.5926,saied
05040910102,جندوبة,جندوبة الشمالية,سوق الجمعة,م إبتدائية سوق الجمعة-سوق الجمعة,Jendouba,Jendouba Nord,Souk Djemaa,TN2252,TN225260,located,,,,,,,red,0,885,248,234,28.0226,94.4444,saied
05040910103,جندوبة,جندوبة الشمالية,سوق الجمعة,م إبتدائية سوق الجمعة-سوق الجمعة,Jendouba,Jendouba Nord,Souk Djemaa,TN2252,TN225260,located,,,,,,,red,0,884,183,166,20.7014,96.3855,saied
05041010101,جندوبة,جندوبة الشمالية,شمتو,م إبتدائية أولاد عيار - شمتو,Jendouba,Jendouba Nord,Chemtou,TN2252,TN225258,located,,,,,,,red,0,499,128,124,25.6513,95.9677,saied
05041010201,جندوبة,جندوبة الشمالية,شمتو,م إبتدائية عين الخراريب - شمتو,Jendouba,Jendouba Nord,Chemtou,TN2252,TN225258,read,...,0,0,0,0,0,red,0,,220,210,,98.5714,saied
05041010301,جندوبة,جندوبة الشمالية,شمتو,م إبتدائية عين القصير - شمتو,Jendouba,Jendouba Nord,Chemtou,TN2252,TN225258,located,,,,,,,red,0,1177,341,324,28.9720,96.6049,saied
05050110101,جندوبة,طبرقة,الحامدية,م إبتدائية الحوامدية-الحامدية,Jendouba,Tabarka,El Hamdia,TN2254,TN225453,located,,,,,,,red,0,,326,298,,97.3154,saied
05050110102,جندوبة,طبرقة,الحامدية,م إبتدائية الحوامدية-الحامدية,Jendouba,Tabarka,El Hamdia,TN2254,TN225453,read,s..,1,1,0,0,0,red,0,898,274,264,30.5122,96.9697,saied
05050110103,جندوبة,طبرقة,الحامدية,م إبتدائية الحوامدية-الحامدية,Jendouba,Tabarka,El Hamdia,TN2254,TN225453,located,,,,,,,red,0,297,223,214,75.0842,98.1308,saied
05050110201,جندوبة,طبرقة,الحامدية,م إبتدائية السلايمية -الحامدية,Jendouba,Tabarka,El Hamdia,TN2254,TN225453,located,,,,,,,red,0,779,309,294,39.6662,97.9592,saied
05050110202,جندوبة,طبرقة,الحامدية,م إبتدائية السلايمية -الحامدية,Jendouba,Tabarka,El Hamdia,TN2254,TN225453,located,,,,,,,red,0,779,182,174,23.3633,98.8506,saied
05050110301,جندوبة,طبرقة,الحامدية,م إبتدائية سيدي بدر -الحامدية,Jendouba,Tabarka,El Hamdia,TN2254,TN225453,located,,,,,,,red,0,930,422,410,45.3763,95.8537,saied
05050110302,جندوبة,طبرقة,الحامدية,م إبتدائية سيدي بدر -الحامدية,Jendouba,Tabarka,El Hamdia,TN2254,TN225453,located,,,,,,,red,0,930,342,340,36.7742,96.4706,saied
05050110303,جندوبة,طبرقة,الحامدية,م إبتدائية سيدي بدر -الحامدية,Jendouba,Tabarka,El Hamdia,TN2254,TN225453,read,...,0,0,0,0,0,red,0,928,294,279,31.6810,94.2652,saied
05050210101,جندوبة,طبرقة,الحمام,م إبتدائية 18جانفي- الحمام,Jendouba,Tabarka,El Hammam,TN2254,TN225454,read,s..,1,1,0,0,0,red,0,,183,166,,97.5904,saied
05050210201,جندوبة,طبرقة,الحمام,م إبتدائية الجبل الأبيض الوراهنية - الحمام,Jendouba,Tabarka,El Hammam,TN2254,TN225454,located,,,,,,,red,0,957,240,222,25.0784,99.0991,saied
05050210301,جندوبة,طبرقة,الحمام,م إبتدائية السواقي - الحمام,Jendouba,Tabarka,El Hammam,TN2254,TN225454,located,,,,,,,red,0,598,162,147,27.0903,99.3197,saied
05050310101,جندوبة,طبرقة,الريحان,م إبتدائية الفجة - الريحان,Jendouba,Tabarka,Raihane,TN2254,TN225452,located,,,,,,,red,0,1043,207,199,19.8466,99.4975,saied
05050310201,جندوبة,طبرقة,الريحان,م إبتدائية بريرم - الريحان,Jendouba,Tabarka,Raihane,TN2254,TN225452,located,,,,,,,red,0,,279,262,,95.0382,saied
05050310202,جندوبة,طبرقة,الريحان,م إبتدائية بريرم - الريحان,Jendouba,Tabarka,Raihane,TN2254,TN225452,located,,,,,,,red,0,1043,172,163,16.4909,95.7055,saied
05050310301,جندوبة,طبرقة,الريحان,م إبتدائية مركز جاء بالله - الريحان,Jendouba,Tabarka,Raihane,TN2254,TN225452,located,,,,,,,red,0,847,242,226,28.5714,96.4602,saied
05050310302,جندوبة,طبرقة,الريحان,م إبتدائية مركز جاء بالله - الريحان,Jendouba,Tabarka,Raihane,TN2254,TN225452,not located,,,,,,,,,846,156,146,18.4397,97.2603,saied
05050310401,جندوبة,طبرقة,الريحان,م إبتدائية هنشير الخذايرية - الريحان,Jendouba,Tabarka,Raihane,TN2254,TN225452,located,,,,,,,red,0,1019,314,297,30.8145,96.2963,saied
05050310402,جندوبة,طبرقة,الريحان,م إبتدائية هنشير الخذايرية - الريحان,Jendouba,Tabarka,Raihane,TN2254,TN225452,located,,,,,,,red,0,1019,197,190,19.3327,96.3158,saied
05050410101,جندوبة,طبرقة,الناظور,م إبتدائية التغزاز - الناظور,Jendouba,Tabarka,Nadhour,TN2254,TN225456,read,...,0,0,0,0,0,red,0,679,197,179,29.0133,96.0894,saied
05050410301,جندوبة,طبرقة,الناظور,م إبتدائية سيدي روين - الناظور,Jendouba,Tabarka,Nadhour,TN2254,TN225456,located,,,,,,,red,0,673,280,260,41.6048,96.9231,saied
05050410302,جندوبة,طبرقة,الناظور,م إبتدائية سيدي روين - الناظور,Jendouba,Tabarka,Nadhour,TN2254,TN225456,read,s..,1,1,0,0,0,red,0,673,221,212,32.8380,98.5849,saied
05050410401,جندوبة,طبرقة,الناظور,م إبتدائية سيدي عسكر - الناظور,Jendouba,Tabarka,Nadhour,TN2254,TN225456,read,s..,1,1,0,0,0,red,0,,199,186,,97.3118,saied
0505041201,جندوبة,طبرقة,الناظور,م إبتدائية العقيبة - الناظور,Jendouba,Tabarka,Nadhour,TN2254,TN225456,read,sss,3,3,0,0,0,red,0,631,176,166,27.8922,98.7952,saied
05050510101,جندوبة,طبرقة,طبرقة,م إبتدائية الأرمال - طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,located,,,,,,,red,0,1147,246,231,21.4473,97.4026,saied
05050510102,جندوبة,طبرقة,طبرقة,م إبتدائية الأرمال - طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,located,,,,,,,red,0,747,202,190,27.0415,97.8947,saied
05050510201,جندوبة,طبرقة,طبرقة,م إبتدائية حي البساتين- طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,read,ms.,2,1,0,1,0,red,0,1062,316,305,29.7552,97.7049,saied
05050510202,جندوبة,طبرقة,طبرقة,م إبتدائية حي البساتين- طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,located,,,,,,,red,0,63,258,251,409.5238,93.6255,saied
05050510203,جندوبة,طبرقة,طبرقة,م إبتدائية حي البساتين- طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,located,,,,,,,red,0,1062,215,211,20.2448,96.2085,saied
05050510301,جندوبة,طبرقة,طبرقة,م إبتدائية شارع بورقيبة - طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,read,...,0,0,0,0,0,red,0,1292,487,465,37.6935,89.4624,saied
05050510302,جندوبة,طبرقة,طبرقة,م إبتدائية شارع بورقيبة - طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,located,,,,,,,red,0,1292,466,444,36.0681,93.2432,saied
05050510303,جندوبة,طبرقة,طبرقة,م إبتدائية شارع بورقيبة - طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,located,,,,,,,red,0,1292,343,335,26.5480,90.7463,saied
05050510304,جندوبة,طبرقة,طبرقة,م إبتدائية شارع بورقيبة - طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,located,,,,,,,red,0,1200,335,327,27.9167,91.7431,saied
05050510305,جندوبة,طبرقة,طبرقة,م إبتدائية شارع بورقيبة - طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,read,...,0,0,0,0,0,red,0,1828,306,297,16.7396,92.2559,saied
05050510401,جندوبة,طبرقة,طبرقة,م إبتدائية نهج المعتمدية - طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,located,,,,,,,red,0,971,307,295,31.6169,90.8475,saied
05050510402,جندوبة,طبرقة,طبرقة,م إبتدائية نهج المعتمدية - طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,located,,,,,,,red,0,971,251,246,25.8496,95.5285,saied
05050510403,جندوبة,طبرقة,طبرقة,م إبتدائية نهج المعتمدية - طبرقة,Jendouba,Tabarka,Tabarka,TN2254,TN225451,located,,,,,,,red,0,971,229,220,23.5839,91.3636,saied
05050610101,جندوبة,طبرقة,عين السنوسي,م إبتدائية الفرش - عين السنوسي,Jendouba,Tabarka,Ain Es-Snoussi,TN2254,TN225458,read,s..,1,1,0,0,0,red,0,535,155,133,28.9720,97.7444,saied
05050610201,جندوبة,طبرقة,عين السنوسي,م إبتدائية سيدي رمضان - عين السنوسي,Jendouba,Tabarka,Ain Es-Snoussi,TN2254,TN225458,located,,,,,,,red,0,223,68,61,30.4933,98.3607,saied
05050610301,جندوبة,طبرقة,عين السنوسي,م إبتدائية سيدي قويدر - عين السنوسي,Jendouba,Tabarka,Ain Es-Snoussi,TN2254,TN225458,located,,,,,,,red,0,328,117,112,35.6707,99.1071,saied
05050610401,جندوبة,طبرقة,عين السنوسي,م إبتدائية عين السنوسي-عين السنوسي,Jendouba,Tabarka,Ain Es-Snoussi,TN2254,TN225458,located,,,,,,,red,0,511,135,130,26.4188,95.3846,saied
05050710101,جندوبة,طبرقة,عين الصبح,م إبتدائية بوترفس - عين الصبح,Jendouba,Tabarka,Ain Es-Sobh,TN2254,TN225455,located,,,,,,,red,0,979,460,427,46.9867,96.9555,saied
05050710102,جندوبة,طبرقة,عين الصبح,م إبتدائية بوترفس - عين الصبح,Jendouba,Tabarka,Ain Es-Sobh,TN2254,TN225455,located,,,,,,,red,0,979,354,337,36.1593,97.0326,saied
05050710103,جندوبة,طبرقة,عين الصبح,م إبتدائية بوترفس - عين الصبح,Jendouba,Tabarka,Ain Es-Sobh,TN2254,TN225455,located,,,,,,,red,0,979,333,318,34.0143,96.5409,saied
05050710104,جندوبة,طبرقة,عين الصبح,م إبتدائية بوترفس - عين الصبح,Jendouba,Tabarka,Ain Es-Sobh,TN2254,TN225455,located,,,,,,,red,0,977,313,304,32.0368,97.0395,saied
05050710201,جندوبة,طبرقة,عين الصبح,م إبتدائية عين الصبح-عين الصبح,Jendouba,Tabarka,Ain Es-Sobh,TN2254,TN225455,located,,,,,,,red,0,,,,,,
05050710202,جندوبة,طبرقة,عين الصبح,م إبتدائية عين الصبح-عين الصبح,Jendouba,Tabarka,Ain Es-Sobh,TN2254,TN225455,located,,,,,,,red,0,847,204,192,24.0850,97.9167,saied
05050810101,جندوبة,طبرقة,ملولة,م إبتدائية ملولة-ملولة,Jendouba,Tabarka,Melloula,TN2254,TN225457,located,,,,,,,red,0,,412,389,,96.4010,saied
05060110101,جندوبة,عين دراهم,التباينية,م إبتدائية الإصلاح بني مطير - التباينية,Jendouba,Aïn Draham,Etbainia,TN2255,TN225556,located,,,,,,,red,0,439,97,91,22.0957,100.0000,saied
05060110201,جندوبة,عين دراهم,التباينية,م إبتدائية التباينية-التباينية,Jendouba,Aïn Draham,Etbainia,TN2255,TN225556,read,s..,1,1,0,0,0,red,0,805,208,195,25.8385,97.9487,saied
05060110202,جندوبة,عين دراهم,التباينية,م إبتدائية التباينية-التباينية,Jendouba,Aïn Draham,Etbainia,TN2255,TN225556,read,s..,1,1,0,0,0,red,0,,132,125,,96.8000,saied
05060210101,جندوبة,عين دراهم,الحمران,م إبتدائية بونايل -الحمران,Jendouba,Aïn Draham,El Homrane,TN2255,TN225555,located,,,,,,,red,0,562,166,160,29.5374,94.3750,saied
05060210201,جندوبة,عين دراهم,الحمران,م إبتدائية عين الحمراية-الحمران,Jendouba,Aïn Draham,El Homrane,TN2255,TN225555,located,,,,,,,red,0,495,90,85,18.1818,95.2941,saied
05060310101,جندوبة,عين دراهم,الخمايرية,م إبتدائية أرض الكاف - الخمايرية,Jendouba,Aïn Draham,Khemairia,TN2255,TN225557,located,,,,,,,red,0,382,129,119,33.7696,98.3193,saied
05060310201,جندوبة,عين دراهم,الخمايرية,م إبتدائية الفتح بحيرة الزيتونة - الخمايرية,Jendouba,Aïn Draham,Khemairia,TN2255,TN225557,located,,,,,,,red,0,,,221,,90.0452,saied
05060310301,جندوبة,عين دراهم,الخمايرية,م إبتدائية حمام بورقيبة - الخمايرية,Jendouba,Aïn Draham,Khemairia,TN2255,TN225557,located,,,,,,,red,0,774,347,335,44.8320,95.8209,saied
05060310302,جندوبة,عين دراهم,الخمايرية,م إبتدائية حمام بورقيبة - الخمايرية,Jendouba,Aïn Draham,Khemairia,TN2255,TN225557,located,,,,,,,red,0,777,256,250,32.9472,98.0000,saied
05060310401,جندوبة,عين دراهم,الخمايرية,م إبتدائية عديسة - الخمايرية,Jendouba,Aïn Draham,Khemairia,TN2255,TN225557,located,,,,,,,red,0,572,174,161,30.4196,96.8944,saied
05060310501,جندوبة,عين دراهم,الخمايرية,م إبتدائية مشراوه - الخمايرية,Jendouba,Aïn Draham,Khemairia,TN2255,TN225557,located,,,,,,,red,0,740,209,200,28.2432,97.5000,saied
05060410101,جندوبة,عين دراهم,الرويعي,م إبتدائية الحبيب الرويعي-الرويعي,Jendouba,Aïn Draham,Er-Rouii,TN2255,TN225559,located,,,,,,,red,0,906,249,223,27.4834,98.2063,saied
05060410201,جندوبة,عين دراهم,الرويعي,م إبتدائية الرويعي - الرويعي,Jendouba,Aïn Draham,Er-Rouii,TN2255,TN225559,located,,,,,,,red,0,801,113,99,14.1074,96.9697,saied
05060410301,جندوبة,عين دراهم,الرويعي,م إبتدائية أولاد خميسة - الرويعي,Jendouba,Aïn Draham,Er-Rouii,TN2255,TN225559,read,s..,1,1,0,0,0,red,0,805,142,135,17.6398,100.0000,saied
05060510101,جندوبة,عين دراهم,العطاطفة,م إبتدائية دار فاطمة - العطاطفة,Jendouba,Aïn Draham,El Atatfa,TN2255,TN225554,located,,,,,,,red,0,688,200,195,29.0698,97.4359,saied
05060510201,جندوبة,عين دراهم,العطاطفة,م إبتدائية سيدي امحمد - العطاطفة,Jendouba,Aïn Draham,El Atatfa,TN2255,TN225554,located,,,,,,,red,0,635,204,199,32.1260,97.9899,saied
05060510301,جندوبة,عين دراهم,العطاطفة,م ابتدائية صرى رابح - العطاطفة,Jendouba,Aïn Draham,El Atatfa,TN2255,TN225554,read,s..,1,1,0,0,0,red,0,962,324,293,33.6798,95.5631,saied
05060610101,جندوبة,عين دراهم,أولاد سدرة,م إبتدائية أولاد سدره-أولاد سدره,Jendouba,Aïn Draham,Ouled Sedra,TN2255,TN225553,located,,,,,,,red,0,732,170,161,23.2240,98.1366,saied
05060610201,جندوبة,عين دراهم,أولاد سدرة,م إبتدائية ببوش - أولاد سدرة,Jendouba,Aïn Draham,Ouled Sedra,TN2255,TN225553,located,,,,,,,red,0,905,431,384,47.6243,94.7917,saied
05060610202,جندوبة,عين دراهم,أولاد سدرة,م إبتدائية ببوش - أولاد سدرة,Jendouba,Aïn Draham,Ouled Sedra,TN2255,TN225553,read,s..,1,1,0,0,0,red,0,905,345,320,38.1215,94.3750,saied
05060710101,جندوبة,عين دراهم,تاقمة,م إبتدائية الزويتنية - تاقمة,Jendouba,Aïn Draham,Tegma,TN2255,TN225560,located,,,,,,,red,0,300,270,254,90.0000,98.4252,saied
05060710201,جندوبة,عين دراهم,تاقمة,م إبتدائية أولاد ضيف الله - تاقمة,Jendouba,Aïn Draham,Tegma,TN2255,TN225560,read,...,0,0,0,0,0,red,0,887,187,171,21.0823,97.0760,saied
05060810101,جندوبة,عين دراهم,سلول,م إبتدائية القرافة - سلول,Jendouba,Aïn Draham,Selloul,TN2255,TN225558,read,s..,1,1,0,0,0,red,0,754,224,201,29.7082,99.0050,saied
05060810201,جندوبة,عين دراهم,سلول,م إبتدائية أولاد عريض - سلول,Jendouba,Aïn Draham,Selloul,TN2255,TN225558,located,,,,,,,red,0,477,139,126,29.1405,98.4127,saied
05060810301,جندوبة,عين دراهم,سلول,م إبتدائية أولاد هلال - سلول,Jendouba,Aïn Draham,Selloul,TN2255,TN225558,located,,,,,,,red,0,945,361,344,38.2011,98.2558,saied
05060910101,جندوبة,عين دراهم,عين دراهم الأحواز,م إبتدائية عين البيضة-عين دراهم الأحواز,Jendouba,Aïn Draham,Ain Draham Banlieue,TN2255,TN225552,located,,,,,,,red,0,610,277,261,45.4098,98.4674,saied
05060910201,جندوبة,عين دراهم,عين دراهم الأحواز,م إبتدائية المريج - عين دراهم الأحواز,Jendouba,Aïn Draham,Ain Draham Banlieue,TN2255,TN225552,located,,,,,,,red,180,410,122,115,29.7561,97.3913,saied
05060910301,جندوبة,عين دراهم,عين دراهم الأحواز,م إبتدائية فج الشحارير - عين دراهم الأحواز,Jendouba,Aïn Draham,Ain Draham Banlieue,TN2255,TN225552,read,s..,1,1,0,0,0,red,0,436,372,352,85.3211,93.1818,saied
05061010101,جندوبة,عين دراهم,عين دراهم المدينة,المدرسة الإعدادية عين دراهم-عين دراهم المدينة,Jendouba,Aïn Draham,Ain Drahem Ville,TN2255,TN225551,located,,,,,,,red,0,1008,140,130,13.8889,96.9231,saied
05061010201,جندوبة,عين دراهم,عين دراهم المدينة,م إبتدائية 2مارس 34 -عين دراهم المدينة,Jendouba,Aïn Draham,Ain Drahem Ville,TN2255,TN225551,located,,,,,,,red,0,822,337,323,40.9976,95.6656,saied
05061010202,جندوبة,عين دراهم,عين دراهم المدينة,م إبتدائية 2مارس 34 -عين دراهم المدينة,Jendouba,Aïn Draham,Ain Drahem Ville,TN2255,TN225551,located,,,,,,,red,0,821,261,247,31.7905,97.1660,saied
05061010301,جندوبة,عين دراهم,عين دراهم المدينة,م إبتدائية ساحة المعتمدية - عين دراهم المدينة,Jendouba,Aïn Draham,Ain Drahem Ville,TN2255,TN225551,located,,,,,,,red,0,957,423,408,44.2006,92.4020,saied
05061010302,جندوبة,عين دراهم,عين دراهم المدينة,م إبتدائية ساحة المعتمدية - عين دراهم المدينة,Jendouba,Aïn Draham,Ain Drahem Ville,TN2255,TN225551,located,,,,,,,red,0,957,319,311,33.3333,92.9260,saied
05061010303,جندوبة,عين دراهم,عين دراهم المدينة,م إبتدائية ساحة المعتمدية - عين دراهم المدينة,Jendouba,Aïn Draham,Ain Drahem Ville,TN2255,TN225551,located,,,,,,,red,0,957,273,255,28.5266,90.1961,saied
05061010401,جندوبة,عين دراهم,عين دراهم المدينة,م إبتدائية شارع بورقيبة - عين دراهم المدينة,Jendouba,Aïn Draham,Ain Drahem Ville,TN2255,TN225551,located,,,,,,,red,0,897,394,377,43.9242,95.7560,saied
05061010402,جندوبة,عين دراهم,عين دراهم المدينة,م إبتدائية شارع بورقيبة - عين دراهم المدينة,Jendouba,Aïn Draham,Ain Drahem Ville,TN2255,TN225551,located,,,,,,,red,0,897,320,302,35.6745,92.3841,saied
05061010403,جندوبة,عين دراهم,عين دراهم المدينة,م إبتدائية شارع بورقيبة - عين دراهم المدينة,Jendouba,Aïn Draham,Ain Drahem Ville,TN2255,TN225551,read,...,0,0,0,0,0,red,0,895,282,273,31.5084,93.7729,saied
05061010501,جندوبة,عين دراهم,عين دراهم المدينة,معهد عين دراهم-عين دراهم المدينة,Jendouba,Aïn Draham,Ain Drahem Ville,TN2255,TN225551,located,,,,,,,red,0,580,94,88,16.2069,96.5909,saied
05061110101,جندوبة,عين دراهم,عين سلام,خيمة الموامنية-عين سلام,Jendouba,Aïn Draham,Ain Salam,TN2255,TN225561,located,,,,,,,red,0,201,45,44,22.3881,100.0000,saied
05061110201,جندوبة,عين دراهم,عين سلام,م إبتدائية سيدي يوسف - عين سلام,Jendouba,Aïn Draham,Ain Salam,TN2255,TN225561,located,,,,,,,red,0,792,153,147,19.3182,100.0000,saied
05061210101,جندوبة,عين دراهم,وادي الزان,م إبتدائية وادي الزان-وادي الزان,Jendouba,Aïn Draham,Oued Ezzan,TN2255,TN225562,located,,,,,,,red,0,811,152,141,18.7423,100.0000,saied
05070110101,جندوبة,غار الدماء,الدورة,م إبتدائية البرانصية - الدورة,Jendouba,Ghardimaou,Ed-Daoura,TN2257,TN225757,located,,,,,,,red,0,926,290,283,31.3175,97.1731,saied
05070110102,جندوبة,غار الدماء,الدورة,م إبتدائية البرانصية - الدورة,Jendouba,Ghardimaou,Ed-Daoura,TN2257,TN225757,located,,,,,,,red,0,921,193,190,20.9555,98.9474,saied
05070110103,جندوبة,غار الدماء,الدورة,م إبتدائية البرانصية - الدورة,Jendouba,Ghardimaou,Ed-Daoura,TN2257,TN225757,located,,,,,,,red,0,922,146,142,15.8351,97.1831,saied
05070110201,جندوبة,غار الدماء,الدورة,م إبتدائية الدورة - الدورة,Jendouba,Ghardimaou,Ed-Daoura,TN2257,TN225757,located,,,,,,,red,0,1186,297,279,25.0422,96.7742,saied
05070110202,جندوبة,غار الدماء,الدورة,م إبتدائية الدورة - الدورة,Jendouba,Ghardimaou,Ed-Daoura,TN2257,TN225757,located,,,,,,,red,180,1186,182,173,15.3457,98.8439,saied
05070210101,جندوبة,غار الدماء,الرخاء,م إبتدائية امحمد الأزرق - الرخاء,Jendouba,Ghardimaou,Er-Rakha,TN2257,TN225754,located,,,,,,,red,0,,85,79,,98.7342,saied
05070210201,جندوبة,غار الدماء,الرخاء,م إبتدائية أولاد حريز - الرخاء,Jendouba,Ghardimaou,Er-Rakha,TN2257,TN225754,located,,,,,,,red,0,765,227,222,29.6732,97.7477,saied
05070210202,جندوبة,غار الدماء,الرخاء,م إبتدائية أولاد حريز - الرخاء,Jendouba,Ghardimaou,Er-Rakha,TN2257,TN225754,located,,,,,,,red,0,764,134,133,17.5393,100.0000,saied
05070210301,جندوبة,غار الدماء,الرخاء,م إعدادية الجليل-الرخاء,Jendouba,Ghardimaou,Er-Rakha,TN2257,TN225754,located,,,,,,,red,0,157,97,92,61.7834,96.7391,saied
05070310101,جندوبة,غار الدماء,الصرية,م إبتدائية البياضة - الصرية,Jendouba,Ghardimaou,Es-Sraia,TN2257,TN225758,located,,,,,,,red,0,886,152,147,17.1558,98.6395,saied
05070310201,جندوبة,غار الدماء,الصرية,م إبتدائية الرحيم - الصرية,Jendouba,Ghardimaou,Es-Sraia,TN2257,TN225758,located,,,,,,,red,0,447,130,127,29.0828,97.6378,saied
05070310301,جندوبة,غار الدماء,الصرية,م إبتدائية الصرية-الصرية,Jendouba,Ghardimaou,Es-Sraia,TN2257,TN225758,located,,,,,,,red,0,800,223,208,27.8750,95.6731,saied
05070310302,جندوبة,غار الدماء,الصرية,م إبتدائية الصرية-الصرية,Jendouba,Ghardimaou,Es-Sraia,TN2257,TN225758,located,,,,,,,red,0,90,48,43,53.3333,95.3488,saied
05070310401,جندوبة,غار الدماء,الصرية,م إبتدائية بوريحان - الصرية,Jendouba,Ghardimaou,Es-Sraia,TN2257,TN225758,located,,,,,,,red,0,704,133,130,18.8920,98.4615,saied
05070310501,جندوبة,غار الدماء,الصرية,م إبتدائية هنشير الحمام -الصرية,Jendouba,Ghardimaou,Es-Sraia,TN2257,TN225758,located,,,,,,,red,0,836,254,245,30.3828,95.9184,saied
05070410101,جندوبة,غار الدماء,القلعة,م إبتدائية البلدة - القلعة,Jendouba,Ghardimaou,El Galaa,TN2257,TN225762,located,,,,,,,red,0,375,180,163,48.0000,98.1595,saied
05070410201,جندوبة,غار الدماء,القلعة,م إبتدائية الحوش القلعة - القلعة,Jendouba,Ghardimaou,El Galaa,TN2257,TN225762,located,,,,,,,red,0,657,73,58,11.1111,98.2759,saied
05070410301,جندوبة,غار الدماء,القلعة,م إبتدائية السلاطنية - القلعة,Jendouba,Ghardimaou,El Galaa,TN2257,TN225762,located,,,,,,,red,0,236,46,44,19.4915,97.7273,saied
05070410401,جندوبة,غار الدماء,القلعة,م إبتدائية أولاد علي - القلعة,Jendouba,Ghardimaou,El Galaa,TN2257,TN225762,read,...,0,0,0,0,0,red,0,657,182,171,27.7017,95.9064,saied
05070410402,جندوبة,غار الدماء,القلعة,م إبتدائية أولاد علي - القلعة,Jendouba,Ghardimaou,El Galaa,TN2257,TN225762,located,,,,,,,red,0,657,91,83,13.8508,95.1807,saied
05070410501,جندوبة,غار الدماء,القلعة,م إبتدائية سيدي بلقاسم - القلعة,Jendouba,Ghardimaou,El Galaa,TN2257,TN225762,located,,,,,,,red,0,964,426,403,44.1909,94.7891,saied
05070410502,جندوبة,غار الدماء,القلعة,م إبتدائية سيدي بلقاسم - القلعة,Jendouba,Ghardimaou,El Galaa,TN2257,TN225762,read,...,0,0,0,0,0,red,0,964,263,248,27.2822,91.9355,saied
05070410503,جندوبة,غار الدماء,القلعة,م إبتدائية سيدي بلقاسم - القلعة,Jendouba,Ghardimaou,El Galaa,TN2257,TN225762,located,,,,,,,red,0,,205,195,,95.8974,saied
05070510101,جندوبة,غار الدماء,المراسن,م إبتدائية الزرايبية - المراسن,Jendouba,Ghardimaou,Mrassen,TN2257,TN225761,located,,,,,,,red,0,1014,345,319,34.0237,98.4326,saied
05070510102,جندوبة,غار الدماء,المراسن,م إبتدائية الزرايبية - المراسن,Jendouba,Ghardimaou,Mrassen,TN2257,TN225761,located,,,,,,,red,0,1013,218,197,21.5202,96.4467,saied
