adm3_pcode,id_delegation,delegation_name,delegation_name_ar,governorate_name,governorate_name_ar,region_name,lat,lon,area_sqkm,n_stations,n_certified,registered,voters,valid,blank,spoilt,turnout_stations,turnout_registered,turnout_voters,saied,saied_share_pct,saied_margin_pp,zammel,zammel_share_pct,zammel_margin_pp,maghzaoui,maghzaoui_share_pct,maghzaoui_margin_pp,candidate_sum,winner,runner_up,margin_pp,turnout_pct,turnout_coverage_pct
TN4261,4261,Foussana,فوسانة,Kassérine,القصرين,Centre West,35.34079749,8.56584108,913.11931304,44,44,29212,9872,10245,84,286,40,28315,9464,9786,95.5198,92.3865,321,3.1332,-92.3865,138,1.3470,-94.1728,10245,saied,zammel,92.3865,33.4240,90.9091
TN4262,4262,Feriana,فريانة,Kassérine,القصرين,Centre West,35.03021087,8.44992289,1005.98627422,55,55,33415,9312,10401,82,269,45,30784,8988,9940,95.5677,92.1354,357,3.4324,-92.1354,104,0.9999,-94.5678,10401,saied,zammel,92.1354,29.1970,81.8182
TN4263,4263,Majel Belabbes,ماجل بلعباس,Kassérine,القصرين,Centre West,34.76401021,8.55077207,887.23282073,29,29,14038,5677,6706,72,120,21,14038,5092,6453,96.2273,93.9457,153,2.2815,-93.9457,100,1.4912,-94.7361,6706,saied,zammel,93.9457,36.2730,72.4138
TN4351,4351,Sidi Bouzid Ouest,سيدي بوزيد الغربية,Sidi Bou Zid,سيدي بوزيد,Centre West,34.98576128,9.41296118,423.28965067,69,69,68385,18442,17926,144,372,68,68385,18036,16840,93.9418,89.8695,730,4.0723,-89.8695,356,1.9859,-91.9558,17926,saied,zammel,89.8695,26.3742,98.5507
TN4352,4352,Sidi Bouzid Est,سيدي بوزيد الشرقية,Sidi Bou Zid,سيدي بوزيد,Centre West,35.07232939,9.60452269,795.20309555,47,47,32852,9795,9492,67,236,44,32852,9080,9160,96.5023,94.3953,200,2.1070,-94.3953,132,1.3906,-95.1117,9492,saied,zammel,94.3953,27.6391,93.6170
TN4353,4353,Jelma,جلمة,Sidi Bou Zid,سيدي بوزيد,Centre West,35.32942675,9.39451025,669.24612064,37,37,31666,8786,8468,76,242,37,31666,8786,8193,96.7525,94.5324,188,2.2201,-94.5324,87,1.0274,-95.7251,8468,saied,zammel,94.5324,27.7458,100.0000
TN4354,4354,Sabalat Ouled Asker,سبالة أولاد عسكر,Sidi Bou Zid,سيدي بوزيد,Centre West,35.22836674,9.31273826,295.56236047,21,21,17568,4269,4274,32,110,20,16843,4269,4157,97.2625,95.6715,68,1.5910,-95.6715,49,1.1465,-96.1161,4274,saied,zammel,95.6715,25.3458,95.2381
TN4355,4355,Bir El Hfay,بئر الحفي,Sidi Bou Zid,سيدي بوزيد,Centre West,34.87419259,9.28437663,515.09440178,36,36,31054,9545,9284,68,193,36,31054,9545,9003,96.9733,95.3037,155,1.6695,-95.3037,126,1.3572,-95.6161,9284,saied,zammel,95.3037,30.7368,100.0000
TN4356,4356,Sidi Ali Ben Aoun,سيدي علي بن عون,Sidi Bou Zid,سيدي بوزيد,Centre West,34.82336654,9.09979232,614.60876497,26,26,19646,6455,6269,32,154,25,19646,6258,6076,96.9214,94.7679,135,2.1535,-94.7679,58,0.9252,-95.9962,6269,saied,zammel,94.7679,31.8538,96.1538
TN4357,4357,Menzel Bouzaiene,منزل بوزيان,Sidi Bou Zid,سيدي بوزيد,Centre West,34.6285044,9.38720972,554.93176084,35,35,21591,7856,7646,69,141,35,21591,7856,7207,94.2584,91.0803,196,2.5634,-91.6950,243,3.1781,-91.0803,7646,saied,maghzaoui,91.0803,36.3855,100.0000
TN4358,4358,Meknassi,المكناسي,Sidi Bou Zid,سيدي بوزيد,Centre West,34.63557401,9.66263792,623.74662642,24,24,18522,6401,6169,49,182,24,18522,6401,5743,93.0945,89.2041,186,3.0151,-90.0794,240,3.8904,-89.2041,6169,saied,maghzaoui,89.2041,34.5589,100.0000
TN4359,4359,Souk Jedid,سوق الجديد,Sidi Bou Zid,سيدي بوزيد,Centre West,34.86709245,9.54903339,346.34914589,25,25,16611,6085,5894,50,141,24,16611,5873,5749,97.5399,95.9790,92,1.5609,-95.9790,53,0.8992,-96.6407,5894,saied,zammel,95.9790,35.3561,96.0000
TN4360,4360,Mazzouna,المزونة,Sidi Bou Zid,سيدي بوزيد,Centre West,34.46276272,9.68983465,1137.71566281,28,28,17490,7248,7262,51,118,25,17490,6580,6981,96.1305,93.3903,199,2.7403,-93.3903,82,1.1292,-95.0014,7262,saied,zammel,93.3903,37.6215,89.2857
TN4361,4361,Regueb,الرقاب,Sidi Bou Zid,سيدي بوزيد,Centre West,34.85419178,9.80156282,1035.10905908,66,66,50483,16154,15698,146,310,64,50483,15799,15034,95.7702,92.6105,496,3.1596,-92.6105,168,1.0702,-94.7000,15698,saied,zammel,92.6105,31.2957,96.9697
TN4362,4362,Ouled Haffouz,أولاد حفوز,Sidi Bou Zid,سيدي بوزيد,Centre West,35.09971112,9.86073322,422.36123651,26,26,16346,5751,5502,48,201,26,16346,5751,5301,96.3468,93.9658,131,2.3810,-93.9658,70,1.2723,-95.0745,5502,saied,zammel,93.9658,35.1829,100.0000
TN5151,5151,Gabès Médina,قابس المدينة,Gabès,قابس,South East,33.90385931,10.09519438,16.51543832,37,37,39121,11523,11116,91,316,35,38892,10864,9786,88.0353,78.1036,1104,9.9316,-78.1036,226,2.0331,-86.0022,11116,saied,zammel,78.1036,27.9338,94.5946
TN5152,5152,Gabès Ouest,قابس الغربية,Gabès,قابس,South East,33.87804328,9.99809613,154.37095686,25,25,22140,7635,7342,79,214,24,22140,7343,6525,88.8722,79.7603,669,9.1120,-79.7603,148,2.0158,-86.8564,7342,saied,zammel,79.7603,33.1662,96.0000
TN5153,5153,Gabès Sud,قابس الجنوبية,Gabès,قابس,South East,33.77953621,10.0525453,293.43532876,56,56,56218,15487,15564,162,401,53,55212,15114,13352,85.7877,74.6916,1727,11.0961,-74.6916,485,3.1162,-82.6715,15564,saied,zammel,74.6916,27.3745,94.6429
TN5154,5154,Ghannouch,غنوش,Gabès,قابس,South East,33.94781641,10.05442872,20.05707203,22,22,18769,4812,4641,32,139,21,18769,4449,4183,90.1314,81.5772,397,8.5542,-81.5772,61,1.3144,-88.8171,4641,saied,zammel,81.5772,23.7040,95.4545
TN5155,5155,Metouia,المطوية,Gabès,قابس,South East,34.06137965,9.95185115,412.33412882,26,26,21865,7544,7326,43,175,26,21865,7544,6621,90.3767,82.6508,566,7.7259,-82.6508,139,1.8974,-88.4794,7326,saied,zammel,82.6508,34.5026,100.0000
TN5156,5156,Menzel Habib,منزل الحبيب,Gabès,قابس,South East,34.15372612,9.58828403,952.09536712,20,20,8525,2293,2404,24,70,18,8056,2211,2240,93.1780,88.9767,101,4.2013,-88.9767,63,2.6206,-90.5574,2404,saied,zammel,88.9767,27.4454,90.0000
TN5157,5157,Hamma,الحامة,Gabès,قابس,South East,33.86020252,9.59308365,2641.99458731,58,58,49243,11809,11702,166,433,53,47982,11206,10081,86.1477,76.8928,1083,9.2548,-76.8928,538,4.5975,-81.5502,11702,saied,zammel,76.8928,23.3546,91.3793
TN5158,5158,Matmata,مطماطة,Gabès,قابس,South East,33.46631229,9.80770432,1241.66676361,11,11,5837,1270,1193,28,49,11,5837,1270,1115,93.4619,90.1090,38,3.1852,-90.2766,40,3.3529,-90.1090,1193,saied,maghzaoui,90.1090,21.7578,100.0000
TN5159,5159,Matmata Nouvelle,مطماطة الجديدة,Gabès,قابس,South East,33.61714535,10.00948301,752.39570915,17,17,12382,2479,2352,40,113,16,12259,2479,2127,90.4337,83.9286,153,6.5051,-83.9286,72,3.0612,-87.3724,2352,saied,zammel,83.9286,20.2219,94.1176
TN5160,5160,Mareth,مارث,Gabès,قابس,South East,33.55876581,10.25460717,1005.19626352,65,64,48378,13113,12662,127,332,60,48378,11915,11727,92.6157,87.4348,656,5.1809,-87.4348,279,2.2034,-90.4123,12662,saied,zammel,87.4348,24.6290,92.3077
TN5251,5251,Médenine Nord,مدنين الشمالية,Médenine,مدنين,South East,33.36360782,10.39271425,334.2903792,50,50,35282,512,7905,115,219,3,2669,512,6866,86.8564,76.2935,835,10.5629,-76.2935,204,2.5806,-84.2758,7905,saied,zammel,76.2935,19.1832,6.0000
TN5252,5252,Médenine Sud,مدنين الجنوبية,Médenine,مدنين,South East,33.41907932,10.65401647,734.54600562,62,61,36693,2454,9204,148,277,9,7031,1318,7739,84.0830,71.3820,1169,12.7010,-71.3820,296,3.2160,-80.8670,9204,saied,zammel,71.3820,18.7456,14.5161
TN5253,5253,Beni Khedache,بني خداش,Médenine,مدنين,South East,33.24049565,10.09646008,1359.46119414,40,40,25483,4919,4647,71,200,40,25483,4919,4301,92.5543,87.0884,254,5.4659,-87.0884,92,1.9798,-90.5746,4647,saied,zammel,87.0884,19.3031,100.0000
TN5254,5254,Ben Guerdane,بنقردان,Médenine,مدنين,South East,32.82211509,11.30293377,4798.07536072,70,70,60245,11307,10745,157,405,69,60245,11140,9267,86.2448,75.4584,1159,10.7864,-75.4584,319,2.9688,-83.2759,10745,saied,zammel,75.4584,18.4912,98.5714
TN5255,5255,Zarzis,جرجيس,Médenine,مدنين,South East,33.46437018,10.93521386,885.14803164,81,80,45784,1857,13636,128,409,5,5001,841,12400,90.9358,85.2963,769,5.6395,-85.2963,467,3.4248,-87.5110,13636,saied,zammel,85.2963,16.8166,6.1728
TN5256,5256,Houmt Souk,جربة حومة السوق,Médenine,مدنين,South East,33.85030144,10.86718616,162.28227953,62,61,47940,513,14469,162,260,3,2964,513,12677,87.6149,77.8008,1420,9.8141,-77.8008,372,2.5710,-85.0439,14469,saied,zammel,77.8008,17.3077,4.8387
TN5257,5257,Djerba Midoun,جربة ميدون,Médenine,مدنين,South East,33.76462773,10.9513388,176.69219957,55,55,55306,11260,10741,120,277,53,54519,11059,9618,89.5447,81.7615,836,7.7833,-81.7615,287,2.6720,-86.8727,10741,saied,zammel,81.7615,20.2847,96.3636
TN5258,5258,Djerba Ajim,جربة أجيم,Médenine,مدنين,South East,33.73946699,10.80130431,158.02892321,25,24,12790,435,3034,39,60,3,2156,335,2748,90.5735,83.8497,204,6.7238,-83.8497,82,2.7027,-87.8708,3034,saied,zammel,83.8497,15.5380,12.0000
TN5259,5259,Sidi Makhlouf,سيدي مخلوف,Médenine,مدنين,South East,33.54086346,10.47963487,669.1997368,31,31,19433,5059,4841,46,172,31,19433,5059,4519,93.3485,88.5148,234,4.8337,-88.5148,88,1.8178,-91.5307,4841,saied,zammel,88.5148,26.0330,100.0000
TN5351,5351,Tataouine Nord,تطاوين الشمالية,Tataouine,تطاوين,South East,32.70343721,10.62324471,2838.4674754,65,65,45934,6779,6662,116,185,62,45606,6631,5842,87.6914,78.2348,630,9.4566,-78.2348,190,2.8520,-84.8394,6662,saied,zammel,78.2348,14.5398,95.3846
TN5352,5352,Tataouine Sud,تطاوين الجنوبية,Tataouine,تطاوين,South East,32.77869378,10.18712275,1899.85048165,40,40,30100,4797,4689,106,209,37,30012,4797,3942,84.0691,70.8467,620,13.2224,-70.8467,127,2.7085,-81.3606,4689,saied,zammel,70.8467,15.9836,92.5000
TN5353,5353,Samar,الصمار,Tataouine,تطاوين,South East,32.70343721,10.97329387,1989.94172269,22,22,11552,2725,2582,56,87,21,11552,2556,2267,87.8002,77.8854,256,9.9148,-77.8854,59,2.2851,-85.5151,2582,saied,zammel,77.8854,22.1260,95.4545
TN5354,5354,Bir Lahmar,بئر الأحمر,Tataouine,تطاوين,South East,33.14441082,10.43927359,244.35004986,12,12,7896,1707,1616,39,52,12,7896,1707,1412,87.3762,77.3515,162,10.0248,-77.3515,42,2.5990,-84.7772,1616,saied,zammel,77.3515,21.6185,100.0000
TN5355,5355,Ghomrassen,غمراسن,Tataouine,تطاوين,South East,33.04624207,10.20875685,692.42511168,23,23,15204,2398,2261,76,61,22,15204,2101,1952,86.3335,75.8514,237,10.4821,-75.8514,72,3.1844,-83.1490,2261,saied,zammel,75.8514,13.8187,95.6522
TN5356,5356,Dhiba,ذهيبة,Tataouine,تطاوين,South East,31.97009,10.47039035,3103.81534272,8,8,2707,961,898,20,37,7,2707,846,826,91.9822,86.3029,51,5.6793,-86.3029,21,2.3385,-89.6437,898,saied,zammel,86.3029,31.2523,87.5000
TN5357,5357,Remada,رمادة,Tataouine,تطاوين,South East,31.54837644,9.65261911,27171.68952364,16,16,7308,1990,1907,25,57,16,7308,1990,1733,90.8757,84.2160,127,6.6597,-84.2160,47,2.4646,-88.4111,1907,saied,zammel,84.2160,27.2304,100.0000
TN6151,6151,Gafsa Nord,قفصة الشمالية,Gafsa,قفصة,South West,34.57708505,8.8632766,534.81323811,15,15,8244,2315,2261,18,36,15,8244,2315,2150,95.0907,91.6409,78,3.4498,-91.6409,33,1.4595,-93.6311,2261,saied,zammel,91.6409,28.0810,100.0000
TN6152,6152,Sidi Aich,سيدي عيش,Gafsa,قفصة,South West,34.6940748,8.82109051,442.91887031,14,14,7710,2735,2666,17,52,14,7710,2735,2526,94.7487,91.0353,99,3.7134,-91.0353,41,1.5379,-93.2108,2666,saied,zammel,91.0353,35.4734,100.0000
TN6153,6153,Ksar,القصر,Gafsa,قفصة,South West,34.41212051,8.91860157,281.83515403,30,30,26461,6892,8004,69,230,25,25180,6892,7355,91.8916,86.5067,431,5.3848,-86.5067,218,2.7236,-89.1679,8004,saied,zammel,86.5067,27.3709,83.3333
TN6154,6154,Gafsa Sud,قفصة الجنوبية,Gafsa,قفصة,South West,34.44377161,8.67669942,750.42676505,85,85,78714,20442,21689,201,518,77,77583,20123,19859,91.5625,85.5872,1296,5.9754,-85.5872,534,2.4621,-89.1005,21689,saied,zammel,85.5872,25.9374,90.5882
TN6155,6155,Oum Larais,أم العرائس,Gafsa,قفصة,South West,34.56678158,8.344887,976.5760265,34,34,24211,7534,7525,52,210,32,24211,7138,7018,93.2625,88.9568,324,4.3056,-88.9568,183,2.4319,-90.8306,7525,saied,zammel,88.9568,29.4825,94.1176
TN6156,6156,Redeyef,الرديف,Gafsa,قفصة,South West,34.35324686,8.13309149,403.77020829,25,25,23112,6009,5889,41,283,24,23112,6009,5533,93.9548,89.7266,249,4.2282,-89.7266,107,1.8169,-92.1379,5889,saied,zammel,89.7266,25.9995,96.0000
TN6157,6157,Metlaoui,المتلوي,Gafsa,قفصة,South West,34.23497726,8.31197228,973.29751557,33,33,28029,8886,8882,48,209,29,27788,7692,8206,92.3891,86.8048,496,5.5843,-86.8048,180,2.0266,-90.3625,8882,saied,zammel,86.8048,27.6810,87.8788
TN6158,6158,Mdhilla,المضيلة,Gafsa,قفصة,South West,34.20099882,8.69715667,644.4462355,14,14,10638,2830,3117,25,98,11,9780,2553,2800,89.8300,81.6169,256,8.2130,-81.6169,61,1.9570,-87.8730,3117,saied,zammel,81.6169,26.1043,78.5714
TN6159,6159,Guetar,القطار,Gafsa,قفصة,South West,34.27165863,8.965877,933.39116148,18,18,15188,4803,4591,58,154,17,15188,4752,4394,95.7090,93.0734,121,2.6356,-93.0734,76,1.6554,-94.0536,4591,saied,zammel,93.0734,31.2879,94.4444
TN6160,6160,Belkhir,بلخير,Gafsa,قفصة,South West,34.33522583,9.41814542,840.85401465,20,20,12656,2819,2742,32,74,19,12656,2819,2586,94.3107,90.6273,101,3.6834,-90.6273,55,2.0058,-92.3049,2742,saied,zammel,90.6273,22.2740,95.0000
TN6161,6161,Sened,السند,Gafsa,قفصة,South West,34.54331736,9.16763564,768.39135777,39,39,24019,7426,7989,71,164,32,22952,6551,7378,92.3520,88.0210,346,4.3310,-88.0210,265,3.3171,-89.0349,7989,saied,zammel,88.0210,28.5422,82.0513
TN6251,6251,Tozeur,توزر,Tozeur,توزر,South West,33.91348287,8.11182516,817.54671177,36,35,34714,12140,11697,119,324,33,34514,11262,10872,92.9469,87.6806,616,5.2663,-87.6806,209,1.7868,-91.1601,11697,saied,zammel,87.6806,32.6302,91.6667
TN6252,6252,Degueche,دقاش,Tozeur,توزر,South West,34.03386544,8.36671028,1408.22528641,29,29,22754,8212,7909,85,217,29,22754,8212,7508,94.9298,91.9712,234,2.9587,-91.9712,167,2.1115,-92.8183,7909,saied,zammel,91.9712,36.0904,100.0000
TN6253,6253,Tamaghza,تمغزة,Tozeur,توزر,South West,34.29030034,7.89113982,939.14640736,11,11,5592,2138,2033,31,74,11,5592,2138,1909,93.9006,89.9164,81,3.9843,-89.9164,43,2.1151,-91.7855,2033,saied,zammel,89.9164,38.2332,100.0000
TN6254,6254,Nefta,نفطة,Tozeur,توزر,South West,33.82049163,7.87245171,1637.1473571,19,19,18065,5242,5671,89,158,17,16069,5242,5236,92.3294,86.3692,338,5.9601,-86.3692,97,1.7105,-90.6189,5671,saied,zammel,86.3692,32.6218,89.4737
TN6255,6255,Hazoua,حزوة,Tozeur,توزر,South West,33.76641627,7.64937208,1256.24525608,6,6,4027,1610,1536,30,44,6,4027,1610,1370,89.1927,80.9896,126,8.2031,-80.9896,40,2.6042,-86.5885,1536,saied,zammel,80.9896,39.9801,100.0000
TN6351,6351,Kebili Sud,قبلي الجنوبية,Kebili,قبلي,South West,33.61797056,9.21173126,1142.04338055,28,28,25715,7518,7349,89,219,26,25349,7192,6306,85.8076,76.6091,676,9.1985,-76.6091,367,4.9939,-80.8137,7349,saied,zammel,76.6091,28.3719,92.8571
TN6352,6352,Kebili Nord,قبلي الشمالية,Kebili,قبلي,South West,33.86905628,9.16919538,1205.2916062,29,29,23640,7388,7516,93,234,27,23640,7265,6736,89.6221,84.4199,389,5.1756,-84.4465,391,5.2022,-84.4199,7516,saied,maghzaoui,84.4199,30.7318,93.1034
TN6353,6353,Souk El Ahed,سوق الأحد,Kebili,قبلي,South West,33.90598889,8.80244863,2280.83813444,32,32,22939,7392,7332,82,196,30,22939,7059,5902,80.4965,65.2209,310,4.2280,-76.2684,1120,15.2755,-65.2209,7332,saied,maghzaoui,65.2209,30.7729,93.7500
TN6354,6354,Douz Nord,دوز الشمالية,Kebili,قبلي,South West,33.20279283,9.59921421,3458.05509078,26,26,22492,5938,6009,59,161,24,22492,5787,5147,85.6549,75.1706,630,10.4843,-75.1706,232,3.8609,-81.7940,6009,saied,zammel,75.1706,25.7291,92.3077
TN6355,6355,Douz Sud,دوز الجنوبية,Kebili,قبلي,South West,33.07044601,9.14556174,4588.10155415,16,16,14006,4425,4282,43,100,16,14006,4425,3905,91.1957,86.4783,175,4.0869,-87.1088,202,4.7174,-86.4783,4282,saied,maghzaoui,86.4783,31.5936,100.0000
TN6356,6356,Faouar,فوار,Kebili,قبلي,South West,33.14507346,8.41668431,9789.88769209,21,21,14906,6098,5849,91,158,21,14906,6098,5317,90.9044,84.9889,346,5.9155,-84.9889,186,3.1800,-87.7244,5849,saied,zammel,84.9889,40.9097,100.0000
