pdf_path,filename,governorate,constituency,imada,pages,official_count,extracted_count,completeness_pct,is_diaspora
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0212_حي الخضراء - المنزه/خير الدين باشا.pdf,خير الدين باشا.pdf,تونس,حي الخضراء - المنزه,خير الدين باشا,11,415,415,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0212_حي الخضراء - المنزه/غرة جوان.pdf,غرة جوان.pdf,تونس,حي الخضراء - المنزه,غرة جوان,144,6256,6256,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0107_سيدي حسين/14 جانفي.pdf,14 جانفي.pdf,تونس,سيدي حسين,14 جانفي,246,10750,10750,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0107_سيدي حسين/20مارس.pdf,20مارس.pdf,تونس,سيدي حسين,20مارس,134,5836,5836,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0107_سيدي حسين/25جويلية.pdf,25جويلية.pdf,تونس,سيدي حسين,25جويلية,122,5286,5286,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0107_سيدي حسين/الجيارة.pdf,الجيارة.pdf,تونس,سيدي حسين,الجيارة,224,9778,9778,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0107_سيدي حسين/برج شاكير.pdf,برج شاكير.pdf,تونس,سيدي حسين,برج شاكير,150,6520,6520,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0107_سيدي حسين/بيرين.pdf,بيرين.pdf,تونس,سيدي حسين,بيرين,147,6384,6384,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0107_سيدي حسين/سيدي حسين.pdf,سيدي حسين.pdf,تونس,سيدي حسين,سيدي حسين,344,15062,15062,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0107_سيدي حسين/عطار.pdf,عطار.pdf,تونس,سيدي حسين,عطار,225,9841,9841,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0107_سيدي حسين/مغيرة إنزال.pdf,مغيرة إنزال.pdf,تونس,سيدي حسين,مغيرة إنزال,125,5434,5434,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/أميلكار.pdf,أميلكار.pdf,تونس,قرطاج - المرسى,أميلكار,56,2389,2389,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/البحر الأزرق.pdf,البحر الأزرق.pdf,تونس,قرطاج - المرسى,البحر الأزرق,213,9311,9311,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/الرميلة.pdf,الرميلة.pdf,تونس,قرطاج - المرسى,الرميلة,76,3264,3264,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/المرسى الحدائق.pdf,المرسى الحدائق.pdf,تونس,قرطاج - المرسى,المرسى الحدائق,94,4089,4089,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/المرسى الرياض.pdf,المرسى الرياض.pdf,تونس,قرطاج - المرسى,المرسى الرياض,413,18125,18125,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/المرسى الشاطئ.pdf,المرسى الشاطئ.pdf,تونس,قرطاج - المرسى,المرسى الشاطئ,132,5727,5727,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/المرسى المدينة.pdf,المرسى المدينة.pdf,تونس,قرطاج - المرسى,المرسى المدينة,511,22434,22434,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/المرسى المنتزه.pdf,المرسى المنتزه.pdf,تونس,قرطاج - المرسى,المرسى المنتزه,14,538,538,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/الياسمينة.pdf,الياسمينة.pdf,تونس,قرطاج - المرسى,الياسمينة,142,6202,6202,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/حي محمد علي.pdf,حي محمد علي.pdf,تونس,قرطاج - المرسى,حي محمد علي,58,2478,2478,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/سيدي بوسعيد.pdf,سيدي بوسعيد.pdf,تونس,قرطاج - المرسى,سيدي بوسعيد,107,4627,4627,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/سيدي داود.pdf,سيدي داود.pdf,تونس,قرطاج - المرسى,سيدي داود,212,9256,9256,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/قرطاج الشاطىء.pdf,قرطاج الشاطىء.pdf,تونس,قرطاج - المرسى,قرطاج الشاطىء,85,3689,3689,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/قرطاج بيرصا.pdf,قرطاج بيرصا.pdf,تونس,قرطاج - المرسى,قرطاج بيرصا,234,10218,10218,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/قمرت.pdf,قمرت.pdf,تونس,قرطاج - المرسى,قمرت,210,9179,9179,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/تونس/0213_قرطاج - المرسى/قمرت العليا.pdf,قمرت العليا.pdf,تونس,قرطاج - المرسى,قمرت العليا,14,569,569,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/البئر الأخضر.pdf,البئر الأخضر.pdf,جندوبة,بوسالم - بلطة بوعوان,البئر الأخضر,78,3388,3388,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/البراهمي.pdf,البراهمي.pdf,جندوبة,بوسالم - بلطة بوعوان,البراهمي,73,3152,3152,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/البلدية.pdf,البلدية.pdf,جندوبة,بوسالم - بلطة بوعوان,البلدية,60,2593,2593,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/الروماني.pdf,الروماني.pdf,جندوبة,بوسالم - بلطة بوعوان,الروماني,44,1881,1881,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/السمران.pdf,السمران.pdf,جندوبة,بوسالم - بلطة بوعوان,السمران,81,3479,3479,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/الشواولة.pdf,الشواولة.pdf,جندوبة,بوسالم - بلطة بوعوان,الشواولة,44,1888,1888,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/العواوضة.pdf,العواوضة.pdf,جندوبة,بوسالم - بلطة بوعوان,العواوضة,60,2569,2569,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/الكدية.pdf,الكدية.pdf,جندوبة,بوسالم - بلطة بوعوان,الكدية,40,1701,1701,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/المرجى.pdf,المرجى.pdf,جندوبة,بوسالم - بلطة بوعوان,المرجى,72,3086,3086,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/المنقوش.pdf,المنقوش.pdf,جندوبة,بوسالم - بلطة بوعوان,المنقوش,75,3235,3235,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/بلطة.pdf,بلطة.pdf,جندوبة,بوسالم - بلطة بوعوان,بلطة,69,2965,2965,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/بني محمد.pdf,بني محمد.pdf,جندوبة,بوسالم - بلطة بوعوان,بني محمد,34,1417,1417,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/بوسالم الجنوبية.pdf,بوسالم الجنوبية.pdf,جندوبة,بوسالم - بلطة بوعوان,بوسالم الجنوبية,55,2350,2350,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/بوسالم الشمالية.pdf,بوسالم الشمالية.pdf,جندوبة,بوسالم - بلطة بوعوان,بوسالم الشمالية,315,13790,13790,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/بوعوان.pdf,بوعوان.pdf,جندوبة,بوسالم - بلطة بوعوان,بوعوان,108,4686,4686,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/بولعابة.pdf,بولعابة.pdf,جندوبة,بوسالم - بلطة بوعوان,بولعابة,45,1897,1897,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/سيدي عبيد.pdf,سيدي عبيد.pdf,جندوبة,بوسالم - بلطة بوعوان,سيدي عبيد,55,2339,2339,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/عبد الجبار.pdf,عبد الجبار.pdf,جندوبة,بوسالم - بلطة بوعوان,عبد الجبار,30,1249,1249,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/عسيلة.pdf,عسيلة.pdf,جندوبة,بوسالم - بلطة بوعوان,عسيلة,74,3185,3185,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/غزالة.pdf,غزالة.pdf,جندوبة,بوسالم - بلطة بوعوان,غزالة,42,1764,1764,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0601_بوسالم - بلطة بوعوان/وادي كساب.pdf,وادي كساب.pdf,جندوبة,بوسالم - بلطة بوعوان,وادي كساب,25,1042,1042,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0602_جندوبة/التطور.pdf,التطور.pdf,جندوبة,جندوبة,التطور,166,7248,7248,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0602_جندوبة/الجريف.pdf,الجريف.pdf,جندوبة,جندوبة,الجريف,81,3494,3494,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0602_جندوبة/الزغادية.pdf,الزغادية.pdf,جندوبة,جندوبة,الزغادية,184,8048,8048,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0602_جندوبة/السعادة.pdf,السعادة.pdf,جندوبة,جندوبة,السعادة,65,2791,2791,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0602_جندوبة/العزيمة.pdf,العزيمة.pdf,جندوبة,جندوبة,العزيمة,64,2761,2761,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0602_جندوبة/العيثة.pdf,العيثة.pdf,جندوبة,جندوبة,العيثة,83,3571,3571,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0602_جندوبة/الملقى.pdf,الملقى.pdf,جندوبة,جندوبة,الملقى,70,3027,3027,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0602_جندوبة/النور.pdf,النور.pdf,جندوبة,جندوبة,النور,321,14070,14070,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0602_جندوبة/جندوبة الجنوبية.pdf,جندوبة الجنوبية.pdf,جندوبة,جندوبة,جندوبة الجنوبية,287,12560,12560,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0602_جندوبة/سوق السبت.pdf,سوق السبت.pdf,جندوبة,جندوبة,سوق السبت,96,4141,4141,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0602_جندوبة/عين كريمة.pdf,عين كريمة.pdf,جندوبة,جندوبة,عين كريمة,36,1503,1503,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0602_جندوبة/معلة.pdf,معلة.pdf,جندوبة,جندوبة,معلة,19,785,785,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/أولاد مفدة.pdf,أولاد مفدة.pdf,جندوبة,جندوبة الشمالية - فرنانة,أولاد مفدة,68,2936,2936,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/الجواودة.pdf,الجواودة.pdf,جندوبة,جندوبة الشمالية - فرنانة,الجواودة,62,2664,2664,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/الخضراء.pdf,الخضراء.pdf,جندوبة,جندوبة الشمالية - فرنانة,الخضراء,54,2307,2307,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/الدير.pdf,الدير.pdf,جندوبة,جندوبة الشمالية - فرنانة,الدير,44,1872,1872,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/الزهور.pdf,الزهور.pdf,جندوبة,جندوبة الشمالية - فرنانة,الزهور,39,1654,1654,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/السواني.pdf,السواني.pdf,جندوبة,جندوبة الشمالية - فرنانة,السواني,66,2828,2828,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/العاذر.pdf,العاذر.pdf,جندوبة,جندوبة الشمالية - فرنانة,العاذر,46,1944,1944,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/الفردوس.pdf,الفردوس.pdf,جندوبة,جندوبة الشمالية - فرنانة,الفردوس,249,10911,10911,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/القوايدية.pdf,القوايدية.pdf,جندوبة,جندوبة الشمالية - فرنانة,القوايدية,53,2246,2246,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/الهادي بن حسين.pdf,الهادي بن حسين.pdf,جندوبة,جندوبة الشمالية - فرنانة,الهادي بن حسين,104,4494,4494,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/بلاريجيا.pdf,بلاريجيا.pdf,جندوبة,جندوبة الشمالية - فرنانة,بلاريجيا,92,3969,3969,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/بني مطير.pdf,بني مطير.pdf,جندوبة,جندوبة الشمالية - فرنانة,بني مطير,20,823,823,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/بوهرتمة.pdf,بوهرتمة.pdf,جندوبة,جندوبة الشمالية - فرنانة,بوهرتمة,49,2076,2076,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/حليمة.pdf,حليمة.pdf,جندوبة,جندوبة الشمالية - فرنانة,حليمة,75,3241,3241,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/ربيعة.pdf,ربيعة.pdf,جندوبة,جندوبة الشمالية - فرنانة,ربيعة,44,1860,1860,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/زطفورة.pdf,زطفورة.pdf,جندوبة,جندوبة الشمالية - فرنانة,زطفورة,84,3652,3652,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/سوق الجمعة.pdf,سوق الجمعة.pdf,جندوبة,جندوبة الشمالية - فرنانة,سوق الجمعة,62,2663,2663,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/سيدي عمار.pdf,سيدي عمار.pdf,جندوبة,جندوبة الشمالية - فرنانة,سيدي عمار,40,1677,1677,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/شمتو.pdf,شمتو.pdf,جندوبة,جندوبة الشمالية - فرنانة,شمتو,59,2511,2511,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/عين البية.pdf,عين البية.pdf,جندوبة,جندوبة الشمالية - فرنانة,عين البية,65,2779,2779,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/فرنانة.pdf,فرنانة.pdf,جندوبة,جندوبة الشمالية - فرنانة,فرنانة,236,10318,10318,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/قلوب الثيران.pdf,قلوب الثيران.pdf,جندوبة,جندوبة الشمالية - فرنانة,قلوب الثيران,56,2393,2393,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/قلوب الثيران الشمالية.pdf,قلوب الثيران الشمالية.pdf,جندوبة,جندوبة الشمالية - فرنانة,قلوب الثيران الشمالية,46,1939,1939,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/هذيل.pdf,هذيل.pdf,جندوبة,جندوبة الشمالية - فرنانة,هذيل,44,1868,1868,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0603_جندوبة الشمالية - فرنانة/وادي غريب.pdf,وادي غريب.pdf,جندوبة,جندوبة الشمالية - فرنانة,وادي غريب,97,4213,4213,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/أولاد سدرة.pdf,أولاد سدرة.pdf,جندوبة,طبرقة - عين دراهم,أولاد سدرة,60,2559,2559,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/التباينية.pdf,التباينية.pdf,جندوبة,طبرقة - عين دراهم,التباينية,51,2162,2162,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/الحامدية.pdf,الحامدية.pdf,جندوبة,طبرقة - عين دراهم,الحامدية,162,7061,7061,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/الحمام.pdf,الحمام.pdf,جندوبة,طبرقة - عين دراهم,الحمام,56,2392,2392,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/الحمران.pdf,الحمران.pdf,جندوبة,طبرقة - عين دراهم,الحمران,26,1062,1062,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/الخمايرية.pdf,الخمايرية.pdf,جندوبة,طبرقة - عين دراهم,الخمايرية,89,3869,3869,100.0,0
/Users/mohameddhiahammami/iCloud Drive (Archive)/www.isie.tn/wp-content/uploads/2024/ListesElecteurs06Juillet2024/الداخل/جندوبة/0604_طبرقة - عين دراهم/الرويعي.pdf,الرويعي.pdf,جندوبة,طبرقة - عين دراهم,الرويعي,60,2578,2578,100.0,0
